 -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , 1 , -   , -   , 1 , -   , 1 , -   , -   , -   , 9 , 94 , 13 , -   , 4 , 4 , 34 , -   ," 12,468 ", -   , 320 , 21 , 7 , 48 , 1 , 30 , 98 , 1 , -   , -   , -   , 172 , 4 , 1 , -   , -   , 45 , 6 , -   , 15 , -   , -   , -   , 19 , -   , -   , -   ," 1,103 "
 -   , -   , -   , -   , -   , -   , -   , -   , -   , 54 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , 39 , -   , -   , -   , -   , -   , 1 , 17 , -   , 20 , -   , 42 , 1 , -   , 6 , 14 , 170 , 85 , 4 , 1 , 217 , 1 , -   ," 2,660 ", -   , 78 , 144 , 35 , 236 , 1 , 28 , 111 , 1 , 2 , 1 , 3 ," 1,285 ", 77 , 16 , 3 , -   , 139 , 67 , 2 , 170 , 4 , -   , -   , 80 , -   , -   , 1 ," 9,503 "
 -   , -   , -   , -   , -   , -   , -   , -   , 338 , 143 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , 18 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 31 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 3 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 34 , 11 , 96 , 11 , -   , -   ," 20,132 ", 305 ," 12,153 ", 390 , -   , 2 , 14 ," 7,667 "," 8,901 ", -   , 370 ," 16,222 "," 7,068 "," 54,288 ", 1 , -   ," 774,583 ", -   , -   ," 403,025 ", -   , -   , -   , -   , -   , -   ," 35,518 ", -   , -   , -   ," 142,902 ", -   ," 1,186 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 4,067 "
" 1,175 ", 623 ," 2,026 ", 456 , 132 ," 1,365 ", 380 , 13 , 389 , 136 , 53 , 171 , 2 , 13 , -   , 531 , 25 , 261 , 470 , 44 ," 2,668 ", 55 ," 14,619 ", 44 , 83 ," 98,719 "," 54,940 "," 5,366 "," 1,100 ", 2 ," 1,445 ", 206 , 11 , 6 , 28 , 4 , 7 ," 2,019 ", 67 , 1 , 63 , 15 ," 5,976 ", 46 , 475 , 131 , 118 , 260 , 185 , 1 , 2 , 161 , 143 , 1 ," 60,219 ", 761 ," 4,998 "," 1,015 ", 333 ," 2,170 ", 5 , 176 ," 1,752 ", 16 , 1 , 766 ," 3,057 "," 14,527 ", 179 , 66 , 5 , -   ," 1,539 ", 105 , 3 , 267 , 6 , -   , -   , 201 , -   ," 13,428 ", 387 ," 1,381 "
" 5,547 "," 2,942 "," 9,562 "," 2,153 ", 621 ," 6,443 "," 1,793 ", 61 ," 1,834 ", 641 , 249 , 805 , 11 , 63 , 2 ," 2,506 ", 118 ," 1,232 "," 2,220 ", 207 ," 12,592 ", 261 ," 69,004 ", 209 , 393 ," 465,965 "," 259,323 "," 25,330 "," 5,190 ", 11 ," 6,822 ", 973 , 53 , 28 , 134 , 17 , 31 ," 9,531 ", 316 , 4 , 297 , 70 ," 28,207 ", 219 ," 2,244 ", 621 , 555 ," 1,229 ", 875 , 4 , 8 , 762 , 677 , 4 ," 284,240 "," 3,590 "," 23,592 "," 4,793 "," 1,573 "," 10,244 ", 24 , 829 ," 8,268 ", 78 , 2 ," 3,617 "," 14,427 "," 68,571 ", 845 , 311 , 25 , 1 ," 7,262 ", 494 , 16 ," 1,262 ", 26 , -   , -   , 947 , -   ," 63,379 "," 1,829 "," 6,519 "
 850 ," 6,144 "," 17,627 "," 5,853 ", 771 ," 2,985 "," 37,423 ", 21 ," 1,325 ", 226 , 137 , 89 , 1 , 12 , -   , 277 , 12 , 245 ," 2,155 "," 11,314 "," 1,291 ", 27 ," 16,236 ", 23 , 329 ," 47,271 "," 26,308 "," 2,897 ", 528 , 5 , 692 , 176 , 12 , 5 , 32 , 4 , 4 , 978 , 146 , 2 , 551 , 11 ," 3,509 ", 38 , 232 , 91 , 206 ," 1,767 "," 1,150 ", 1 , 3 , 612 , 448 , 3 ," 37,049 ", 364 ," 70,081 "," 5,675 ", 184 ," 1,207 ", 3 , 117 , 880 , 8 , 4 , 371 ," 1,466 "," 14,844 ", 716 , 151 , 181 , 1 ," 9,830 ", 758 , 24 ," 1,937 ", 40 , -   , -   , 583 , -   ," 6,430 ", 200 ," 29,174 "
 3 , 2 , 5 , 1 , 1 , 4 , 2 , 5 , 1 , 91 , -   , -   , -   , -   , -   , 2 , -   , 7 , 622 ," 3,202 ", 27 , 1 ," 1,913 ", -   , 34 , 242 , 135 , 68 , 3 , -   , 4 , 20 , 2 , 1 , 5 , 1 , -   , 6 , 66 , -   , 190 , 1 , 157 , 2 , 3 , 10 , 40 , 345 , 484 , -   , -   , 152 , 20 , -   ," 47,399 ", 2 ," 1,581 ", 432 , 252 ," 1,705 ", -   , 15 , 4 , -   , 4 , 2 , 7 ," 1,754 ", 12 , 2 , 3 , -   , 40 , 54 , 2 , 139 , 3 , -   , -   , 70 , -   , 33 , 5 ," 12,423 "
 57 , 30 , 98 , 22 , 6 , 66 , 18 , 1 , 19 , 7 , 3 , 8 , -   , 1 , -   , 26 , 1 , 13 , 23 , 2 , 129 , 3 , 708 , 2 , 4 ," 4,781 "," 2,661 ", 260 , 53 , -   , 70 , 10 , 1 , -   , 1 , -   , -   , 98 , 3 , -   , 3 , 1 , 289 , 2 , 23 , 6 , 6 , 13 , 9 , -   , -   , 8 , 7 , -   ," 2,916 ", 37 , 242 , 49 , 16 , 105 , -   , 9 , 85 , 1 , -   , 37 , 148 , 704 , 9 , 3 , -   , -   , 75 , 5 , -   , 13 , -   , -   , -   , 10 , -   , 650 , 19 ," 1,566 "
 -   , -   , -   , -   , -   , -   , -   , 11 , -   , 36 , -   , -   , -   , -   , -   , -   , -   , 1 , 263 , 40 , -   , -   , 30 , -   , 2 , 5 , 3 , 7 , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , 2 , -   , 11 , -   , 8 , -   , -   , 1 , 2 , 20 , 9 , -   , -   , 22 , 1 , -   , 479 , -   ," 1,183 ", 635 , -   , 2 , 5 , 185 , -   , -   , -   , -   , -   , 79 , 5 , 1 , -   , -   , -   , 22 , 1 , 55 , 1 , -   , -   , 4 , -   , 1 , -   , 121 
 6 , 3 , 10 , 2 , 1 , 7 , 2 , -   , 2 , 1 , -   , 1 , -   , -   , -   , 3 , -   , 1 , 2 , -   , 13 , -   , 71 , -   , -   , 478 , 266 , 26 , 5 , -   , 7 , 1 , -   , -   , -   , -   , -   , 10 , -   , -   , -   , -   , 29 , -   , 2 , 1 , 1 , 1 , 1 , -   , -   , 1 , 1 , -   , 292 , 4 ," 1,574 ", 5 , 2 , 11 , 14 , 493 , 8 , -   , -   , 4 , 15 , 70 , 1 , -   , -   , -   , 7 , 1 , -   , 1 , -   , -   , -   , 1 , -   , 65 , 2 , 7 
 74 , 39 , 128 , 29 , 8 , 86 , 24 , 15 , 971 , 417 , 88 , 11 , -   , 1 , -   , 34 , 2 , 21 , 766 , 30 , 173 , 4 ," 16,814 ", 5 , 32 ," 6,254 "," 3,481 ", 368 , 70 , -   , 92 , 25 , 2 , 1 , 6 , 1 , 1 , 129 , 16 , -   , 18 , 1 , 417 , 3 , 31 , 10 , 23 , 231 , 102 , -   , 1 , 114 , 63 , 1 ," 113,898 ", 48 ," 13,872 ", 635 , 60 , 398 , -   , 12 ," 50,601 ", 476 , 5 , 53 , 194 ," 6,440 ", 605 , 80 , 49 , 1 ," 11,046 "," 2,139 ", 68 ," 5,466 ", 113 , -   , -   , 481 , -   , 851 , 27 ," 3,670 "
 1 , -   , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , 7 , -   , -   , 47 , 26 , 3 , 1 , -   , 1 , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , 3 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 29 , -   , 2 , -   , -   , 1 , -   , -   , 1 , -   , -   , -   , 1 , 7 , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 6 , -   ," 1,009 "
 17 , 11 , 39 , 8 , 3 , 20 , 7 , 5 , 613 , 70 , 97 , 3 , -   , -   , -   , 8 , -   , 10 , 204 , 134 , 41 , 1 , 266 , 1 , 24 ," 1,401 ", 780 , 104 , 16 , -   , 21 , 17 , 1 , -   , 3 , -   , -   , 32 , 33 , -   , 125 , 1 , 125 , 1 , 8 , 6 , 22 , 95 , 70 , -   , -   , 73 , 2 , -   , 855 , 11 ," 1,004 "," 2,386 "," 3,244 "," 21,919 ", 50 ," 1,713 "," 46,967 ", 441 , 30 , 12 , 44 , 525 , 5 , 56 , 1 , -   , 228 , 34 , 1 , 86 , 2 , -   , -   , 14 , -   , 191 , 6 , 407 
 -   , -   , -   , -   , -   , -   , -   , 1 , 331 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 12 , 13 , -   , -   , 1 , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 2 , -   , 1 , -   , -   , -   , -   , -   , 1 , 42 , 11 , -   , -   , 5 , 4 , -   ," 13,748 ", -   , 898 , 65 , 19 , 128 , -   , 3 , 417 , 4 , -   , -   , -   , 153 , 26 , 39 , 3 , -   , 195 , 38 , 1 , 97 , 2 , -   , -   , 9 , -   , -   , -   , 454 
 -   , -   , -   , -   , -   , -   , -   , 1 , 142 , 4 , 7 , -   , -   , -   , -   , -   , -   , 3 , 14 , 160 , 5 , -   , -   , -   , -   , -   , -   , 14 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 5 , -   , 9 , -   , 11 , -   , -   , 1 , 2 , 71 , 10 , -   , -   , 12 , 16 , -   ," 34,609 ", -   ," 1,340 ", 79 , 19 , 131 , -   , 2 ," 2,064 ", 19 , -   , 1 , -   , 267 , 20 , 30 , 2 , -   , 12 , 61 , 2 , 157 , 3 , -   , -   , 53 , -   , -   , -   , 228 
 -   , -   , -   , -   , -   , -   , -   , 26 ," 4,554 "," 1,153 ", 483 , 1 , -   , 2 , -   , 4 , -   , -   ," 1,338 "," 5,555 ", 3 , -   ," 44,048 ", 7 , 460 , -   , -   , 763 , 16 , 16 , 1 , 559 , 7 , 2 , 21 , 2 , 4 , 155 , 261 , 6 , 169 , 22 ," 1,614 ", 12 , 12 , 71 , 302 ," 4,774 "," 1,314 ", 5 , 6 ," 2,789 ", 834 , 18 ," 988,542 ", -   ," 227,338 "," 31,772 "," 1,643 "," 11,104 ", 68 ," 2,322 "," 41,027 ", 386 , 238 , 131 , 40 ," 436,596 "," 16,201 "," 3,285 ", 557 , 17 ," 74,183 "," 9,709 ", 308 ," 24,805 ", 513 , -   , -   ," 31,340 ", -   , 38 , 98 ," 10,712 "
 82 ," 14,067 ", -   , -   , 13 ," 3,987 "," 7,138 ", 10 ," 1,370 ", 369 , 448 , 16 , -   , 10 , -   , -   , -   , 259 ," 1,909 "," 6,656 ", 119 , 2 ," 20,948 ", 4 , 97 , -   , -   , 400 , 4 , 8 , -   ," 1,021 ", 9 , 3 , 27 , 3 , -   , 12 , 161 , 2 , 459 , 6 , 777 , 11 , 10 , 29 , 114 ," 3,035 ", 992 , 4 , 5 ," 1,845 ", 680 , 4 ," 371,440 ", -   ," 60,921 "," 2,847 ", 322 ," 2,177 ", 9 , 316 ," 6,493 ", 61 , 2 , 8 , 38 ," 16,982 "," 28,525 "," 1,945 ", 491 , 12 ," 42,846 "," 1,083 ", 34 ," 2,768 ", 57 , -   , -   , 970 , -   , 1 , 12 ," 3,268 "
 -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , 46 ," 1,848 "," 4,931 ", 244 , 5 , -   , -   , -   , -   , -   , 12 , -   , -   , -   , 52 , 4 , 1 , 10 , 1 , -   , 6 , 234 , -   , 29 , 3 , 70 , 1 , 1 , 4 , 35 ," 6,915 ", 169 , -   , 1 , 381 , -   , -   , -   , -   ," 35,431 "," 23,856 "," 1,403 "," 9,482 ", 8 , 267 ," 26,641 ", 250 , 3 , 12 , -   ," 43,513 "," 6,225 "," 25,301 ", 912 , 149 ," 11,780 "," 11,857 ", 377 ," 30,293 ", 627 , -   , -   , 313 , -   , -   , 8 ," 6,845 "
 -   , -   , -   , -   , -   , -   , -   , 1 , -   , 7 , -   , -   , -   , -   , -   , -   , -   , -   , 22 , -   , -   , -   , 517 , -   , 4 , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , 1 , 15 , 2 , -   , -   , 6 , 10 , -   ," 7,928 ", -   , 519 , 137 , 25 , 170 , 1 , 20 , 587 , 6 , -   , -   , -   , 261 , 91 , 33 , 9 , -   , 39 , 9 , -   , 23 , -   , -   , -   , 12 , -   , -   , -   , -   
 -   , -   , -   , -   , -   , -   , -   , -   , -   , 3 , 1 , -   , -   , -   , -   , -   , -   , -   , 3 , 8 , -   , -   , 11 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 11 , -   , -   , -   , 1 , -   , -   , 170 , -   , 67 , 40 , 3 , 18 , -   , 1 , 54 , 1 , -   , -   , -   , 74 , 12 , 40 , 2 , -   , 19 , 19 , 1 , 50 , 1 , -   , -   , 1 , -   , -   , -   , -   
 -   , -   , -   , -   , -   , -   , -   , -   , -   ," 3,594 ", -   , 2 , -   , 1 , -   , -   , -   , -   , -   , 5 , 24 , -   ," 35,514 ", 6 , 764 , -   , -   , 316 , -   , -   , -   , 209 , -   , -   , -   , -   , -   , 2 , 85 , 1 , 22 , 4 , 92 , -   , 10 , 21 , 236 , 287 , 368 , 4 , 13 ," 1,506 "," 1,101 ", 4 ," 389,443 ", -   ," 13,606 "," 20,803 ", 166 ," 1,122 ", 21 , 705 ," 7,433 ", 70 , 13 , 6 , 232 ," 41,933 "," 5,641 ", 689 , 199 , 19 ," 49,987 "," 10,932 ", 347 ," 27,930 ", 578 , -   , -   ," 18,910 ", -   , 21 , 26 , 19 
 -   , -   , -   , -   , -   , -   , -   , 22 ," 1,089 ", 84 , 300 , 1 , -   , 1 , -   , 26 , 1 , 130 ," 2,548 "," 2,810 ", 11 , -   ," 52,842 ", 9 , 35 , -   , -   , 51 , -   , -   , -   , 143 , 9 , 3 , 27 , 3 , -   , 1 , 101 , 1 , 244 , -   , 848 , -   , -   , -   , -   , -   , 446 , 9 , 9 ," 1,573 "," 2,555 ", 17 ," 168,070 ", -   ," 14,136 "," 7,956 "," 1,110 "," 7,499 ", 37 ," 1,277 "," 31,010 ", 291 , 43 , 32 , 32 , -   ," 1,240 ", 915 , 653 , 5 ," 34,618 "," 1,756 ", 56 ," 4,487 ", 93 , -   , -   ," 4,101 ", -   , 18 , 25 , 10 
 -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 10,593 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 520,572 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 15 
 -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 28,585 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 
 -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 77,463 ", -   , 577 , 57 , 386 , -   , 15 ," 4,002 ", 38 , -   , 19 , 7 ," 4,260 "," 2,853 ", 497 , 37 , 3 ," 67,070 "," 1,924 ", 61 ," 4,915 ", 102 , -   , -   , 995 , -   , 2 , 1 ," 2,803 "
 -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 4 , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , 1 , -   , 2 , 1 , 20 , 13 , -   , -   ," 1,129 ", -   , -   , -   , -   , -   , 222 , 12 , 82 , 3 , 90 , 527 , 5 , -   , 2 , -   ," 1,519 ", 558 , 89 , 57 , 1 , -   , 434 , 14 ," 1,109 ", 23 , -   , -   , 489 , -   , -   , -   ," 3,267 "
 -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 11 , -   , 1 , -   , 145 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , 3 , -   , 1 , 27 , -   , -   , -   , -   , 4 , 133 ," 8,551 ", 80 , 3 , 14 , 10 ," 27,109 "," 1,713 ", 369 , 198 , 3 , -   ," 4,148 ", 132 ," 10,597 ", 219 , -   , -   ," 41,345 ", -   , 52 , 3 ," 1,416 "
 -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 228 , 16 , -   , -   , -   , 3 , -   , -   , -   , -   , 10 , -   , -   , -   , -   , -   , -   , 232 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , 3 , -   , 1 , 29 , -   , -   , -   , -   , 2 , 82 , 811 , 8 , 6 , 5 , 3 ," 9,079 ", 155 , 31 , 41 , -   ," 1,728 ", 599 , 19 ," 1,531 ", 32 , -   , -   , 72 , -   , -   , 3 ," 2,081 "
 -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 69 , 2 , -   , -   , -   , 22 , -   ," 101,517 ", 17 , 280 , -   , -   ," 4,728 ", 4 , 1 , 1 ," 1,882 ", 7 , 2 , 19 , 2 , 1 , 1 , -   , -   , 2 , 14 , 1 , 5 , -   , -   , 1 , 24 , 13 , -   , -   , 5 , 58 , 2 , 11 , 519 , 1 , 1 , 3 , 3 , 4 , 146 ," 22,557 ", 212 , 65 , 83 , -   ," 109,802 "," 4,911 ", 486 , 757 , 1 ," 154,858 "," 35,704 "," 1,134 "," 91,218 "," 1,887 ", -   , -   , 207 , -   , 162 , 13 , -   
 -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 7 , 1 , -   , -   , 20 , 1 , -   , 2 , -   , -   , 18 , -   , -   , -   , -   , 69 , -   , -   , -   , 1 , 45 , -   , -   , -   , 7 , -   , -   , -   , 10 , 2 , -   , -   , -   , -   , -   , 145 , 1 , -   , -   , -   ," 3,518 ", 2 , 4 , -   , -   , 52 , 5 , -   , 14 , -   , -   , -   , 4 , -   , -   , 3 , 217 
 -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , 52 , 366 , 952 , -   , -   ," 6,141 ", 1 , 31 ," 196,890 "," 300,395 ", 18 , -   , -   , -   , 74 , 1 , -   , 4 , -   , -   , 2 , 3 , -   , 21 , -   , 35 , 1 , 1 , 2 , 16 , 24 , 25 , -   , -   , 17 , 7 , -   ," 11,915 "," 49,322 "," 5,209 "," 7,323 ", 28 , 187 , 1 , 30 , 250 , 2 , 2 , -   , -   ," 1,524 ", 73 , 32 , 9 , -   ," 1,173 ", 442 , 14 ," 1,128 ", 23 , -   , -   , 133 , -   , 1 , 1 ," 3,317 "
