 -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 223 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , 149 , 3 , 7 , -   , -   , 40 , 1 , -   , -   , -   , -   , -   , 245 , -   , -   , -   , 2 , 2 , 1 , 4 , -   , -   , 9 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , 7 , 5 , 63 , 426 , 1 , 25 , 117 , 1 , -   , 11 , 136 , 221 , -   , -   , -   , -   , -   , 1 , -   , 3 , -   , -   , -   , -   , -   , -   , 125 , -   
 -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 39 , 267 , -   , -   , 495 , 5 , -   , 8 , 8 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 397 , -   
 -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 37 , -   , -   , -   , 13 , -   , -   , -   , -   , 1 , 48 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 248 , 39 , 64 , 432 , 2 , 57 ," 1,452 ", 14 , 1 , 27 , 47 , -   , 152 , 10 , -   , -   ," 6,937 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , 507 , 587 
 -   , 2 , 7 , 1 , -   , 1 , 1 , 11 ," 2,013 ", 132 , 386 , 1 , -   , -   , -   , -   , -   , 5 , 270 , 295 , 1 , -   , 170 , -   , -   , -   , -   , -   , 1 , 1 , -   , 24 , -   , -   , -   , -   , -   , -   ," 2,095 ", 2 , 12 , -   , 105 , -   , 4 , -   , 12 , 156 , 114 , -   , 6 , 1 , 62 , -   ," 5,331 ", -   ," 1,406 "," 2,558 ", 51 , 343 , 2 , 52 , 782 , 7 , 11 , 28 ," 3,220 ", 295 , 23 , 5 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 21 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 3 , -   , -   , -   , 1 , -   , -   , -   , -   , 4 , 3 , -   , -   , -   , -   , -   , 10 , -   , 4 , 1 , 1 , 4 , -   , -   , 2 , -   , -   , -   , -   , 9 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 20 , -   , 1 , -   , -   , -   , -   , -   , -   , 16 , 8 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , 92 , -   , 286 , -   , -   , -   , 1 , 17 , 67 , -   , -   , 1 , 204 , -   , 495 , -   , 314 , 3 , -   , -   , -   , -   , 1 , -   , -   , -   , -   , 3 , -   , -   , -   , -   , 5 , -   , -   , -   , -   , -   , -   , 3 , -   , -   , -   , 235 
 18 , -   , -   , -   , -   , -   , -   , -   , 11 , 1 , 1 , 25 , -   , 5 , -   , 12 , -   , 7 , 11 , 18 , 9 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 14 , -   , -   , -   , -   , -   , 1 , 11 , -   , 14 , 3 , 13 , 1 , 3 , 1 , 19 , 19 , 29 , -   , 1 , 22 , 8 , -   , 854 , -   , 126 , 36 , 4 , 26 , -   , 4 , 12 , -   , -   , -   , 1 , 322 , 2 , 1 , -   , -   , 10 , 14 , -   , 36 , 1 , -   , -   , 86 , -   , 5 , -   , -   
 -   , -   , -   , -   , -   , -   , -   , -   , -   , 43 , -   , -   , -   , -   , -   , -   , -   , 1 , -   , 55 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 20 , -   , 2 , -   ," 1,255 ", -   , -   , -   , -   , -   , 18 , -   , -   , -   , -   , -   , -   , -   , 158 , 4 , 1 , 6 , -   , 1 , 1 , -   , -   , -   , 2 , 155 , 19 , 3 , -   , -   , 7 , 7 , -   , 17 , -   , -   , -   , 57 , -   , 1 , 9 , -   
 8 , -   , 2 , -   , 1 , 2 , -   , -   , 4 , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , 244 , -   , 71 , 3 , -   , 1 , -   , -   , 1 , -   , -   , -   , -   , 222 , 3 , 1 , -   , -   , 17 , 1 , -   , 3 , -   , -   , -   , -   , -   , 226 , -   , 17 
 -   , -   , -   , -   , -   , -   , -   , -   , 20 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , 41 , 9 , -   , -   , 1 , 10 , -   ," 7,928 ", -   , 68 , 90 , -   , -   , -   , -   , 152 , 1 , -   , -   , -   , 23 , 2 , -   , -   , -   , 5 , 1 , -   , 2 , -   , -   , -   , 3 , -   , -   , -   , -   
 -   , -   , 1 , -   , -   , -   , -   , 1 , 61 , 9 , 21 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 58 , -   , -   , 1 , -   , -   , 1 , 11 , -   , 33 , 1 , 22 , 1 , 1 , 56 , 15 , 120 , 36 , 7 , -   , 786 , 438 , 3 ," 8,634 ", -   ," 1,921 "," 5,109 ", 590 ," 3,984 ", 17 , 583 ," 9,290 ", 87 , -   , -   , 1 , 679 , 22 , 4 , 3 , -   , 117 , 45 , 1 , 114 , 2 , -   , -   , 73 , -   , -   , 1 , -   
 2 , 22 , 49 , 14 , 3 , 8 , 15 , -   , 6 , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , 2 , -   , -   , -   , 15 , 103 , 30 , -   , -   , -   , 48 , -   ," 32,249 ", -   , 18 , 35 , 1 , 5 , -   , 1 , 13 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 8 , -   , -   , -   , 125 
 -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 30 ," 91,131 ", 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 -   , -   , -   , -   , -   , -   , -   , -   , 7 , 5 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , 1 , 43 , -   , -   , -   , 1 , -   , 463 , 633 , 34 , 7 , 3 , 20 , -   , 3 , 2 , -   , -   , -   , -   , 14 , 1 , -   , -   , -   , 16 , 2 , -   , 5 , -   , -   , -   , 9 , -   , -   , -   , 82 
 -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , 3 ," 7,864 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
