188001.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11308.34,0.00,0.00,0.00,0.00,0.00,0.00,3807109.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.49,0.00,0.00,0.00,0.00,0.00
0.00,14402.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,923.02,5758.95,0.00,0.00,0.00,0.00,5.59,0.00,0.00,18995.91,347927.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4848.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,576.70,0.00,0.00,262.01,0.00,0.00
0.00,0.00,8743.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,292.65,346.20,0.00,10.00,0.00,0.00,45.68,0.00,3917.00,12554.15,14947.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,210.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10317.97,120.31,0.00,0.00,144.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,747.83,0.00,0.00,316.66,0.00,0.00
0.00,0.00,0.00,104857.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9161.92,2789.16,0.00,8.13,0.00,0.00,18749.00,0.00,0.00,22043.75,46786.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1255.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60679.35,963.82,0.00,0.00,1008.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6583.19,1397.07,0.00,6372.78,0.00,0.00
0.00,0.00,0.00,0.00,43073.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1424.92,0.00,2.91,0.00,0.00,64307.81,0.00,0.00,5348.84,5592.60,133407.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.21,11.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.94,31010.82,492.72,0.00,0.00,515.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3365.48,73.29,0.00,3255.68,0.00,0.00
0.00,0.00,0.00,0.00,0.00,15343.36,0.00,0.00,0.00,0.00,0.00,0.00,22.33,0.00,0.00,0.00,0.00,0.00,14406.43,0.00,13377.70,468.06,65780.76,6540.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3857.23,444.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1012.61,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,334661.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3349204.25,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,16742.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,97986.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,974.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13776.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25349.39,66190.11,0.00,7258.12,20182.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.89,117.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.98,0.00,0.00,0.00,0.00,0.00,5707.42,201.70,0.00,0.00,72.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,621.94,0.00,0.00,770.63,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86627.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7117395.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
