"6,437,812.90",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,353,034.39",294.99,"440,118.23","424,720.39",1.07,376.75,"6,866.48",0.00,0.00,1.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.28,0.00,0.18,"40,762,469.55",0.00,"8,546,275.66",0.00,0.00,"74,718.43",0.00,229.84,0.00,0.00,0.00,0.00,0.00,0.00,"3,663,335.61",0.00,0.00,"2,427.48","895,559.99",0.00,0.00,518.55,0.00,"576,501.31",0.00,0.00,0.00,104.96,0.00,0.00,0.00,"1,973.74","27,601.38",0.00,0.00,2.21,24.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"39,584.49",392.48,0.00
0.00,"424,014.22",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"47,975.13",4.37,"4,100.98","37,071.99",389.98,"3,129.22","66,763.68",0.00,43.73,196.83,0.00,0.00,0.00,"226,533.36",0.00,0.00,20.07,0.00,0.00,0.00,0.00,174.26,0.00,43.44,0.00,"5,552,064.79","22,253.17","960,084.51","41,527.84","223,791.04",880.43,"32,240.01",461.01,"1,080.93",0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"12,887.07","73,275.40",0.00,239.57,245.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"20,674.13",0.00,"1,236.14",168.47,0.00
0.00,0.00,"28,807.91",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,71.31,0.01,9.76,244.81,0.56,1.17,105.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,109.02,"4,550.10",246.41,134.28,0.00,0.00,0.00,"136,763.21",453.37,"24,882.64",195.11,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.68,"1,348.24",0.00,3.82,40.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,"627,683.06",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"30,538.14",3.09,"5,495.80","16,210.98",21.87,433.27,54.25,0.00,0.00,0.00,0.00,0.00,0.00,"5,220.19",0.00,0.00,0.00,0.00,0.00,721.32,"5,624.88","6,071.54",233.95,713.24,0.51,"5,127,542.74","53,916.05","2,730.32","384,900.16","34,483.21","4,773.95",199.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.93,10.76,0.00,0.00,0.03,0.00,"13,779.43","243,774.31",0.00,18.00,198.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"10,398.76",0.00,"2,192.99",7.06,0.00
0.00,0.00,0.00,0.00,"223,970.97",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"83,963.26",7.64,"8,816.03",1.63,16.08,140.81,489.18,10.01,0.00,0.00,0.00,0.00,0.00,"2,282.24",0.00,0.00,0.00,0.00,0.00,398.01,"9,189.87","53,677.39",0.00,17.26,0.00,"61,186.19",66.86,"5,455.58","265,646.93","1,544.74",249.58,"1,419.20",0.46,0.00,0.00,0.00,0.00,282.88,0.00,0.00,0.00,0.00,"20,877.79","17,899.70",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,413.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,10.32,545.84,"894,946.05",0.00,51.69,"2,570.70",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"269,439.72",0.00,"1,061.71",71.25,0.00
0.00,0.00,0.00,0.00,0.00,"2,472,049.82",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.94,0.08,33.08,282.26,0.00,2.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.50,44.44,213.34,0.00,0.00,0.00,"7,732,019.07",11.94,"41,232.57","2,006.26",488.03,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,706.14,"11,305.27",0.00,105.30,4.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.83,148.84,0.00
0.00,0.00,0.00,0.00,0.00,0.00,"7,470.97",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82.81,0.17,46.64,0.00,0.00,0.72,0.00,27.83,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,2.17,59.97,"5,358.51",0.00,0.00,0.00,"1,536.10",0.27,0.00,"2,134.77","22,999.59","235,773.34",0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.52,0.00,0.00,0.00,0.00,74.70,0.00,21.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.06,"1,759.78",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,310.51",63.64,0.00
0.00,0.00,0.00,2.90,278.36,0.00,1.62,21.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,450.01",0.36,1.85,89.49,0.01,434.02,0.00,0.00,0.00,0.00,4.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.38,17.79,"4,432.69",5.52,"1,781.19","1,771.38",0.00,"5,536.37",29.25,"2,165.34","1,812.34",6.01,388.04,0.82,265.69,329.94,0.00,0.00,0.00,"11,889.87",0.00,0.00,"1,521.20",0.00,"9,897.47",309.89,0.53,0.00,0.00,17.96,0.00,4.76,0.00,0.00,0.00,0.00,0.00,"1,231.63",305.58,0.00,0.00,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.84,0.11,0.00,0.00,0.00,0.00,0.00,3.87,15.14,0.00,143.54,171.31,0.00,0.00,0.00,0.00,0.00,0.00,"1,554.73",177.71,0.00,195.65,187.94,"1,091.19"
0.00,0.00,0.00,0.00,"1,190.76",0.00,0.00,0.00,"379,636.74",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"56,853.45",5.17,"5,474.24",0.00,22.39,0.00,0.00,20.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"179,181.86","594,575.58",0.00,0.00,0.00,"508,743.65","52,378.15",0.00,"617,313.49",303.99,"1,086,857.04",580.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"178,305.39",0.00,0.00,0.00,"65,258.02",0.00,0.00,0.00,0.00,0.00,0.00,0.00,550.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"267,537.51","1,773,523.01",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,019,425.77",0.00,"2,285.40",0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"16,787.45",0.00,0.00,0.00,25.25,5.79,10.44,343.62,0.50,36.57,"4,005.22",0.04,9.91,"3,922.63",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,165.71,0.00,47.56,"47,121.01",6.44,"3,145.95",721.89,4.46,928.19,189.19,83.35,"2,034.93",81.15,6.29,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"188,410.71","181,892.84",0.00,"34,527.76",0.00,13.94,0.00,0.00,0.00,0.80,0.02,0.00,0.00,0.00,199.05,2.76,0.00,0.00,55.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,856.26",2.08,0.00,"1,755.21",0.00,0.25,0.00,73.86,"1,923.23",0.00,28.16,132.04,0.00,0.00,0.00,0.00,0.02,0.00,"10,380.72",624.76,"9,824.94",166.54,"1,519.13",708.01
