"326,473 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"10,474 ",0 ,"1,033 ",226 ,"3,324 ",587 ,0 ,0 ,0 ,0 ,0 ,"1,879,750 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,574 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,325 ",0 ,443 ,0 ,0 ,440 ,"1,231 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,106 ,26 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"8,466 ",399 
0 ,"59,322 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"4,576 ","2,547 ","22,186 ",0 ,"1,632 ",164 ,0 ,0 ,0 ,63 ,"2,680 ",0 ,0 ,157 ,"3,204 ",0 ,0 ,0 ,"9,029 ",0 ,"131,221 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,638 ,"7,023 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,229 ","3,248 ","5,402 ",548 
0 ,0 ,"75,749 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"4,361 ","1,235 ","3,380 ",0 ,86 ,0 ,0 ,0 ,0 ,"1,121 ",0 ,0 ,0 ,"9,539 ",871 ,0 ,0 ,0 ,0 ,0 ,"136,249 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,267 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,362 ,0 ,0 ,927 ,"53,112 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"13,011 ","16,827 ","3,776 "
0 ,0 ,0 ,"27,186 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,144 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"3,084 ",0 ,0 ,0 ,"16,253 ",0 ,0 ,"56,036 ",0 ,0 ,"30,121 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,25 ,0 ,0 ,80 ,"5,390 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"3,421 ",325 ,472 
0 ,0 ,0 ,0 ,"5,089 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,173 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,99 ,11 ,0 ,0 ,0 ,87 ,0 ,"130,014 ","8,839 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,6 ,724 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,29 
0 ,0 ,0 ,0 ,0 ,"10,565 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,94 ,"2,497 ",0 ,0 ,0 ,36 ,0 ,"15,936 ",399 ,0 ,0 ,157 ,"2,636 ","2,099 ",0 ,32 ,0 ,0 ,"1,307 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,197 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,874 ,0 ,0 ,"2,184 ","43,488 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,026 ","59,143 ","1,746 ","8,679 "
0 ,0 ,0 ,0 ,0 ,118 ,"7,242 ",0 ,0 ,0 ,0 ,0 ,355 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"18,145 ",0 ,0 ,"6,133 ",0 ,"12,709 ",0 ,9 ,"2,299 ",0 ,0 ,"27,775 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,87 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,155 ,189 ,0 ,0 ,0 ,0 ,"7,251 ","32,982 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"29,239 ","84,718 ","10,742 ","6,720 "
217 ,0 ,0 ,318 ,0 ,16 ,0 ,"13,458 ",0 ,251 ,0 ,158 ,528 ,586 ,0 ,36 ,0 ,0 ,0 ,0 ,0 ,0 ,333 ,0 ,172 ,237 ,"9,584 ","2,568 ","20,367 ","3,601 ",432 ,"1,257 ","48,880 ",0 ,"5,916 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"5,150 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,77 ,0 ,0 ,0 ,0 ,0 ,"1,041 ",0 ,0 ,17 ,0 ,0 ,100 ,"10,927 ","4,867 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"3,015 ",0 ,"3,290 ",0 ,"45,950 "
0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,0 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"6,215 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,928 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,987 ,"4,573 ",0 ,"2,239 ",10 ,"1,701 ",0 ,"7,197 ",0 ,0 ,0 ,46 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,57 ,0 ,0 ,0 ,0 ,0 ,35 ,8 ,0 ,20 ,0 ,0 ,10 ,"3,363 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,282 ,65 ,39 
