"1,290,514.07 ","8,144.07 ",0.00 ,"340,069.07 ",0.00 ,"2,363,745.07 ","2,363,745.07 "
"747,491.18 ","1,145.15 ",431.21 ,327.12 ,"9,589.06 ","190,455.91 ","200,044.97 "
"53,337.67 ",57.11 ,"27,518.79 ","28,817.10 ","25,940.04 ","13,203.02 ","39,143.06 "
"901,538.02 ",777.76 ,"589,068.59 ","227,418.51 ","1,782,754.92 ","4,138,941.16 ","5,921,696.08 "
618.32 ,0.00 ,0.00 ,(374.92),0.00 ,218.05 ,218.05 
"2,812.26 ",0.00 ,0.00 ,"(5,278.45)","4,351.41 ","7,534.14 ","11,885.55 "
"546,555.10 ",43.12 ,0.00 ,"119,353.41 ","5,947.90 ","5,574.69 ","11,522.60 "
0.00 ,0.00 ,8.78 ,7.76 ,0.00 ,"48,792.78 ","48,792.78 "
0.00 ,0.00 ,54.50 ,70.40 ,0.00 ,"54,156.60 ","54,156.60 "
66.42 ,0.00 ,0.00 ,"1,484.94 ",0.00 ,"66,265.22 ","66,265.22 "
"68,327.14 ","2,163.50 ",0.00 ,336.69 ,"1,322,766.38 ","492,113.95 ","1,814,880.33 "
"11,455,313.99 ","1,762.26 ",0.00 ,"87,750.05 ","1,937,607.23 ","2,129,807.09 ","4,067,414.32 "
"713,087.20 ","1,279.00 ","3,482.16 ","(16,095.13)","8,418,133.71 ","3,435,058.09 ","11,853,191.79 "
"1,035,226.26 ","9,848.60 ",0.00 ,"67,698.02 ","4,163,775.60 ","979,111.73 ","5,142,887.33 "
"2,297.85 ",246.34 ,2.13 ,254.14 ,"301,628.73 ","171,980.49 ","473,609.22 "
"808,993.83 ",878.70 ,"2,046.46 ","1,593,904.20 ","12,909,696.20 ","5,511,676.40 ","18,421,372.60 "
"41,390.22 ",175.11 ,"6,909.27 ",922.23 ,"1,141,558.28 ","123,186.22 ","1,264,744.50 "
"260,753.59 ","30,923.39 ",0.00 ,"65,266.44 ","4,765,813.66 ","2,169,775.76 ","6,935,589.43 "
"13,226.92 ",278.36 ,4.28 ,"4,620.91 ","10,250.57 ","94,923.52 ","105,174.09 "
"458,428.02 ","8,071.16 ",0.00 ,"65,233.67 ","13,610,612.64 ","30,332,766.72 ","43,943,379.37 "
"466,523.21 ","11,697.68 ",0.00 ,"5,448.59 ","1,362.57 ","8,427.50 ","9,790.08 "
"745,288.52 ",63.80 ,0.00 ,117.19 ,"1,895,626.02 ","4,775,921.49 ","6,671,547.51 "
"983,130.10 ","4,537.31 ","27,843.42 ","3,922.24 ","2,077,486.12 ","1,176,423.48 ","3,253,909.59 "
"153,849.44 ","2,423.50 ","3,429.19 ","368,541.34 ","1,315,213.84 ","3,359,044.06 ","4,674,257.89 "
0.00 ,0.00 ,0.00 ,"4,079.09 ","609,247.86 ","8,629,488.08 ","9,238,735.94 "
0.00 ,0.00 ,0.00 ,"2,928,166.65 ","2,544,263.33 ","21,011,418.84 ","23,555,682.17 "
0.00 ,0.00 ,0.00 ,"10,361.83 ","1,247,660.85 ","629,905.26 ","1,877,566.11 "
545.56 ,0.00 ,0.00 ,48.98 ,"43,671.68 ","6,718.80 ","50,390.48 "
"753,133.26 ","59,569.68 ","725,511.55 ","43,326.42 ","395,603.49 ","10,791,628.05 ","11,187,231.54 "
"4,114,393.55 ","27,520.76 ","1,790,894.33 ","243,820.83 ","47,210.67 ","3,744,735.05 ","3,791,945.71 "
"3,549.63 ",488.11 ,"424,931.24 ","5,890.51 ","1,096,922.34 ","377,433.75 ","1,474,356.09 "
"656,379.99 ","2,105.69 ","3,958,513.25 ","54,803.94 ","758,304.46 ","3,410,571.56 ","4,168,876.02 "
"590,439.91 ","5,600.63 ","11,754.58 ","(2,695.28)","358,378.09 ","106,591.64 ","464,969.73 "
"474,231.18 ","14,961.18 ","10,370.19 ","22,515.84 ","140,132.84 ","74,642.64 ","214,775.48 "
"1,960,333.29 ","77,346.32 ",0.00 ,0.00 ,0.00 ,"1,662,164.43 ","1,662,164.43 "
"253,322.25 ","2,037.60 ",0.00 ,"4,516.45 ",0.00 ,"4,329,848.75 ","4,329,848.75 "
"263,311.52 ",509.49 ,0.00 ,"59,818.81 ",0.00 ,"180,750.20 ","180,750.20 "
