7374762,0,0,1301191,0
2658065,0,0,23034,22978
1110181,0,43279,35204,3944567
3115894,0,20836,23675,83
0,0,0,3299,0
79550,0,0,18373,23913
7127157,0,0,51755,1406383
0,0,331662,23456,4100555
0,0,0,0,0
0,0,11676,167,44215
13357,0,0,8688,1177
9907,0,0,-5360,0
18685561,0,0,711297,5309776
538,0,0,0,0
93777,0,15,-5422,19607
0,0,0,0,0
103616,0,367,-118131,423036
17493,0,0,206,5677
630980,0,0,-103126,155260
883028,0,0,20738,654434
42566,0,0,-71879,7873
0,0,0,1782,0
17797,0,3,73,844
96420,0,54641,-18174,0
46058,0,7766,2,0
187294,0,3482,2634,769
564,0,0,17,0
880155,0,0,0,0
998,0,0,0,0
43448,0,0,0,0
0,0,9962130,0,0
0,0,14786974,0,0
0,0,5577007,0,0
9408117,0,35340,114196,2531672
136905,0,0,0,0
5708155,0,0,0,134906
194484,0,0,0,115686
676529,0,0,0,175486
18878,0,0,0,61143
46301,0,0,0,191098
45914,0,0,0,14752
2184033,0,0,0,63291
4820528,0,0,0,71981
766465,0,0,0,5814
163823,0,0,0,0
287667,0,0,0,576
12,0,0,0,0
2486259,0,0,0,62437
68242,0,0,0,6019
2034101,6455959,0,0,37403
2099805,3491684,0,0,0
2109162,1583995,0,0,22865
800012,1078291,0,0,0
