Padi
Jagung
Kacang-kacangan
Umbi-umbian
Sayur dan buah-buahan
Tanaman bahan makanan lainnya
Jambu mete
Kelapa
Tembakau
Kopi  dan kakao
Panili
Cengkeh
Kapuk/kapas
Perkebunan lain
Pertanian lainnya & jasa pertanian
Peternak dan hasilnya
Pemotongan hewan
Unggas & hasil-hasilnya
Kayu hasil hutan
Hasil hutan lainnya
Perikanan
Pertambangan & pengalian
Ind makanan & minuman
Ind minyak &  lemak
Ind penggilingan padi
Ind makanan dari tepung
Ind gula
Ind makanan lainnya
Ind rokok &  tembakau
Ind tektil & kulit
Ind barang dari kayu dan rotan
Ind kertas dan barang cetakan
"Ind pupuk, kimia & pengilangan"
Ind semen dan sejenisnya
Ind barang dari logam
"Ind angkutan, mesin dan peralatannya"
Industri lainnya
Listrik dan air bersih
Bangunan
Perdagangan
H o t e l
Restoran
Angk. darat dan rel
"Angk. laut, sungai & penyeberangan"
Angk. udara
Jasa penunjang angkutan
Komunikasi
Bank & lembaga keuangan lainnya
Real estat & jasa perusahaan
Pemerintahan
Jasa pemerintah lainnya
Jasa sosial kemasyarakatan
Jasa Hiburan dan rekreasi
Jasa Perorangan RT & Lainnya
Barang & jasa yg tdk termasuk dimanapun
