"36,507.70 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,377.82 ,11.73 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"363,759.97 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.39 ,0.00 ,0.63 
0.00 ,"2,810.53 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,47.91 ,328.07 ,0.00 ,0.00 ,981.64 ,0.00 ,0.00 ,0.00 ,0.00 ,"8,998.86 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,51.46 ,7.25 ,0.00 ,0.00 ,0.00 ,11.29 ,0.00 ,0.41 
0.00 ,0.00 ,"17,594.80 ",0.00 ,0.00 ,0.00 ,0.00 ,120.24 ,329.58 ,0.00 ,0.00 ,267.48 ,0.00 ,0.00 ,0.00 ,0.00 ,"19,131.73 ",0.02 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,149.43 ",101.96 ,0.00 ,0.00 ,0.00 ,188.17 ,0.99 ,22.79 
0.00 ,0.00 ,0.00 ,"6,745.22 ",0.00 ,0.00 ,0.00 ,20.59 ,59.47 ,0.00 ,0.00 ,71.55 ,0.00 ,0.00 ,0.00 ,0.00 ,498.84 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"2,089.66 ",0.00 ,0.00 ,0.00 ,0.00 ,84.84 ,3.62 ,11.79 
0.00 ,0.00 ,0.00 ,0.00 ,155.31 ,0.00 ,0.00 ,26.38 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"10,168.33 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.23 ,29.84 ,15.33 ,0.04 ,0.02 ,0.00 ,0.00 ,0.00 ,0.00 
0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"16,609.34 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"3,460.31 ",1.82 ,0.00 ,4.96 ,0.00 ,0.00 ,0.00 ,0.00 ,226.23 ,36.74 ,0.00 ,0.00 ,0.00 ,8.74 ,0.00 ,0.49 
0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,156.36 ,21.28 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"7,047.56 ",116.83 ,0.00 ,6.94 ,0.00 ,0.00 ,0.00 ,0.00 ,107.13 ,14.10 ,0.03 ,0.01 ,0.00 ,12.02 ,0.00 ,0.00 
592.44 ,"1,072.43 ","4,886.77 ","1,808.17 ",0.00 ,"15,113.59 ",57.19 ,"20,008.81 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"3,356.22 ",104.85 ,0.00 ,5.12 ,0.00 ,0.00 ,0.00 ,0.00 ,"16,461.59 ","5,422.63 ",0.00 ,0.00 ,0.00 ,328.44 ,2.12 ,35.12 
0.00 ,26.22 ,580.93 ,439.35 ,0.00 ,"4,404.59 ",0.00 ,"7,493.65 ","2,560.70 ",0.00 ,0.00 ,793.07 ,0.00 ,0.00 ,0.00 ,0.00 ,"2,299.83 ",0.00 ,0.00 ,13.88 ,0.00 ,0.00 ,0.00 ,0.00 ,"12,660.88 ","3,659.42 ",0.00 ,0.00 ,0.00 ,129.72 ,0.00 ,0.00 
0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,50.73 ,7.52 ,0.00 ,63.13 ,"1,685.14 ",0.00 ,0.00 ,142.50 ,0.00 ,9.45 ,"17,097.26 ",0.00 ,3.02 ,0.00 ,0.00 ,"20,993.25 ",0.00 ,26.13 ,0.00 ,0.00 ,0.00 ,0.00 ,3.68 ,0.00 ,0.00 
13.24 ,34.26 ,483.93 ,35.55 ,188.09 ,"2,124.71 ",126.98 ,0.00 ,0.00 ,62.98 ,82.13 ,"2,030.91 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"6,669.01 ",0.00 ,9.21 ,0.00 ,0.00 ,563.50 ,0.00 ,73.93 ,0.00 ,0.00 ,0.00 ,0.00 ,0.09 ,1.19 ,33.37 
0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"55,900.33 ",0.00 ,0.00 ,0.00 ,0.00 ,"180,294.66 ",0.00 ,0.00 ,3.05 ,0.00 ,0.00 ,0.00 ,0.00 ,837.44 ,102.24 ,0.00 ,0.00 ,0.00 ,33.67 ,0.00 ,0.00 
0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"250,433.52 ",581.01 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,233.12 ,0.00 ,0.00 ,0.00 ,0.00 ,"3,695.77 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"2,524.16 ",473.32 ,183.46 ,0.00 ,138.23 ,"4,368.20 ","7,880.91 ",27.71 ,0.00 ,0.00 ,"166,039.41 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,29.94 ,0.00 ,0.00 
90.46 ,46.28 ,326.58 ,125.49 ,288.18 ,"8,441.80 ",142.61 ,"1,031.26 ",800.62 ,"2,326.91 ","1,622.92 ","50,124.84 ","77,471.81 ","1,880.42 ","2,000.63 ",0.00 ,"1,591.54 ","3,640.19 ","80,603.14 ","2,177.51 ","29,255.49 ",770.14 ,"79,682.86 ","27,802.42 ",421.69 ,"127,283.94 ",131.98 ,779.95 ,"27,970.04 ",174.83 ,28.34 ,132.09 
0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"3,225.34 ","25,506.20 ",0.00 ,0.00 ,"185,101.90 ",0.00 ,0.00 ,0.00 ,0.00 ,"2,476.22 ",234.32 ,0.00 ,0.53 ,0.00 ,0.00 ,0.00 ,"36,900.52 ","12,227.01 ","19,170.09 ",777.83 ,509.53 ,0.00 ,"1,063.54 ",14.95 ,346.68 
"4,924.53 ","6,482.88 ","13,985.56 ","2,012.81 ","5,791.45 ","38,530.66 ","5,530.14 ",116.67 ,"1,118.78 ",207.08 ,459.76 ,"21,784.74 ",194.34 ,530.00 ,"1,393.95 ",0.00 ,"2,900.84 ","20,119.04 ","2,485.82 ","2,012.83 ","3,595.03 ",240.06 ,"306,304.96 ","45,299.44 ","1,633.39 ","35,122.52 ","4,855.92 ","4,579.83 ","16,232.73 ","3,060.54 ",317.56 ,"4,524.03 "
0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"5,000.23 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
366.71 ,341.30 ,"2,711.12 ",383.96 ,"1,049.15 ","12,411.31 ","2,979.15 ",203.36 ,974.21 ,"2,904.00 ","2,843.68 ","78,946.53 ","4,071.86 ",504.24 ,"3,940.51 ",0.00 ,"1,434.58 ","2,561.42 ",0.00 ,934.40 ,"19,620.01 ",935.87 ,"517,078.83 ","55,565.66 ",508.51 ,"58,093.39 ","2,225.39 ","12,378.11 ","103,156.08 ","2,107.07 ",422.38 ,"12,474.13 "
0.00 ,0.00 ,0.00 ,0.00 ,61.10 ,546.98 ,405.95 ,341.18 ,290.59 ,111.64 ,624.98 ,"3,211.61 ",592.21 ,17.10 ,527.48 ,0.00 ,"1,749.46 ","1,261.27 ","45,786.81 ",188.59 ,"2,772.75 ",534.15 ,"1,584.72 ","6,145.80 ","1,315.50 ","8,523.16 ",733.49 ,520.82 ,"16,589.17 ",195.10 ,28.45 ,134.35 
0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3.69 ,0.00 ,19.61 ,0.00 ,0.00 ,0.00 ,52.93 ,0.00 ,0.00 ,0.00 ,890.81 ,163.60 ,91.46 ,0.38 ,163.41 ,325.64 ,59.98 ,96.14 ,438.50 ,513.13 ,22.43 ,60.65 ,481.51 ,25.55 ,5.62 ,94.94 
"1,481.07 ",461.82 ,966.43 ,350.35 ,"1,151.42 ","7,136.03 ","1,444.41 ",118.49 ,300.05 ,612.84 ,"3,755.16 ","9,470.37 ","1,951.10 ",247.55 ,"1,575.43 ",0.00 ,"1,006.53 ",282.68 ,"16,995.55 ",70.00 ,"5,363.36 ",858.90 ,"2,544.19 ","15,055.56 ",931.98 ,"22,170.79 ","1,735.70 ","6,915.72 ","84,174.57 ",522.13 ,13.06 ,293.09 
"3,138.65 ","1,221.72 ","4,433.89 ","1,146.90 ","1,875.82 ","2,957.45 ","6,959.34 ","3,522.96 ","3,391.78 ","1,781.85 ","2,506.33 ","220,139.91 ","6,177.54 ",695.11 ,"3,037.23 ",0.00 ,570.29 ,"20,901.92 ","72,325.50 ","8,125.09 ","34,779.32 ","1,157.15 ","388,284.65 ","76,788.33 ","1,091.26 ","227,503.77 ","13,907.61 ","3,627.12 ","212,311.37 ","1,135.29 ",28.29 ,"5,575.09 "
0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,98.80 ,0.00 ,0.00 ,0.00 ,784.67 ,75.44 ,"5,049.01 ",20.80 ,33.98 ,0.00 ,"2,058.53 ","5,551.94 ",24.42 ,"22,020.61 ","1,304.52 ",607.74 ,"11,033.97 ",81.83 ,15.49 ,336.54 
"1,261.23 ",759.17 ,"3,503.65 ","1,334.68 ","1,589.24 ","12,069.31 ","4,435.49 ","3,065.62 ","1,519.59 ","1,902.07 ","2,287.41 ","33,468.44 ","5,996.80 ",897.70 ,"5,192.75 ",0.00 ,"5,112.46 ","11,170.37 ","89,979.87 ","6,747.08 ","13,795.65 ",437.45 ,"127,792.04 ","89,579.22 ","4,287.27 ","260,189.45 ","4,182.08 ","10,160.65 ","120,849.19 ","1,575.16 ",134.72 ,"3,674.48 "
"1,127.56 ","1,363.44 ","3,465.23 ",338.08 ,834.09 ,"3,153.96 ","1,875.94 ",495.26 ,233.34 ,"1,035.40 ","1,640.29 ","9,111.49 ","1,543.70 ",217.46 ,"1,170.26 ",0.00 ,785.17 ,"3,231.74 ","5,839.65 ",24.05 ,"5,424.18 ",90.80 ,"16,728.56 ","8,253.46 ",360.60 ,"28,347.32 ","4,110.56 ","6,579.00 ","10,900.49 ",373.14 ,11.84 ,774.67 
410.70 ,338.66 ,181.41 ,109.26 ,283.95 ,"2,027.30 ",687.19 ,240.37 ,150.52 ,"1,085.91 ","2,456.26 ","4,845.96 ","1,335.55 ",409.04 ,"2,351.82 ",0.00 ,817.61 ,"1,747.56 ","20,743.84 ",85.44 ,"8,154.68 ",393.36 ,"88,151.94 ","37,526.97 ","1,062.16 ","57,365.07 ","3,626.76 ","3,343.48 ","35,938.38 ",499.14 ,118.57 ,"2,034.63 "
0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
0.00 ,0.00 ,11.86 ,26.46 ,61.48 ,824.06 ,13.96 ,32.61 ,16.40 ,0.00 ,0.00 ,34.59 ,2.25 ,15.69 ,6.97 ,0.00 ,20.60 ,23.52 ,0.00 ,3.00 ,15.75 ,14.19 ,14.38 ,39.23 ,33.85 ,106.33 ,4.94 ,13.53 ,326.73 ,64.69 ,13.72 ,52.14 
0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,45.09 ,18.23 ,35.10 ,3.76 ,6.33 ,493.23 ,82.83 ,57.62 ,131.32 
368.18 ,351.72 ,"2,329.69 ",162.83 ,358.01 ,"12,278.43 ",843.46 ,58.99 ,296.78 ,"1,108.47 ","5,333.85 ","2,677.06 ",412.75 ,372.62 ,"2,071.43 ",0.00 ,210.65 ,660.20 ,0.00 ,629.38 ,890.94 ,86.34 ,"1,698.63 ","7,007.94 ",248.24 ,"9,389.65 ",555.35 ,"1,960.30 ","7,904.69 ",201.10 ,22.08 ,"1,806.68 "
