0.00 ,0.00 ,0.00 ,"106,221.81 ",0.00 ,0.00 
"122,112.81 ",0.00 ,0.00 ,"1,963.11 ",0.00 ,0.00 
"651,955.46 ",0.00 ,0.00 ,"1,091.63 ",0.00 ,"1,769.11 "
"227,579.69 ",0.00 ,0.00 ,0.00 ,0.00 ,16.73 
"207,612.93 ",0.00 ,0.00 ,760.68 ,0.00 ,"84,047.37 "
"19,538.81 ",0.00 ,0.00 ,"327,312.39 ",0.00 ,"974,808.92 "
"343,988.46 ",0.00 ,0.00 ,"7,482.35 ",0.00 ,"74,841.20 "
"404,419.81 ",0.00 ,"2,670.80 ","7,604.45 ",0.00 ,"5,901.98 "
"540,441.52 ",0.00 ,0.00 ,"1,341.39 ",0.00 ,0.00 
"50,429.02 ",0.00 ,0.00 ,"(1,028.89)",0.00 ,"3,177.80 "
"153,339.58 ",0.00 ,0.00 ,(563.15),0.00 ,"1,657.45 "
"1,302,829.16 ",0.00 ,0.00 ,0.00 ,"1,062,327.23 ","4,728.06 "
0.00 ,0.00 ,0.00 ,"13,324.75 ","250,285.46 ",0.00 
0.00 ,0.00 ,0.00 ,"11,570.61 ",0.00 ,0.00 
"39,352.23 ",0.00 ,0.00 ,281.85 ,0.00 ,0.00 
"115,154.27 ",0.00 ,0.00 ,"1,450.59 ",0.00 ,0.00 
"793,042.52 ",0.00 ,0.00 ,605.10 ,"633,567.67 ",228.89 
"775,116.46 ",0.00 ,"13,269.40 ",272.96 ,"16,848.10 ","4,108.74 "
0.00 ,0.00 ,0.00 ,"12,123.43 ","1,215,547.01 ",0.00 
"167,589.39 ",0.00 ,"571,876.54 ",(625.05),"48,261.07 ",0.00 
"175,245.43 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 
"10,909.10 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 
0.00 ,0.00 ,"2,564,307.86 ",0.00 ,0.00 ,0.00 
"1,161,396.65 ",0.00 ,"66,452.70 ",0.00 ,0.00 ,0.00 
"60,676.28 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 
"873,624.25 ",0.00 ,"344,033.73 ",0.00 ,0.00 ,0.00 
"307,279.32 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 
"195,510.14 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 
"2,722.67 ","2,525,022.69 ",0.00 ,0.00 ,0.00 ,0.00 
"1,241.18 ","29,923.74 ",0.00 ,0.00 ,0.00 ,0.00 
"1,968.24 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 
"67,605.39 ",0.00 ,"35,581.15 ",0.00 ,0.00 ,0.00 
