 -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , 17.36 , 45.39 , -    , -    , -    , -    , -    , -    , -    , -    , -    ," 7,004.87 ", -    , -    , -    , -    , -    ," 47,418.01 "," 13,368.30 ", 9.22 , -    , -    , -    , -    , -    , 17.79 , 0.04 , -    , -    , -    , -    , -    , -    ," 26,792.72 ", 31.45 , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," 4,314.63 ", 1.58 , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , 10.97 , -    , -    , -    , -    , -    
 -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , 116.87 , 847.60 , -    , -    , -    , -    , 2.85 , 1.78 , 12.57 , 0.45 ," 1,637.69 "," 17,111.00 ", 0.15 , 0.54 , 10.53 , 548.96 ," 4,048.31 ", 16.22 , 27.67 , 3.06 , 293.59 , 15.57 , 66.70 , -    , 85.74 ," 15,581.66 "," 220,988.20 ", 6.76 ," 11,637.88 ", 202.66 ," 5,238.10 "," 1,307.67 "," 2,832.30 "," 3,866.14 ", 28.67 , 28.94 , 5.40 ," 42,273.02 ", -    , -    , 303.26 , -    , -    , 767.91 , 177.11 , -    , -    , -    , -    , -    , -    , -    , -    ," 3,759.98 "," 1,567.90 ", -    , -    , -    , -    
 -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , 683.46 , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , 454.62 , -    , 307.39 , 202.82 , -    , -    , 830.81 ," 456,710.74 "," 37,408.52 "," 22,683.26 ", -    , 128.23 , 124.40 , -    ," 20,779.18 ", -    , -    ," 2,008,732.71 "," 3,832,527.15 ", -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    
 -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , 17.49 ," 4,649.22 ", -    , -    , -    ," 10,159.13 ", -    , -    , -    , -    ," 486,969.94 ", 510.34 , -    , 41.86 ," 89,185.63 ", 721.14 ," 176,469.33 "," 43,715.79 "," 218,139.34 ", 75.81 ," 29,316.68 ", -    , -    , 417.16 , 0.41 , 6.73 , 221.51 ," 1,283,792.53 ", -    , -    , -    , -    ," 1,501.91 ", 4.68 , -    , 5.11 , 0.18 , 0.02 , -    , -    , -    , 0.76 , 0.01 , -    ," 2,688.77 ", -    , -    , -    , -    , -    ," 138,995.90 "," 1,455,565.78 ", -    , -    ," 13,291.36 ", -    , -    , -    , -    , -    , -    ," 132,499.22 ", -    ," 16,954.10 "," 3,384.67 ", -    , -    
 -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," 3,480.76 "," 12,768.65 ", 283.52 , -    , -    , 0.29 , 2.49 , -    , -    , -    , -    ," 76,543.19 "," 6,818,321.74 ", -    , 303.82 ," 58,860.55 ", -    ," 335,225.44 "," 91,052.25 "," 98,796.41 ", 21.67 , 6.69 , -    , -    , -    , -    , -    , -    , -    , 661.61 , 0.01 , -    , -    ," 19,066.76 ", 263.66 , -    , 0.01 , -    , -    , -    , -    , -    , -    , -    , -    , 29.00 , -    , -    , -    , -    ," 5,714.51 "," 22,369.15 "," 112,817.29 ", -    , -    ," 1,235.82 ", -    , -    , -    , -    , -    , -    ," 5,636.17 ", -    , 162.22 , 121.82 , 47.86 , -    
 -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," 5,864.76 "," 85,295.26 ", -    , -    , -    ," 16,554.97 ", 85.84 , -    , -    , -    , 33.84 , -    ," 2,554,950.73 "," 587,698.39 "," 80,965.70 ", -    ," 452,866.97 "," 127,674.27 "," 198,974.47 ", -    , 430.19 , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," 134,359.83 ", -    , -    , -    , -    , 241.88 , -    , 0.95 , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," 226,058.40 "," 2,196,193.74 ", -    , -    ," 21,853.66 ", -    , -    , -    , -    , -    , -    ," 549,558.51 ", -    ," 187,963.13 ", -    , -    , -    
 -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , 81.66 , -    , -    , -    , -    , 1.60 , -    , -    , -    , -    ," 22,251.82 ", 593.97 , -    ," 13,963.21 "," 2,185,107.95 "," 2,677.45 "," 373,431.67 "," 101,974.59 "," 328,499.63 "," 535,445.33 "," 8,312.41 ", 371.28 , 498.05 ," 27,748.52 "," 258,712.33 ", 711.90 ," 2,950.05 ", 28.75 ," 61,517.10 "," 1,031.21 "," 11,033.12 "," 3,049.60 "," 1,828.73 "," 1,000.05 ", -    , 26.93 , -    , -    , -    , -    , -    , -    , -    , -    ," 1,591.50 ", -    , -    , -    , -    ," 27,623.22 "," 20,008.28 "," 408,251.03 ", -    , -    ," 6,825.52 ", -    , -    , -    , -    , -    , -    ," 25,487.04 ", -    ," 2,097.67 ", -    ," 2,394.00 ", -    
 -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , 322.89 , -    , -    , 81.87 ," 7,707.22 ", -    ," 1,346.06 ", 340.53 , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," 16,989.90 "," 27,829.18 "," 428,161.31 ", -    , -    ," 31,058.18 ", -    , 318.59 ," 1,316.08 ", -    , -    , -    ," 35,212.37 ", -    , 355.11 , -    , -    , -    
 -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," 1,479.75 ", -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," 312,954.66 "," 6,095.84 ", 209.72 , -    , 322.31 ," 53,970.07 ", -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , 12.81 , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," 17,548.50 "," 704,944.83 ", 546.33 , -    ," 3,782.38 ", 137.67 , -    , -    , -    , -    , -    ," 1,195.67 ", -    , 107.35 , -    , -    , -    
 -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , 696.06 , -    , -    , -    , -    , -    , -    ," 1,619.26 "," 4,989.66 ", -    , -    , -    , -    ," 115,361.12 "," 2,294.94 ", -    , 573.87 ," 162,654.96 "," 65,104.82 "," 1,009,065.61 "," 83,022.58 "," 50,702.05 "," 35,507.17 "," 222,859.49 "," 5,103.61 ", 532.70 , 621.49 ," 1,072.80 ", 58.75 ," 9,899.95 ", 0.03 , -    , -    , -    , -    ," 90,918.53 ", 815.95 , -    , 7.20 , -    , -    , -    , 0.15 , -    , -    , 307.97 , -    , 0.04 , -    , -    , -    , -    ," 4,651.86 "," 32,135.29 "," 748,563.92 "," 1,432.26 "," 4,132.18 "," 13,036.98 ", 173.13 , 92.01 , -    , 162.34 , 550.85 , 20.97 ," 41,764.12 ", -    ," 20,518.89 ", 569.21 , 2.17 , -    
