0.768
0.762
0.707
0.810
0.817
0.625
0.885
0.894
0.786
0.000
0.830
0.000
0.512
0.585
0.570
0.468
0.941
0.396
0.702
0.593
0.641
0.860
0.761
0.735
0.812
0.738
0.797
0.753
