0.578
0.574
0.552
0.486
0.557
0.529
0.572
0.553
0.593
0.000
0.518
0.000
0.616
0.542
0.562
0.495
0.716
0.427
0.585
0.518
0.505
0.554
0.517
0.486
0.000
0.567
0.500
0.531
