"","V1","V2"
"1","y2015","-0.00361389513062479"
"2","y2016","0.00119931041695977"
"3","y2017","0.00127806691463608"
"4","y2018","0.00132856007047643"
"5","y2019","0.00136249145004749"
"6","y2020","0.00138854496666469"
"7","y2021","0.00140786432025884"
"8","y2022","0.00141743557199"
"9","y2023","0.0014457713146878"
"10","y2024","0.00148389375828491"
"11","y2025","0.00151974873631086"
"12","y2026","0.00155473344263198"
"13","y2027","0.00158915452725184"
"14","y2028","0.0016245649853929"
"15","y2029","0.00166165447754236"
"16","y2030","0.00170136775824859"
