"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"40",32152588.7191319,33801520.3798255,35482666.6905375,37257411.0565116,39121009.2847941,41077931.708459,43133001.8714988,45292746.1688483,47558813.8766099,49938383.5579054,52437150.1631314,55060152.4226737,57816502.1440514,60709970.0667248,63748431.1456887,66939167.0950858
"41",40198083.6610988,42250087.3588804,44353489.6341821,46571786.9515368,48901118.0186872,51347062.7117691,53915612.0826151,56614546.6120996,59446731.9653823,62420728.9917786,65543648.5247704,68821997.8078692,72266504.3363971,75882523.3324724,79679669.2797395,83667031.1080602
"42",30261155.9180428,31825725.6515365,33405874.8449467,35076930.6654598,36831684.755776,38674356.49427,40609537.9974117,42643873.9734102,44777851.6576888,47018775.9027091,49372018.8040668,51842047.4750401,54438318.131446,57163530.0808076,60025401.5100544,63030805.2724118
"43",3192714.52186499,3361728.46277327,3527787.27741555,3704315.38410281,3889696.38306058,4084379.1909478,4288864.62764212,4504010.4384682,4729535.75149274,4966382.42131879,5215121.02510053,5476137.00789658,5750702.73131504,6038837.94320421,6341452.53534844,6659277.73732965
"44",4720695.90709058,4995215.28455217,5236655.52521309,5499057.65047391,5774688.56958017,6064235.46984573,6368540.76113506,6689850.91399246,7025676.27820895,7378477.94752164,7749123.24062471,8137646.05973818,8547642.48828014,8977487.09022743,9429121.9245374,9903666.30066035
"45",528472.44481869,562954.706397025,589360.13115375,618947.358799333,650036.707022231,682708.673407022,717073.08878103,753530.465006394,791486.079473099,831378.221050494,873307.590883115,917196.327503661,963708.239139329,1012409.29180428,1063607.79866429,1117434.87175579
"46",14345417.311315,15080570.5312943,15830732.8271083,16622534.0236232,17453975.7749561,18327052.0963858,19243912.816619,20207448.1284968,21218439.84777,22280067.1365895,23394870.3576574,24565109.5172488,25794812.0040762,27085696.8343517,28441264.3657489,29864762.589366
"47",6262083.95496461,6647431.71047885,6964183.94510776,7313461.92771474,7680407.83968867,8065953.41108501,8471303.84144078,8900281.23930326,9347797.27908091,9818036.47331725,10312169.7143098,10829780.5358943,11377115.4232751,11950593.7764165,12553305.4602909,13186768.0756082
"48",36499977.7603493,38374957.4178511,40282899.2390747,42297783.6252428,44413553.3904073,46635286.233637,48968470.7227602,51420638.6259686,53993401.5172452,56695042.8626501,59532030.6226298,62510017.4427019,65639562.6935352,68924738.8925903,72374560.9333891,75997299.7861363
"49",38733504.630351,40675213.7964762,42707886.1285287,44843354.9140765,47085611.3500051,49439998.1864307,51912141.1366336,54508125.3117057,57233705.9183954,60095589.7528355,63100594.409302,66255763.6507128,69568959.2016126,73047729.2165306,76700476.7996233,80535904.5787382
"50",10680156.9298228,11215075.4894388,11775632.3631823,12364427.4553287,12982664.8726407,13631817.3443185,14313434.0857589,15029174.0177126,15780664.2581192,16569733.3900383,17398260.7976204,18268199.0782262,19181682.7256163,20140825.1353819,21147931.7183059,22205401.3842868
"51",27605479.4021747,33004632.8795054,33785966.4486966,35534720.8540375,37382263.1075608,39336221.3658721,41417226.6270749,43789166.7184111,46117809.097215,48582206.6028548,51191079.3381695,53862022.4363305,56880326.3920956,59981495.0903652,63268842.0906201,66754787.9600415
"52",15735.9832,16522.78236,17348.9214808,18216.3675512,19127.1859296,20083.5452272,21087.722488,22142.1086096,23249.214044,24411.6747448,25632.258484,26913.871404,28259.5649784,29672.5432248,31156.170388,32713.9789032
