 - ," 150,430,836 ", - ," 293,276,518 ", - 
" 195,306,972 ", - , - ," 8,669,846 ", - 
" 622,520,624 "," 4,858,409 ", - ," 20,427,477 "," 523,268 "
" 774,043,275 "," 24,452,342 "," 49,735 "," 8,908,319 "," 529,069,342 "
" 605,963,542 "," 461,814 ", - ," 10,629,338 "," 32,662,358 "
" 89,468,579 ", - ," 5,388,172 "," 23,647,514 "," 247,493,314 "
 - , - ," 381,562,041 "," 139,671,792 ", - 
" 56,339,613 "," 128,597 "," 7,901,811 "," 9,664,435 "," 579,418,379 "
" 1,037,457,897 ", - ," 33,388,324 "," 22,593,109 "," 43,007,193 "
" 298,794,211 ", - ," 108,508,935 "," 24,090,154 "," 65,834,248 "
 - , - , - ," 48,360,552 "," 2,740,124,565 "
" 84,364,023 ", - , - ," 3,448,696 "," 508,036,783 "
" 1,284,641,982 "," 3,736,681 ", - ," 93,708,797 "," 809,709,530 "
" 2,013,419,139 "," 17,188,405 ", - ," 81,749,340 "," 1,966,427,757 "
 - , - , - ," 169,981,409 "," 58,661,699,887 "
 - , - , - ," 4,772,940 "," 143,050,250,753 "
 - , - , - ," 434,796,381 "," 9,583,683,965 "
 - , - , - ," 19,156,536 "," 290,346,062 "
" 3,072,127,178 "," 685,468,014 ", - ," 664,503,298 "," 62,232,406,594 "
 - , - , - ," 187,338,523 "," 85,070,421,953 "
" 1,145,527,047 "," 23,460,696 ", - ," 26,179,366 "," 6,645,846,197 "
" 35,736,007 "," 152,708 "," 41,070 "," 20,409 "," 139,639,252 "
" 397,534,919 "," 219,084,333 "," 450,043,711 "," 106,432,914 "," 3,774,336,785 "
" 1,180,844,490 "," 1,023,017,099 ", - ," 159,970,031 "," 3,770,544,224 "
" 285,006,367 "," 51,701,438 ", - ," 29,774,500 "," 13,334,972,887 "
" 10,049,362 "," 648,015 "," 303,038 "," 680,510 "," 378,472,195 "
 - , - , - , - , - 
" 5,492,911 "," 901,961 "," 41,715,842 "," 37,479 "," 347,501,313 "
" 192,711,592 "," 24,973,001 "," 4,021,959 "," 1,795,611 "," 163,636,054 "
" 705,676,118 "," 264,708,128 ", - , - , - 
" 147,964,549 "," 39,275,118 ", - , - , - 
 - ," 6,993,348 "," 31,733,203,189 ", - , - 
" 5,597,872,614 "," 451,473,739 "," 1,520,970,082 "," 300,893,833 "," 21,457,563,357 "
" 84,482,744 "," 71,556,823 ", - , - , - 
" 3,380,106,497 "," 209,196,347 ", - , - , - 
" 655,071,148 "," 48,414,880 "," 77,946,408 "," 91,741,787 "," 2,762,771,517 "
" 1,000,288,901 "," 178,006,355 "," 13,631,702 "," 2,462,696 "," 68,785,207 "
" 172,550,680 "," 57,495,039 "," 96,566,616 "," 12,451,681 "," 1,261,783,726 "
" 1,290,956,146 "," 478,229,972 "," 65,946,120 "," 3,274,162 "," 880,002,320 "
" 1,260,857,667 "," 229,420,699 "," 86,819,076 "," 13,572,079 "," 521,692,769 "
" 744,860,745 "," 410,030,218 ", - , - , - 
" 981,620,881 "," 119,944,066 ", - , - , - 
" 84,881,413 "," 10,885,063 ", - , - , - 
" 1,575,070,451 "," 82,848,084 ", - , - , - 
" 208,200,848 "," 43,244,215 ", - , - , - 
" 22,963,510 "," 14,178,000,256 ", - , - , - 
" 322,663,534 "," 35,539,401 ", - , - , - 
" 48,662,549 "," 7,981,043 ", - , - , - 
" 424,336,588 "," 75,451,310 ", - , - , - 
