 - , - , 18 , - , - , - , - , - ," 5,346 ", - ," 4,975 ", - ," 8,951 ", 37 , - , - , - , - , - , - , - , - , - , - , 141 , - , 333 , - , - ," 3,259 "," 3,963 ", - , - , - , - , 143 , 99 , 5 , 132 ," 74,802 "," 8,907 "," 207,594 "," 9,669 "," 31,661 "," 33,141 "," 15,119 "," 31,792 ", 258 , - ," 1,504 "," 6,220 "," 1,001 "," 1,795 ", 218 ," 92,628 "," 4,739 ", 438 ," 12,123 "
 - , 130 , - , - , - , - , - , - ," 5,346 ", - , 72 , 656 , 658 , 41 , - , - , - ," 12,533 "," 3,670 "," 3,824 "," 9,300 "," 1,197 ", 152 , - ," 1,128 ", 731 , 672 , - , - ," 16,941 "," 1,806 ", - , 512 , 194 ," 1,255 ", 377 ," 1,598 ", 2 , 61 ," 16,218 ", 654 ," 15,242 "," 18,193 "," 21,202 "," 2,621 "," 5,907 "," 8,366 "," 12,550 "," 8,167 "," 18,751 "," 6,815 "," 21,308 "," 8,396 ", 368 ," 15,450 "," 69,286 "," 7,027 "," 9,392 "
" 5,388 ", - , 49 , 115 , - , - , - , - ," 84,431 ", - ," 6,133 ", 874 ," 3,379 ", 112 , - , - , - , - , - ," 1,146 "," 45,700 "," 5,882 ", 617 , - ," 3,924 "," 1,434 "," 1,548 ", - , - ," 10,936 ", 50 , - , - , - , - , 197 , 567 , - , - ," 51,669 "," 1,055 "," 24,597 "," 11,677 "," 17,197 "," 3,319 "," 12,701 "," 9,047 "," 1,351 "," 8,587 "," 19,291 "," 156,505 "," 2,571 "," 11,253 ", 376 ," 5,926 ", - , 442 ," 4,149 "
" 2,756 ", - , 47 , 111 , - , - , - , - ," 6,416 ", - , - , 219 , 214 , 104 , - , - , - , - , - ," 26,531 ", - , - , 34 , - ," 2,742 ", - , - , - , - ," 3,731 ", 17 , - , - , - , - , 19 , 461 , - , - ," 113,974 "," 1,877 "," 43,734 "," 7,969 "," 18,839 "," 5,719 "," 10,979 "," 1,580 ", 174 ," 3,468 "," 9,542 "," 72,860 ", - , 280 , 291 ," 3,576 ", - ," 2,015 ", 430 
 - , - , - , - , - , - , - , - ," 3,248 ", - , - , - ," 1,673 ", - , - , - , - , - , - , - ," 33,213 "," 4,275 ", - ," 3,055 ", 154 , 314 , 171 , - , - ," 1,973 ", 21 , - , 22 , 8 , 53 , 67 , - , - , - ," 1,492 ", 115 ," 2,681 "," 9,107 ", - , - ," 1,982 ", 337 , 846 , 727 ," 3,047 "," 4,977 "," 4,721 "," 20,027 ", 401 ," 3,446 "," 27,759 ", - ," 7,751 "
 74 , - , - , 3 , 8 , - , - , - ," 5,774 ", - , 6 , - , 73 , 10 , - , - , - ," 5,388 "," 1,578 ", 34 , - , - , 1 , - , - , - , - , - , - , 249 , 50 , - , - , - , - , 4 , 8 , - , - ," 26,861 ", 45 ," 1,044 ", - , 432 , - , 530 , 152 , 6 , 28 , 983 , 482 , 216 , 481 , 258 ," 6,550 "," 2,097 ", 227 , 162 
 - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
 - , - , - , - , - , - , - , - , - , - , 507 ," 1,270 ", - , 1 , - , - , - , - , - , - , - , - , 12 , - , 818 , 188 , 325 , - , - ," 1,559 ", 279 , - , 501 , 190 ," 1,227 ", 31 , 121 , - , - ," 6,252 ", - , - , - ," 1,575 ", - , 604 ," 3,797 ", - , - ," 4,054 "," 3,951 ", - , 341 , 136 ," 8,555 ", - ," 12,589 ", - 
 - , - , - , - , - , - , - , - , - , - , 295 , 738 , - , 0 , - , - , - , - , - , - , - , - , 7 , - , 476 , 109 , 189 , - , - , 907 , 162 , - , 291 , 110 , 714 , 18 , 70 , - , - ," 3,635 ", - , - , - , 916 , - , 351 ," 2,208 ", - , - ," 2,357 "," 2,298 ", - , 198 , 79 ," 4,974 ", - ," 7,320 ", - 
 197 , 26 , 2 , 5 , 236 , - ," 5,037 ", 598 ," 39,668 ", - ," 1,514 ", 888 , 391 ," 3,898 "," 3,254 ", 515 , - ," 23,596 "," 6,909 "," 1,178 "," 37,351 "," 4,807 "," 1,910 ", - ," 1,166 "," 1,410 ", - , - , - ," 1,651 ", 37 , - , - , - , - , 4 , 71 , - , - ," 31,898 ", 589 ," 13,724 "," 38,000 "," 4,168 "," 4,918 ", 191 ," 8,990 "," 1,988 "," 5,342 "," 8,826 "," 27,200 "," 8,007 "," 3,558 ", 284 ," 39,553 "," 37,722 "," 5,442 "," 6,567 "
