"125,807 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,238 ,5 ,652 ,221 ,878 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,252,284 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,80 ,0 ,0 ,0 ,"2,382 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,606 
0 ,"211,033 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"14,574 ",59 ,"11,011 ","14,188 ","1,626 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"82,943 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,667 ,"67,188 ",0 ,0 ,0 ,0 ,"5,963 ",690 
0 ,0 ,971 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,29 ,10 ,9 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"29,948 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,233 ,0 ,0 ,0 ,0 ,0 ,5 
0 ,0 ,0 ,"5,471 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,189 ,4 ,85 ,29 ,67 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"4,238 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,47 ,0 ,0 ,581 ,"14,258 ",0 ,0 ,0 ,0 ,"3,755 ",850 
0 ,0 ,0 ,0 ,21 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,191 ,0 ,0 ,0 ,0 ,28 ,0 
0 ,0 ,0 ,0 ,0 ,45 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,440 ,0 ,0 ,0 ,0 ,63 ,0 
0 ,0 ,0 ,0 ,0 ,0 ,"16,188 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"17,829 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"39,556 ",0 ,0 ,0 ,0 ,236 ,0 
0 ,0 ,0 ,0 ,0 ,0 ,0 ,640 ,0 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,18 ,6 ,11 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,110 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,512 ,"3,897 ",0 ,0 ,0 ,0 ,"7,407 ",270 
0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,674 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,5 ,2 ,11 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,130 ",0 ,0 ,0 ,20 ,0 ,7 ,0 ,377 ,0 ,97 ,0 ,34 ,490 ,0 ,"1,496 ","3,620 ",0 ,0 ,0 ,0 ,"10,521 ",922 
0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"11,560 ",0 ,0 ,0 ,0 ,"1,765 ",34 ,0 ,0 ,8 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"93,780 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,399 ,0 ,0 ,0 ,0 ,0 ,0 
