6033528.784,0,0,555107.047,1046.47016,83113.73559,73667.36063,0,0,0,17620.1138,40390536.46,25292.18173,18168.97983,0,0,320629.7981,385668.9114,0,147174.7348,0,0,0,0,1.667406096,1.930296854,0,0,0,0,0,2169.146003,163.6274983,0,0,0,0,0,265.9723434,6836844.871,0,0,0,0,0,0,0,0,0,322758.3157,1268.80731,0
0,194603.9543,0,96.57073132,0,0,1647.872803,0,0,0,4863.515781,393895.3004,1723.784872,0,0,137.8857225,0,1163.785481,140353.608,21754.11682,804.747547,0,347.5446064,0,724.398114,2873.750767,0,113.5684635,0,5654.200562,459.1470185,131613.3856,173.4396134,0,356.507798,0,86783.97163,0,24265.30092,166310.8267,95.01855127,24.66623038,14.2108708,0,0,186.2587751,0,514.9812286,27272.13596,15261.07031,70835.34635,0
0,0,254476.4408,29538.05186,0,0,0,0,0,0,251.9083577,2707858.174,7172.961095,1810915.118,84813.15155,119.2942034,0.047167757,35094.69692,3452.682893,452421.6671,0,0,4694.321166,1907.476217,732.4843144,645.2426307,0,9.841172059,0,0,368.7533801,6721.811251,76.35787392,0,0,0,0,0,110.9188355,244988.5409,0,0,0,0,0,0,0,0,0,6321.333682,7400.490833,0
18647.56326,48917.34031,8335.722824,2005593.817,676.2035782,13.8570017,9264.208603,0,0,0,0,3866980.066,36189.24359,293436.8899,352999.8986,78.78262443,15.06138,6556.634927,95079.32467,0,0,0,0,0,0,3031.484259,0,0,0,0,0,542402.5089,0,0,0,0,0,0,47785.01084,1577473.258,0,0,0,0,0,0,0,0,0,436935.3909,403.5058307,0
905776.3452,278162.7008,289141.141,471906.1774,336832.3424,11546.65562,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.406897774,239.2351021,304.4579047,28.2720982,761.801791,6.690036805,6617.201804,0,86.68799556,388.8747957,54339.46046,12059.28815,58.41988925,4399.448065,11761.26952,377320.8725,128933.2949,3712.486754,1536.186324,162.59865,4604.747547,5396.372015,741.252385,1611.400111,89296.03554,43018.12371,0,0,0,1509.13407,450.8267786,123999.9407,52.02382166,0,0,0,0,0.994314402,894.0227496,5153.07527,0,0,0,0,0,0,0,416.6259945,0,0,5.98014928,0
0,0,0,3258.635766,50177.88708,0,513833.6891,0,0,0,0,641811.2988,9808.414529,0,0,155.8909889,0,347.7483958,281.903792,0,0,0,0,0,251.0864104,1857.874825,0,0,0,0,0,657797.2088,0,0,0,0,0,0,29616.69409,1414078.912,0,0,0,0,0,0,0,0,0,516266.2854,38327.86125,0
0,0,0,0,0,0,0,1135460.62,0,73154.84779,1653684.988,7408.622994,1002.531947,846977.8739,2811.423998,321.280521,0,1332151.846,88669.23431,641440.5221,12666.5319,623.0958087,104445.398,117941.9374,596.2206616,200000,5681945.26,1166.49978,0,0,200,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,194,6000,0,0,0,0
0,0,0,0,0,0,0,0,110283.3352,59.57802269,83432.62404,81.50388159,0,0,0,0,0,401663.4634,801.8179259,123105.2253,316692.929,392557.8994,3751.040577,67468.19109,443.6978618,572.4504492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.1535513,0,0,0,0
0,0,0,3363.446264,0,0,0,437915.9071,45976.16744,806766.2946,260231.9565,52.57575477,1321.24693,202990.3867,4549.009369,260.5188944,304.3461632,62946.34685,38411.5027,1492610.942,487866.7008,61700.13336,46245.30896,12400.98775,79.19625379,74492.43988,0,0,0,3172844.122,4991.996852,276393.9233,82.90737832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020.496069,0,0,0,0
