113114.3164,1730.122758,0,0,15124.47348,0,0,0,0,0,0,0,1316982.77,0,0,2798.889012,3393.290796,0,0,0,0,0,0,68.56084283,0,0,0,0,0,0,0,0,222.7555575,0,52.97501259,0,0
0,48966.10229,0,0,8942.276674,14667.08884,0,9470.074706,0,0,0,0.798557644,563675.2958,0.386218343,0.599747818,0,3487.355842,0,0,0,136.9701437,0,0,0,203503.6155,0,31873.07215,0,0,0,0,0,872.9396292,75834.41627,9093.327857,0,0
0,0,1108915.25,0,0,0,0,0,0,0,0,0,8526221.844,0,0,0,164486.3631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,159790.5167,1619.169197,0,0,0,0,0,0,23.47698617,91007.64252,1991.857283,16017.2305,2790.446068,29728.82538,0,0,0,8669.032656,0,0,0,13522.72213,0,352.9500536,0,0,0,0,0,0,3613.460106,962.6813367,1738.731863,0
1079.702665,26497.35807,21561.20544,4199.91958,42852.11861,0,0,427.6336925,0,0,0,0,1011183.225,2120.110851,11.79554719,0,5422.592699,0,0,0,6091.376618,0,0,0,180108.0822,0,28376.02296,0,0,0,0,8.542928791,7735.406121,36412.74495,911.7035241,0,0
34.72803521,422.8742169,747.0478422,1993.791602,367.3260721,77318.26406,34.38551143,6449.070565,0,49435.54146,2985.894089,0,16860.59353,99.7862992,4601662.519,729160.1487,674.1722956,4541.930989,0,804.7005295,354.1276764,0,1105976.559,1252.749196,5024.894452,689.0892219,0,0,0,0,0,84.9788142,0,33.80088182,0,0,0
0,0,0,0,0.939341253,160.8910197,27.49870607,432.2894004,0,0,0,0,5196.871938,553.6485642,150151.8129,68.17229128,3040.405433,0,0,0,723.5503664,0,412.5384204,0,507.1863857,0,0,0,0,0,0,0,0,8.028212111,2.259034054,4554.31351,0
0,27.55938242,60.91990983,32.15792249,0,0,0,212248.2747,0,0,0,0,2078081.482,388.5482161,50514.81466,0,336.6797005,0,0,50438.14341,3559.11518,0,0,0,426020.4179,0,31393.49462,0,0,0,0,4812.102629,0,13720.53679,47.55380819,0,0
0,0,0,0,0,0,0,0,3448720.743,0,0,4438972.94,0,0,0,0,778130.8777,0,0,0,0,1924.767577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,17755037.86,0,0,0,0,0,0,0,0,0,0,0,56020.94864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,14459.75633,0,4706.496344,1002.987867,0,487.0833394,48095.62624,49416.48711,0,246125.2632,69972.10025,0,4594991.573,0,0,0,0,0,0,0,0,0,0,0,0,0,0
735.5796287,3963.048358,105440.5183,3867.750345,1147.806765,175562.0795,7474.852381,166196.3385,222545.5283,1838177.514,239001.88,1335381.553,133520.7605,3960.901541,305618.218,181204.3151,311956.6359,40006.84654,0,45820.76374,14524.46079,112001.5465,1217296.143,479588.6743,24430.33484,554433.2892,1210084.943,837797.3548,345355.8433,78916.00356,13688.13218,84360.67401,0,4666.132947,1557.408871,28212.99516,0
0,4480.58553,34981.85294,8632.074693,137964.6108,0,0,21290.15806,0,0,0,0,441801.8651,831.7927876,1608.20809,3940.013313,33075.20199,87.31918588,0,1378.14027,879.9441922,13.04840591,415.0495782,32392.93117,85108.84137,445.3608017,47368.92255,5301.464969,3240.50632,801.8045,901.6214548,2912.035499,42589.42628,9957.309213,6117.093056,235.1935932,0
11.56694233,6.035091422,5.590280599,9.042919677,0.019534921,19.47225146,5.90777992,730.5555705,430.3648783,2389.768147,81.17676444,372.7984946,5.924016701,464.6893957,205.364589,46.21424675,90.22619661,1.948386328,0,13.61892661,135.3830515,0.95882849,10.17064029,22.98762118,1230.735801,8.888605859,10.98743114,6.781328024,114.2732846,5.536143677,7.310460345,54.25811973,0,26.72451511,0.275247424,51.39029992,0
