0;0;0;325,37;0
1540613,297;0;0;60633,60335;153283,1844
0;0;87218,66713;72626,83195;193580,84
62579,01591;0;16302,59995;5025,333034;1747847,728
484237,0627;0;292754,9347;24274,46111;69343,12739
0;0;0;25146,62179;1717451,683
93707,02509;0;0;1793,260437;627443,1478
3663309,131;0;0;91235,09088;552112,779
0;0;0;88387,29077;78991240,84
0;0;0;4002481,843;136563453,4
0;0;0;236047,3926;8821667,193
3412353,843;0;0;442942,5017;105163074
11272389,91;0;0;13612,80172;15525091,81
39693,63743;0;84,73274586;10,61223165;171179,0642
441560,4336;0;928506,4347;55343,21066;13128279,15
1311618,627;0;0;83181,55301;2183424,221
316569,7631;0;0;88845,9573;17047309,19
11162,29139;0;625,2123066;353,8531428;719530,414
0;0;0;-1,8596E-09;0
6101,230925;0;986065,9236;19,48854126;1050498,74
214053,6849;0;8297,893009;933,6854004;74096,71183
185360,947;0;0;0;0
0;0;80228135,64;0;0
6217816,199;0;3137985,207;0;2313549,525
3949537,741;0;0;0;0
765423,8423;0;121222;0;677241,7975
2002727,206;0;456231;0;2444755,943
2665924,741;0;0;0;707728,76
2200492,967;0;13422;0;547061,8902
4655987,464;0;0;0;0
3178829,019;0;0;0;0
1699081,406;0;0;0;0
25506,63355;11927499,36;0;0;0
1108397,321;347145,0474;0;0;0
361946,3756;6232,234721;0;0;0
3244617,938;59531,51716;0;0;0
0;0;0;0;0
