0,0,0,3,0
68450,0,0,242,0
99615,0,0,268,42160
312439,0,0,0,0
63734,0,0,0,0
0,0,0,0,0
0,0,0,0,0
20597,0,0,6,0
3682,0,0,13,211233
0,0,0,1,0
11799,0,0,98,0
0,0,11,2208,0
130455,0,0,161,0
10235,0,0,338,0
581,0,0,41,0
146779,0,0,0,252
50597,0,0,0,0
0,0,0,291,232174
107,0,0,58,0
4841,0,0,129,0
446130,0,0,4492,12143
1288367,0,0,2,64605
281593,0,0,1553,0
0,0,0,0,0
22688,0,2339,3702,125259
24747,0,0,769,759863
0,0,0,0,0
0,0,0,0,0
4383,0,6028,1129,555
27973,0,0,0,0
4035,0,0,0,0
0,0,160840,0,0
425591,0,19226,5919,43057
180915,0,0,0,0
2092,0,0,0,0
388153,0,1668,514,4040
260998,0,332,102,812
11367,0,0,0,4
353887,0,6484,1996,15480
6547,0,0,0,0
151030,0,0,0,0
12656,516164,0,0,0
9234,15983,0,0,0
10022,0,1518,0,0
0,0,0,0,0
