40177998.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1544656.28,0.00,71671.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3163517569.31,0.00,0.00,260225.11,0.00,0.00,0.00,0.00,3320.47,0.00,20945.60,0.00,0.00,8584.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11031698.70,24687.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27056.63,0.00
0.00,523531.48,0.00,0.00,24123.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55480.51,0.00,51959.93,0.00,0.00,0.00,0.00,0.00,0.00,402518.72,180151.77,0.00,217743.26,0.00,45922456.14,15119.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,566499.88,0.00,0.00,5278.58,0.00,0.00,0.00,0.00,0.00,62450.19,4826.49,0.00
0.00,0.00,303111.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55028.89,0.00,347511.35,0.00,67933.44,0.00,0.00,0.00,0.00,1477.81,1035478.30,0.00,33734967.44,0.00,24392543.79,14692.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,260551.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80916.46,1174.06,0.00
0.00,0.00,0.00,648596.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,88207.86,0.00,302817.09,0.00,61907.43,0.00,0.00,0.00,0.00,34993.08,0.00,0.00,43315898.65,0.00,1125294.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1917851.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,142748.81,31606.57,0.00
0.00,0.00,0.00,0.00,8670806.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,271720.88,0.00,496179.71,0.00,90157.69,0.00,0.00,0.00,0.00,3271631.81,0.00,0.00,3041369.49,0.00,3374443.18,610715.55,0.00,0.00,0.00,0.00,0.00,201506.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,83982.39,27168336.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3064034.20,437881.46,0.00
0.00,0.00,0.00,0.00,0.00,165640233.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9181.78,0.00,0.00,0.00,291720.82,0.00,571586098.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40070.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84586.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9077443.32,5238.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32211.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,98641.98,0.00,347375.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,813188.26,38747758.51,0.00,3070209.87,597567.35,324382.74,0.00,0.00,0.00,18275.52,0.00,179694.04,9040.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,298787.40,0.00,0.00,13846.89,1340386.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73838.96,6423.68,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,355562.42,27052274.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1786026.64,534877794.33,0.00,0.00,0.00,1434717.93,0.00,0.00,0.00,0.00,0.00,0.00,8172385.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,860697.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,179342129.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,118998715.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,224871.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3891364.51,35561.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17002.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3065939.82,103493.02,529055.77,352809.33,29339.80,3874864.01,0.00,0.00,92000.65,322277.98,1853858.61,0.00,5003466.45,1201560.21,0.00,118326.29,0.00,0.00,0.00,0.00,0.00,0.00,36099.86,2510846.58,0.00,315324.88,15867888.26,7366967.43,0.00,0.00,0.00,0.00,0.00,155164.00,4668978.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36186.82,0.00,322587.88,0.00,3314723.23,0.00,112604.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,165752.68,0.00
3458128.22,204894.18,716703.67,912906.85,3642229.94,32722.80,0.00,756828.22,2091427.27,14334.74,1142840.99,72662.41,33920.08,100565.16,124284089.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7721979.43,0.00,0.00,0.00,0.00,205071.70,125032.03,0.00,72993.40,0.00,0.00,0.00,6622.96,0.00,0.00,70554.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2929479.19,0.00,375576.16,0.00,0.00,0.00,0.00,0.00,0.00,462683.46,60237.65,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,17120.84,0.00,0.00,0.00,0.00,0.00,563.01,1942.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1615013.94,720389.15,0.00,590709.49,0.00,217126.42,0.00,0.00,297867.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,143754.30,0.00,0.00,0.00,27863516.63,0.00,0.00,28040.56,0.00,0.00,0.00,0.00,0.00,989761.50,112449.72,0.00
0.00,2080.17,6134.89,22692.25,1313597.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,419356.58,33558877.72,6531362.62,0.00,135464.38,0.00,0.00,0.00,0.00,97915.43,1118361.92,0.00,7304654.45,0.00,675192.88,0.00,0.00,0.00,0.00,0.00,0.00,53219.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4165622.69,0.00,0.00,0.00,61245334.23,0.00,0.00,109694.01,0.00,0.00,0.00,0.00,0.00,1487148.31,0.00,0.00
417727.82,48435.92,31744.13,55039.61,28607.00,4903428.25,0.00,255697.18,1019599.89,250520.34,1675926.87,0.00,185473.41,670158.51,118768.63,150968.02,5575762.67,10949596.48,834105.95,0.00,0.00,1394421.05,0.00,986357.74,0.00,0.00,1648577.63,1390976.48,0.00,0.00,67674.84,641115623.94,45620.69,491814.31,841018.52,0.00,12020.11,1226075.83,60520.41,0.00,0.00,0.00,0.00,72280.40,189545.83,0.00,236166188.33,32271.34,2280072.08,517316.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,113579.54,209815.04,0.00
0.00,0.00,0.00,0.00,0.00,0.00,897.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,239129.15,0.00,209468308.46,0.00,0.00,0.00,0.00,227771867.87,25359.50,0.00,95531.20,0.00,28153916.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27113.91,0.00,0.00,0.00,75287171.55,352543.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1790279.94,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2499.56,0.00,0.00,0.00,0.00,0.00,0.00,123607969.76,0.00,608037.88,0.00,0.00,0.00,0.00,0.00,110695.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,294251.88,0.00,0.00,15493107.97,9424097.85,902156.78,0.00,0.00,0.00,0.00,0.00,150319145.81,0.00,0.00,0.00,0.00,0.00,181809.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,89528573.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19073.82,100054727.21,0.00,11836080109.00,0.00,0.00,8266227.22,3061886.45,0.00,0.00,0.00,0.00,0.00,111568572.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
