2042007.966,14535.79295,0,184507.3303,0,1039.212089,9935.893904,0,0,0,0,0,5941478.768,0,0,0,0,8402.088163,1056.292772,0,0,0,0,0,0,0,0.359717699,0,0,0,0,0,0,1703.329161,0,0,0,0,0,0,3729.766678,41294.65302,0,0,0,0,0,0,0,0,14073.46836,108044.2238,15914.54923
0,981175.8885,0,14994.74991,0,0,325.0072741,0,0,0,0,0,2396649.614,0,0,0,0,0,9870.431335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20799.96237,0,0,0,0,0,0,15909.62076,199350.6185,0,0,0,0,0,0,0,0,311657.8906,239264.6504,45304.63316
0,363.7299834,1256566.794,119165.5198,0,2.45552352,11368.03923,0,0,0,0,0,1814932.707,0,5287.996755,0,24952.86053,1.459645956,229458.8821,554697.7856,0,0,0,0,0,0,4191.297863,0,0,0,0,0,0,971.2052289,0,0,0,0,0,0,462.6711653,8345.108044,0,0,0,0,0,0,0,0,13255.61669,46567.99237,80022.03647
307506.9809,96953.44202,136206.2366,870636.216,0,4055.895644,6162.738676,0,0,0,0,0,2592718.627,0,39.41085644,0,0,0,5770.206833,0,0,0,0,0,0,0,1014.709168,0,0,0,0,0,0,0,0,0,0,0,0,0,29646.87781,340576.5624,0,0,0,0,0,0,0,0,52246.68732,40110.60125,8726.365902
226951.1508,84431.91964,190662.5988,200637.9485,48773.95265,10546.1785,1.430521329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3501.756955,305.4971931,1398.650955,1534.394118,0,3070.388231,995.0192299,0,0,0,0,0,1328.814692,0,0.795871695,0,142430.9526,1307.073327,1928.228301,0,0,0,0,0,0,31678.25595,278.9764419,0,0,0,106060.4834,83149.49332,31493.75384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.88915348,0,0
7313.483788,5461.589012,990.2049526,1067.256884,0,466.3709768,2115510.975,0,0,0,0,0,2537765.183,0,0,0,0,0,1902.731098,0,0,0,0,0,0,0,10755.78106,0,0,0,0,0,0,0,0,0,0,0,0,0,14861.47473,172747.8053,0,0,0,0,0,0,0,0,61027.23014,46851.56168,148.9963597
0,0,0,0,0,0,0,492523.3094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484020.4178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36141.47472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1077.432124,0,0,0,0,0,0,0,0,0,123190.24,0,4048.133622,0,0,0,0,0,0,0,746434.6322,1193200.539,383177.3186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2301.721139,4336.943611,0
1478.363551,1547.486031,2315.389649,1824.999086,352.7222113,33.94572221,4352.645756,359.1410029,0,0,146.742749,17.16465967,458.9765793,0,7.626826916,0,659.1371324,15.91839148,91.16150276,490.1922249,138.6439366,0,32.30712522,80.30205021,0.578491899,89.13590877,10.79353587,2994.030899,0,21.33940475,2687.255585,3941.394138,1484.141181,2068.416817,48.8434328,14339.1238,1072.148366,1254.526882,182.1604852,46.69671927,92.38839809,1177.171199,786.1209348,27.99892676,0.569427896,0.623162347,0,34.60527887,40.12733889,201.9077939,108.8284607,92.53939063,472.8490871
