 -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 1,418 ", -   , -   , -   ," 15,890 ", -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 56 , 45 , 29 , 38 , 57 ," 3,144 "," 7,196 ", 59 , 87 , 450 , 385 , -   , -   , -   ," 2,281 "," 1,354 "," 4,042 ", 121 ," 4,627 ", -   , 813 , 87 ," 1,093 ", 98 , 87 , 567 , -   ," 2,635 ", 25 ," 8,255 "," 1,967 "," 119,954 "," 2,092 ", 516 , 105 ," 57,675 "," 18,277 "," 26,461 "," 1,661 ", 457 , 313 , 41 , 526 , -   , 61 , 24 , 137 , 20 ," 15,586 ", -   
 -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 7 , -   , 8 , 18 , 81 , 6 , 1 , -   , -   , 57 , -   ," 1,671 ", 55 , 284 ," 2,186 ", 518 , 541 , 119 , 91 , 111 , 59 , 518 ," 2,658 ", 513 ," 1,630 ", -   ," 2,473 "," 3,281 ", 523 , 29 ," 1,596 ", -   
 -   , 18 , -   , -   , -   , 60 , 784 , 23 , -   , 383 , -   , 141 , 163 , -   ," 1,793 "," 1,521 ", 550 , 982 ," 1,683 ", -   ," 23,320 ", 720 ," 1,620 "," 1,871 "," 1,583 "," 3,921 ", -   , 194 , 261 ," 18,850 "," 1,280 "," 6,908 "," 31,031 "," 2,298 "," 10,051 "," 2,011 ", 589 , 734 ," 1,116 "," 2,770 "," 12,926 ", 330 ," 1,912 ", -   ," 1,679 "," 8,591 ", 548 , 896 ," 6,953 ", -   
 -   , -   , -   , -   , -   , 14 , 19 , 11 , -   , -   , -   , -   , -   , -   , -   , -   , 7 , -   , 8 , -   , 74 , 22 , 22 , 25 , 22 , 10 , -   , -   , -   , 11 , 255 , 705 , 381 , 574 , 103 , 23 , 15 , 28 , 74 , 80 , 22 , 26 , 46 , -   , 60 , 55 , 42 , 33 , 833 , -   
 376 , 150 , 79 , 97 , 172 , 631 ," 5,710 ", 104 ," 17,496 "," 2,291 ", 147 , 215 , 43 , 19 ," 2,564 "," 5,279 ", 521 , 115 ," 4,545 ", -   , 268 , 93 , 93 , 9 , 7 , 782 , -   , -   , -   ," 6,114 ", 164 ," 2,834 "," 3,750 ", 103 , 35 , 897 , 107 , 961 ," 2,866 "," 4,901 "," 1,098 ", 143 ," 3,674 ", -   , 277 , 68 , 170 , 4 , 717 , -   
" 4,241 "," 2,670 "," 1,555 "," 3,795 "," 2,028 "," 3,121 "," 1,860 "," 1,169 "," 5,562 "," 1,635 ", 610 ," 8,803 ", 899 ," 1,555 "," 1,368 ", 258 ," 23,254 ", 67 ," 1,934 ", -   ," 272,027 "," 6,580 "," 89,856 "," 3,285 ", 674 ," 3,990 ", -   , 790 , 48 ," 4,804 ", 567 ," 77,571 "," 2,986 "," 108,910 ", 521 ," 15,359 "," 4,070 "," 7,911 ", 446 , 417 , 686 , 112 , 643 , -   , 518 ," 5,931 "," 3,922 ", 236 ," 1,130 ", -   
 -   , -   , -   , -   , -   , -   , -   , -   , -   , 93 , 55 , 49 , 5 , -   , 514 , 310 ," 1,161 ", -   , 831 , -   , 216 , 31 , 231 , 67 , 35 , 669 , -   , -   , -   , 58 , 40 ," 6,267 "," 4,238 ", 247 , 706 ," 3,504 "," 2,616 ", 356 , 298 , 394 , 344 , 540 , 317 , -   , 93 , 10 , 395 , 135 ," 1,662 ", -   
 -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 30 , 2 , 12 , 10 , 11 , -   , 167 , 15 , 25 , 23 , 6 , 96 , -   , -   , -   , 14 , 20 , 326 ," 1,646 ", 65 , 5 , 58 , 117 , 42 , 71 , 75 , 75 , 153 , 120 , -   , 8 , 2 , 19 , 10 , 247 , -   
" 3,027 ", 831 , 330 , 685 , 509 ," 4,950 "," 10,483 ", 201 ," 3,854 "," 1,216 ", 296 ," 1,479 ", 137 , 205 ," 2,613 "," 5,411 "," 3,978 ", 27 ," 4,113 ", -   ," 34,787 ", 933 ," 11,141 ", 603 , 240 ," 2,860 ", -   , 277 , 72 ," 1,926 ", 134 ," 15,270 "," 32,027 "," 13,675 ", 70 ," 22,561 ", 505 ," 1,057 ", 205 , 698 ," 1,714 "," 1,296 "," 1,090 ", -   , 122 , 730 , 697 , 46 ," 8,051 ", -   
 69 , 43 , 25 , 62 , 86 , 893 , 784 , 19 , 90 , 27 , 10 , 143 , 15 , 25 ," 2,083 "," 1,513 ", 377 , 22 ," 2,481 ", -   ," 4,900 ", 126 ," 1,477 ", 73 , 24 , 211 , -   , 31 , 1 , 190 , 78 ," 3,829 "," 17,516 "," 1,831 ", 19 , 512 ," 13,767 ", 325 , 339 ," 2,237 "," 2,390 ", 664 ," 2,159 ", -   , 68 , 108 , 119 , 43 , 753 , -   
 175 , 110 , 64 , 157 , 84 , 129 , 77 , 48 , 230 , 68 , 25 , 364 , 37 , 64 , 228 , 223 ," 1,274 ", 20 ," 2,680 ", -   ," 12,555 ", 295 ," 3,881 ", 189 , 77 ," 5,314 ", -   , 33 , 2 , 201 , 51 ," 3,530 "," 1,299 "," 4,521 ", 22 ," 9,043 ", 168 ," 2,164 ", 91 ," 1,132 ", 34 , 5 , 178 , -   , 24 , 245 , 162 , 10 , 47 , -   
 56 , 35 , 20 , 50 , 27 , 41 , 24 , 23 , 73 , 21 , 8 , 115 , 12 , 20 , 171 , 61 , 590 , 20 , 148 , -   ," 4,304 ", 143 ," 1,235 ", 100 , 42 , 960 , -   , 31 , 1 , 69 , 18 ," 1,045 ", 572 ," 1,449 ", 14 ," 10,280 "," 14,149 "," 13,730 "," 2,558 ", 313 , 13 , 26 , 168 , -   , 15 , 78 , 68 , 16 , 85 , -   
 -   , -   , -   , 44 , -   , 122 , -   , 11 , -   , -   , -   , 22 , 2 , -   , 66 , 84 , 254 , 775 , 421 , -   , 360 , 31 , 33 , 120 , 35 , 576 , -   , 33 , 14 , 213 , 29 ," 3,443 "," 16,363 ", 814 , 70 ," 2,679 "," 2,216 "," 2,223 "," 4,500 "," 7,652 "," 3,759 "," 1,019 "," 5,889 ", -   ," 1,036 ", 90 , 79 , 16 ," 1,333 ", -   
" 3,657 ", 627 , 294 , 68 , 884 ," 1,788 "," 13,378 ", 72 ," 3,422 "," 2,827 ", 251 ," 1,247 ", 123 , -   ," 1,980 ", 531 ," 3,178 ", 315 , 837 , -   ," 3,501 "," 1,358 "," 2,558 "," 1,257 "," 1,071 "," 1,893 ", -   , 49 , 31 , 779 , 267 ," 30,011 "," 16,937 ", 767 , 107 ," 22,572 "," 3,320 "," 1,886 ", 132 ," 4,225 "," 22,186 "," 3,987 "," 21,619 ", -   , 371 , 41 , 141 , 152 ," 3,094 ", -   
" 1,785 ", 49 , 18 , -   , 80 , 957 , 596 , 67 , -   , -   , -   , -   , -   , -   , 519 , 117 ," 2,527 ", 251 , 542 , -   , 717 , 70 , 70 , 58 , 12 , 157 , -   , 19 , 42 , 176 , -   ," 2,885 "," 2,136 ", 272 , 107 ," 7,596 "," 3,488 "," 3,064 ", 162 ," 1,345 "," 6,130 "," 5,401 "," 2,284 ", -   , 144 , 7 , 24 , 29 , 601 , -   
" 2,986 ", 73 , 32 , 53 , 617 , 722 ," 1,213 ", 53 , 442 , -   , 613 , -   , -   , -   ," 1,043 "," 3,227 ", 782 , 427 ," 9,365 ", -   ," 1,601 ", 218 , 218 , 189 , 84 ," 1,926 ", -   , 27 , 9 ," 12,855 ", 533 ," 72,123 "," 36,193 "," 2,132 ", 451 ," 25,233 "," 13,542 "," 4,569 "," 3,222 "," 7,073 "," 17,901 "," 6,188 "," 10,178 ", -   ," 1,470 ", 270 , 195 , 215 ," 7,819 ", -   
 -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
 -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 105 , 64 , -   , 30 , 2 , 2 , 16 , 1 , 8 , -   , -   , -   , 106 , -   , 255 , 209 , 121 , 19 , 490 , 319 , 116 , 77 , 550 , 799 , 383 , 813 , -   ," 1,075 ", 550 , 45 , 16 , 691 , -   
 -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 64 , 5 , -   , -   , -   , 155 , 68 , 117 , -   , 146 , 108 , 8 , 235 , 112 , 64 , -   , -   , -   , 409 , 14 ," 2,622 ", 228 , -   , 113 , 274 , 53 , 20 , 356 , 205 , 107 , 166 , 428 , -   , 1 ," 1,156 ", 164 , 104 ," 1,689 ", -   
 -   , -   , -   , 7 , -   , 22 , -   , -   , -   , 204 , -   , 26 , 12 , -   , -   , -   , 126 , -   , 35 , -   , 160 , 14 , 204 , 105 , 106 , 131 , -   , -   , -   , -   , -   , -   ," 1,468 ", 106 , 105 , 145 , 104 , 31 , 152 , 139 , 112 , 4 , 98 , -   , 124 , 8 , 11 , 104 , 47 , -   
 -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 11 , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 236 , 17 , 991 , 58 , 18 , 88 , 578 , 78 , 12 , 601 , -   , 140 , -   , -   , 594 , -   , -   
" 1,667 ", 226 , 185 , 70 , 227 ," 3,536 "," 24,580 ", 69 , 185 ," 1,124 ", 816 , 140 , 160 , 57 ," 2,756 "," 3,201 ", 604 , 21 ," 5,652 ", -   ," 5,198 ", 559 , 659 , 567 , 707 , 363 , -   , 58 , 50 ," 9,643 "," 2,002 "," 7,685 "," 34,828 ", 792 , 109 ," 89,235 "," 1,259 "," 6,641 "," 7,125 "," 2,195 "," 7,799 "," 1,085 "," 15,607 ", -   , 977 , 483 , 184 , 552 ," 4,775 ", -   
 -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
