502125.2956,0,0,0,0,0,16561.91999,0,0,0,0,0,0,0,6037333.157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1408910.149,0,0,0,0,31681.79992,0,0,7862.652655,0,0,0,0,0,0,1347708.248,0.00139602,0,0,405.8776016,0,0,0,0,850391.1348,440.144815,130378.816,0,0,0,55380.71677,0,1034.441129,9598.65387,0
0,0,999082.8616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1775906.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,204976.1097,0,0,0,0,0,0,0,0,0,0,0,2162928.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,668367.3218,0,0,0,0,0,0,0,0,0,780888.1495,0,238964.6404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1447.100943,12509.92655,0,0,0,2286247.405,1654.245827,0,0,274.5730509,0,0,0,0.48393606,0,281.6304781,320034.8545,0,25878.44309,0.498643132,4624.635489,4.307012993,1048.361015,0,0,72731.65691,0,1597.729953,0,1.618775743,0,0,0,1034.441129,638.8519633,0
158.492008,11446.5828,2664.892509,0,0,0,717093.7753,0,0,808.4651792,0,0,0,0,0,0,145060.7472,0.025631619,0,0,6105.277517,0.003702033,173.1585689,0,0,1942081.478,0,39148.65446,0,0,0,0,0,9769.00341,2629.899754,0
144.7100943,312.7481638,4049.331779,98.41383257,522.4301821,47992.49288,468.8794776,121100.4463,106.2745097,0,0,0,1225.781728,0,0,4638.61964,0,541453.2659,6895.211754,13432.76051,0,793.1829519,277.8827835,0,527178.0363,0,0.145686509,0,0,0,0,0,0,0,350.0430166,0
68.9095687,1032.068941,0,0,0,0.033276436,1.386603717,0,32798.3927,171.7474864,0,0,0,0,0,0,586.6527614,82433.66678,17335.0027,469739.2602,582.970067,0,104.3045923,0.184198004,888.8191998,3467.203859,0,202.4470321,0,0,0,0,0,10732.32671,2121.728881,0
0,0,0,0,0,0,0,0,0,193687.2623,0,0,0,0,0,0,824178.2018,0,0,0,0,0,468.0073002,0,0,392267.1113,0,51804.40141,0,0,0,0,0,0,1.372952869,0
0,0,0,0,0,0,0,0,0,0,1728820.305,0,0,867910.4795,0,0,0,0,0,1211.623741,0,0,0,0,188.3972183,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,468345.7057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,17.48080319,0,0,0,0,0,136836.4866,0,0,0,0,0,0,270.4558963,0,187683.7578,0,0,3146888.411,753.8718911,0,0,0,0,0,0,0,0,0,0
0,1532.77682,78866.04577,807.7766816,156.7290546,10135.39899,243.2714452,68953.13554,2214.281582,78.93975214,161083.0075,0,1116.975555,385423.4916,17019.67345,33518.32734,4784.320105,541.2427826,2367.763708,737.5420913,59.49060447,17325.93487,25812.698,112081.2965,131297.4474,241574.7454,991973.8757,115457.3993,39939.34797,24359.35115,228041.507,264098.0937,336.5137464,20106.94944,5567.387312,0
0,0,0,0,0,0,6408.067331,0,0,2613.604306,0,0,0,0,90047.94677,0,247581.5441,0,0,0,274.831022,0,0,0,0,926468.0535,24740.26913,124195.4123,0,0,0,0,0,1034.441129,844.358231,0
0,0,0,0,0,0,0,0,0,1.565496238,0,0,0,0,0,1241692.212,142319.6152,171.373531,0,0,0,0,0.697270106,0,0,197504.3388,0,14222.96319,0,0,0,0,0,0,76.04495015,0
206.7287061,109.4618573,4686.134744,0,671.6959484,7009.191479,787634.2516,0,0,370769.7522,9474.817483,1461.27852,0,1033.254636,0,1409.020237,1681898.526,8689.084939,55578.80582,3455.094159,1869.095766,0.099421553,78.18947838,0,0,1718051.667,280500.4953,569364.2353,10055.51895,20435.82636,3641.452643,140203.2409,3499.742962,104155.2912,53365.84296,0
144.7100943,0,228.4684121,0,0,81971.67524,168.402282,0,0,0,0,0,763.6143681,7.897794155,383.3595051,484.8389794,15896.10833,268868.5125,5197.012945,41683.24028,174.7737244,0,5177.592892,0,1247662.25,73595.84296,10936.0387,245.4030837,176.1113795,336.4412702,1887.345175,16229.8224,185824.8956,1235.510623,1650.118252,0
0,0,266.3976767,0,0,0,0,0,0,0,0,0,0,690.4374384,0,0,0,0,1351606.039,0,0,0,0,0,0,0,0,0,0,0,0,0,41065.89418,13066.28451,11466.92952,0
29.289571,199.3974071,1442.497364,343.3403069,31.72222916,12293.08795,272.8153172,3673.442452,5951.784279,393.6643982,117773.0866,0,895.9609748,5032.559338,216.3204294,28.93979717,46180.3798,3454.321349,27445.33179,146917.1785,922.976892,3374.597221,2285.497478,2104.008903,30243.6341,290326.4927,30858.34374,55030.28667,105342.8139,95293.72842,145830.0975,291185.9171,223901.952,86840.05736,38114.0182,0
40276.00282,5405.329712,2073.750076,2651.547385,2080.546578,7543.06684,1294.365283,215.2011349,236.070298,6102.816137,8277.246707,8465.940537,707.1921736,85.61436261,58.5885541,1352.071592,6839.040895,5776.060308,7247.298533,1363.88768,3488.557996,12.14506843,1297.442757,665.2212638,5464.592887,7848.32355,4599.095529,1262.289066,647.1966204,262.0856531,6141.113731,5786.292345,1877.733103,13001.22807,1245.337935,0
0,0,0,0,0,0,32.48556774,11.1142591,19.33005797,2.15007333,0,0,0,7.803845269,0,31.49803835,26421.07659,8726.03561,23798.10515,41.16387861,800.3219379,75359.20962,4560.518669,100.4322306,682468.4051,19701.23498,2882.282116,3565.50404,194.1359316,607.3308767,0,8742.06925,3477.308713,0,3644.774273,0
8.185024442,399.9212355,662.2010992,473.1884964,677.4062342,16812.44502,102.915537,3821.16904,1217.75283,389.8921338,4708.606196,13767.37868,4560.337301,1966.353266,651.3883564,150.0186253,1611.703526,999.2557381,1528.023074,261.5086344,51.38688058,375.7779137,5000.652222,21.66081364,19497.25342,13667.51165,15973.19067,361.9826833,4262.88517,2816.156016,4195.401968,14804.76345,15451.64361,50.39594139,10607.1702,0
9.178157168,1260.370843,177.1727478,56.88942256,169.8403651,14616.94589,1069.010994,99.26166463,831.997413,635.0742343,11743.99787,1511.109512,567.4361269,1772.759691,930.9399228,1130.296097,19965.98757,4154.376816,11040.34251,2506.749835,371.2828502,5305.752187,2413.311573,13151.25247,1500.747562,83329.85275,647.4335895,10159.93071,32165.81939,12570.17633,45576.00266,52021.21043,65690.59694,13560.75622,4901.09615,0
0,10914.91092,117820.6366,25296.03164,4880.990558,98950.77418,1234.154444,41116.98316,28945.3284,9805.880241,101377.3888,38147.68558,83288.47511,12998.23525,47.50169482,1757.609397,17674.66727,1194.257865,17505.54961,254.3658783,588.7054997,4781.203335,1909.911805,8937.671602,27467.41883,558147.9809,457897.3225,68500.20946,78214.6368,545389.1721,419081.5789,277319.8765,2355.596225,1040.906386,9846.910737,0
94924.57868,235410.9798,201282.7546,50482.15193,113551.3728,583604.0714,232434.4688,68190.99029,26189.81739,90294.4018,803995.7241,216354.518,93702.29231,197443.3676,995039.2901,572076.1743,805344.2031,172583.2329,549731.3928,110043.0504,6067.218271,52396.79591,14548.50943,23082.61115,1176472.378,2021756.139,839333.5892,201382.8342,409014.2846,364844.348,583241.9295,357094.7838,345414.289,93684.11208,72578.72637,0
38461.59857,7959.440769,71100.14885,30426.01026,31135.28651,473233.0404,11869.96256,121289.49,36557.66684,10322.01299,198793.074,249355.8931,207835.1348,6233.2283,13771.34408,45113.15778,155921.5485,138481.7271,208158.5584,22147.41694,7000.299385,33675.52819,12258.52683,3453.052707,265229.6675,1924643.96,1805170.331,58343.52179,283330.2751,145853.3605,656224.6066,261522.7729,112294.6372,33037.46355,39603.9199,0
110.6650893,16309.00903,2422.043375,826.4415084,312.1591325,132863.4279,218.8331724,1817.167669,1014.439832,160.71967,175842.9748,0,12260.35598,7200.962292,37.41387227,37323.49328,25991.26771,913.8215709,12373.464,1265.638258,416.115259,1992.144439,1314.011075,401.5422752,39975.4676,132764.9703,212685.6263,6644.114073,16338.75433,294512.7107,459230.5576,36050.69291,63164.75191,33043.92881,87459.17032,0
2205.106198,107884.903,13137.16572,53013.12146,40533.86517,480420.1644,7830.541388,19121.75231,19917.57253,11203.96801,726750.0836,46725.27169,46577.88064,26849.01065,13842.20637,107635.0271,139232.0598,50936.02234,99781.76726,18673.02827,3355.625872,11738.81366,13474.70288,8012.892305,223210.2914,1059785.437,591095.3263,14164.94059,1201301.845,422235.8245,547281.4069,501972.047,506129.0134,35307.09204,17116.90987,0
66540.04683,13294.27426,24907.70076,64.22764545,2839.017317,170539.4823,7840.462403,9980.612675,6231.453794,6263.648426,388783.344,112057.4899,69189.65452,1162.563682,674.9811667,227242.0582,58210.4866,2639.331967,55210.53252,4174.020349,1856.710864,2444.716241,5180.227056,2985.881153,126719.7537,2031831.212,987552.9213,17972.57549,369331.0676,503854.1923,351453.0351,85316.89962,215493.3078,32976.36687,84289.44485,0
303.2021023,109.4618573,1765.555419,532.6277494,6756.823575,96589.21319,6809.820189,31278.21985,6035.649736,1341.415391,440042.1066,535009.7069,11902.77076,32990.90195,536.6314021,38256.9207,70791.24807,31118.82195,77379.0473,6543.443732,2602.230249,10492.65949,7533.413458,5761.001468,1498276.843,1102054.731,339058.2225,85693.54916,441242.4173,341586.6047,785777.8126,213518.153,3588.358249,10767.88562,57970.209,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206.7287061,672.4085522,2497.478219,863.3113284,671.6959484,6756.93266,194.6171562,106.9179704,319.2957925,724.1864218,136753.199,2494.865765,0,10326.54256,163.9354273,2816.304781,166.8948874,2775.604013,75.88986245,6447.545378,816.6878349,0,134.7731997,645.4903606,79583.10945,394.1846501,0,782.0346476,138554.9146,17922.46112,31281.8448,36087.14417,696819.0146,100.2114843,9018.290655,0
1447.100943,469.1222457,1756.55968,302.9162556,485.1137405,2027.079798,200.4556708,100.0402062,31.66920929,72.07542587,956707.0622,3671.016769,0,96.060861,54.64514243,1747.765614,292.0660529,485.7307023,2140.094121,12138.29903,2.552149484,0,5.834337648,49.113397,9076.906143,1261.39088,0,1251.255436,3442.371449,2323.60125,3429.938609,3992.565577,23668.13349,148413.2083,844.358231,0
2357.465255,6755.360338,51938.89317,25270.78862,18732.14114,78679.9762,6005.926071,48745.87232,38631.42966,554.2374916,391404.7102,4729.552672,70072.31886,3214.119798,17359.27261,45446.72333,29345.68437,39322.44348,16058.29489,7505.667189,5574.633201,6879.587297,10069.78651,1208.363125,70593.47358,332541.8055,45628.34582,21888.16851,103134.6509,91950.17649,343104.5041,204502.7902,223344.1735,77366.49854,48792.10992,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
