54.68838187,0.514965276,0,0,0,19.62160363,0.670315907,0,0,0,0,0,0,746.4040404,1196.62934,0,26790.49257,657.2256685,632.1525738,1684.55882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8480.901072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.03355858,32.56922201,0,0,0,0,0.427499394,0,49.35522199,0,0,0,0,42.80327843,0,0,464.2550678,54.57985428,42.17204568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23656.56157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23.65230506,0,8300.917028,0,0,6.717509464,0,0,0,0,0,0,1101.807207,0,439.6480891,0,5751.560789,1047.900568,0,6482.902918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396658.1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,27.28184343,0,0,281.4510854,0,0,0,0,5255.046072,0,13613.93566,25.19373928,2247.481233,1955.812573,778.354229,867.8775756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14458.35817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568.0043799,928.9226215,0,4170.717341,0,0.050642035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3814.44638,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3.404355202,0,185.7682046,0,0,0,0,8934.383618,0,0,275.9790822,902.2270847,616.8586572,783.5640268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146909.979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,418408.2756,0,0,43831.65853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.117E-10,0,0,-1.03011E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94439E-11,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1.974555783,0,0,0,0,0,0,0,0,0,14.21734568,0,0,0,0,0,0,7.008694247,0,0,27.3322332,761.2215982,0,6558.111585,2.904386822,0,0,0,0,0,8.292870015,0,0,0,0,0,236638.9744,378817.7846,88492.18913,0,0,0,0,97.99245167,0,0,0.112781399,0,3.721850335,0.682266986,0,0,0,0,1.171321207,0,0,0,0,4840.037622,0,0,0,0
3.06898388,4.135683045,0,2.078918286,0,0.559027659,3.449794984,0,375.8192496,1028.601622,0,311.5897839,5.225619189,109.3770963,197.9829222,31.46213464,161.429203,211.6994575,523.6549699,30.89613179,45.67484489,0,125.0529844,588.5293515,65.67266068,36.74919657,20.84261358,11.97494596,314.9579969,409.3864421,75.19062408,243.9255617,375.2251303,431.2171418,96.04937752,159.7128202,50.73047073,2.182172009,106.952022,304.1541516,26.68966695,3118.125074,16.37664488,0.248046367,1909.403714,4587.752446,15942.89106,1099.172762,6731.653542,100.2683447,23959.40846,12181.37186,57.84239239,239.4036405,413.9075467,259.1642296,4519.667748,1304.496227,1563.003079,1455.668817,1367.866432,336.3038675,95.89452044,4002.802115,199.7265233,17689.78377,1043.758972,298.955973,323.651392,16.93217702,814.5290075,12.07279476
0,0,0,0,0,19.33129672,0,0,414.9633142,0,0,0,0,3107.395114,47.14332677,0,5942.84812,4169.521512,1573.204157,197.9243918,2369.433237,0,0,0,700.9320926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3851.215825,0,0,0,0,789.4446641,234582.3953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,16792.82621,4694988.534,6786.971957,41768.17446,25984.05829,38297.54154,0,0,0,0,0,0,0,0,0,0,27.61783629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23762.8658,0,0,0,0,0,0,6319.728826,2122402.065,0,0,0,0,0,0,0,0,0,0,0,755.3417935,0,1685.269853,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51785.27903,0,28967.63663,2464.211208,1489.427583,20747.5921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.38646276,0,0,0,0,0,0,0,0,0,0,0,0,0,1209924.108,0,0,0,0,0,0,0,0,0,87.17123629,0,0,0,0,0
0,0,0,0,0,55.80890988,0,0,5807.418223,0,0,0,0,1317.768472,141.3855875,21.73643994,632275.5259,177532.8354,60479.00883,129106.8926,80.89097716,0,4145.334284,4.542418954,985.3843593,449.8968565,0,0,0,9.633777294,102.3826242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14324.14753,0.035466193,10196.02197,6290.25813,0,0,0,147.9210565,2614005.799,0,0,0,0,0,0,0,5638.532468,0,0,0,455.316601,0,0,0
0,0,0,0,0,33.43718292,0,0,569.9571468,0,0,0,0,190.1465447,0,20725.55743,17148.48962,10830.91335,12766.01123,0,8219.754103,0,0,0,0,0,0,0,2596.68289,388.5144894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12426.36001,0,0,0,0,0,0.000287693,34.05552235,489015.7101,0,18.30590258,0,0,0,0,0,0,0,6970.570988,0,394.9923017,0,0,0
0,0,0,0,0,0,0,0,7930.078499,0,0,0,0,644.339223,259.0091209,1.238439753,44292.64139,4702.403066,37358.68221,19649.8898,2634.062383,0,1274.347231,0,302.9241417,0,0,0,27380.89066,0,0,0,0,0,0,122.1510899,0,0,0,0,0,0,0,0,0,0,0,0,2520.521303,0,3134.432949,0,0,30.57261161,0.048233043,0,923859.841,0,0,0,0,0,0,0,0,0,0,0,80.11891735,0,0,0
0,0,0,0,0,492.6250654,0,0,35.09410924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12717.4802,0,0,0,0,0,0,15691.50708
0,0,0,0,0,0,0,0,598.0046171,0,0,0,0,0,0,0,966.8023219,0,17.13862537,0,2288.927152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7676.147116,0,0,13.45460477,6.577267368,49.72227204,0,17.85488224,197747.0377,0,0,0,0,0,0,0,5212.238519,0,219.5473168,0,243.9989679,0,0,0
