0,0,0,448660.1608,0,2822209.53
174233.8133,0,0,1790.942637,0,196083.8208
141395.3185,0,0,26536.7824,0,361979.1045
133638.8134,0,0,274.9750766,0,0
81256.47914,0,0,69.4441018,0,0
564624.2931,0,0,5810.969277,0,1123993.937
1117925.509,0,0,30409.93768,4.093410613,0
1346138.301,0,286033.4422,24013.32279,0,201535.2948
29095.01763,0,1414.138125,1758.821409,213.9496817,0
0,0,378821.2905,-8855.327405,97689.03044,323075.3141
66452.85052,0,4859.126741,44.3477775,0,11325.4678
0,27062.29855,634007.8957,5357.300098,0,167834.5463
0,37610.0797,433584.9524,36452.31252,0,642900.9189
3444.363221,0,47784.71516,-12339.49798,0,29893.56735
0,16381.91105,2562.145906,7078.339255,0,130724.1244
0,0,0,22206.28257,0,279497.8895
116458.927,22094.46404,146169.4752,23245.85892,0,871417.1756
863166.6044,102806.8733,67648.72519,130366.3632,0,2534200.267
713274.7191,36178.98036,2047.282565,62657.44217,0,467879.1307
0,0,0,0,0,0
180123.5732,4803.111639,0,11679.49215,0,1547333.589
1801974.688,8100.546162,0,3846.041997,867.7678756,2466850.14
771173.1284,8757.561288,0,649.1857864,0,601263.1538
0,0,42563.78272,-372171.9113,0,5663232.72
0,0,6032.797824,3084.836476,0,1144803.21
0,0,5595.477018,60048.1456,90960.17875,898228.1494
0,0,0,41924.62345,0,174039.675
70045.22424,0,0,27706.36623,0,0
3034077.496,254657.2308,0,735112.9276,5047861.834,0
5696531.081,0,0,516379.8889,0,135008.5427
921210.4028,0,0,212.8374799,0,1003694.156
5193231.738,414213.062,0,62341.73208,0,4398422.947
1193168.99,0,0,64837.49454,0,0
2735122.89,118549.6026,2210.655952,47152.9511,103.3378381,22071.93624
0,236.552625,0,865.0063391,0,0
80837.65912,694380.4755,15.53316605,29733.89986,0,0
685451.2849,369304.2867,0,20924.59737,370197.2884,1224197.391
0,0,0,2101.638488,0,0
166375.9864,26332.2372,1877.876281,167.3516008,1.733118264,0
1605267.495,304860.8924,1125265.372,189252.6825,2632.458953,0
540396.011,17785.02963,6057.028898,-3595.077175,0,0
1100989.02,415537.9061,573381.1745,5371.464785,1481.619744,0
855655.3709,1537187.633,0,203.3377812,0,0
116544.0954,70015.24428,0,15476.10312,0,0
0,861959.5556,19335551.55,0,0,0
7487395.394,383220.166,575623.8049,622687.6851,2195650.8,6283400.861
111507.6537,1339652.773,0,0,0,0
6883897.642,512490.8271,51205.44806,55392.08358,195317.2924,640120.7109
396375.8668,28727.81038,7530.173571,8145.852046,28722.98102,282838.6941
1753448.249,406323.2404,3811.807298,4123.466476,14539.70054,41608.96936
77666.94337,280.9467549,422.0019049,456.5054242,1609.677731,5081.133182
819509.1987,380541.4541,0,0,0,0
129228.1019,0,0,0,0,170350.832
1813894.493,329818.0035,0,0,0,95468.1
3650814.153,934248.9991,41156.46296,0,0,0
2012369.998,114425.5638,0,0,0,0
39750.95755,183720.8446,0,0,0,0
8821.720715,0,0,0,0,0
1822811.042,116628.7311,0,0,0,0
12649.50276,684640.6396,0,0,0,0
381002.2446,8433495.615,0,0,0,0
2862507.663,443867.0084,0,0,0,0
4593595.936,1039704.881,0,0,0,0
1249602.702,0,0,0,0,25502.1
204441.9244,98537.77331,0,0,0,0
379470.8148,146676.0706,0,0,0,0
