1440294.43,0.00,0.00,0.00,0.00,0.00,55784.76,0.00,0.00,0.00,0.00,0.00,10373109.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26619.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,93462.98,0.00,0.00,0.00,0.00,9031.86,0.00,0.00,0.00,0.00,0.00,11355.11,0.00,127367.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5974.24,476.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,401772.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,1350522.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7918978.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14600.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,148131.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4468547.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2567.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,433219.64,25482.73,0.00,0.00,14.47,10.51,101.61,1.48,0.00,1706.16,0.00,10.55,107.35,44.60,7708.22,134.62,0.00,0.00,37.50,268.44,10.78,108.53,140.37,112.19,67.88,249.25,258.73,103.74,302.35,1487.94,167.13,133.57,0.00,0.00,0.00,0.00
77881.58,0.00,1226.66,0.00,13750.83,17389.58,11818.48,0.00,0.00,0.00,0.00,0.00,36048.12,0.00,87754.55,0.00,0.00,864161.10,359067.85,0.00,0.00,0.00,0.00,0.00,2236.98,0.00,0.00,107042.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
46807.69,0.00,2913.14,0.00,117.72,148.87,0.00,105739.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,495506.51,0.00,0.00,518586.74,0.00,0.00,0.00,0.00,2212.12,0.00,664330.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,464112.77,0.00,0.00,0.00,0.00,0.00,83720.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1048.89,0.00,0.00,2898.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1632505.94,73537.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7962502.27,0.00,0.00,0.00,1265.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,484889.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49593.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22980.54,473127.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8838.53,0.00,0.00,0.00,0.00,0.00,20439133.06,1610.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,5857.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87688.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17672.37,30656.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,8951.94,0.00,0.00,0.00,0.00,0.00,0.00,15454916.81,793.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,103.46,692.71,41497.52,7480.36,913.56,123810.05,1056.99,145073.52,112100.34,88450.29,0.00,27653.86,12184.08,114943.97,43.63,257.22,0.00,0.00,0.00,0.00,0.00,0.00,28520.72,8520.73,4981.32,5151.27,187305.58,100830.76,6792.18,42.84,3920.06,973.37,124220.96,179822.94,150221.92,170322.86,258445.60,141608.28,297147.05,0.00
0.00,415.76,744.47,936.84,468.22,1361.88,25143.24,3044.06,0.00,14.47,10.51,101.61,1.48,21760.83,3.59,37460.29,10.55,107.35,44.60,7708.22,134.62,249.51,50.28,37.50,1590.74,10.78,108.53,25507.11,112.19,67.88,249.25,258.73,103.74,302.35,1487.94,167.13,133.57,411.16,851.96,13848.00,0.00
0.00,103.94,0.00,749.48,0.00,0.00,1988.07,0.00,0.00,52991.26,34608.11,79429.30,0.00,1632.06,0.00,81.82,66142.58,0.00,0.00,160213.97,420.45,2453.77,494.49,2479.68,0.00,1077.70,116230.11,4496.87,0.00,0.00,19.19,0.00,0.00,0.00,0.00,2874.73,2123.87,0.00,84.24,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.47,10.51,101.61,1.48,22848.87,3.59,1.46,10.55,40686.25,44.60,7708.22,134.62,60.07,12.11,37.50,0.00,10.78,108.53,140.37,112.19,67.88,249.25,258.73,103.74,302.35,1487.94,167.13,133.57,411.16,11241.29,117.99,0.00
1617579.21,79628.54,271679.59,791305.12,181941.37,82221.05,12279.25,0.00,4495.60,85860.78,2298.05,0.00,5549.82,11968.46,13510.32,63.26,5429.48,139475.77,624321.06,304222.39,788.58,2470.20,497.80,2479.68,0.00,7194.07,3435.60,1655.35,801.30,71910.96,120.00,246.14,135.68,0.00,0.00,0.00,132.78,223458.44,201760.11,76740.31,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.46,10.55,107.35,9655.35,3827361.78,134.62,60.07,12.11,37.50,447.40,10.78,108.53,140.37,112.19,67.88,249.25,258.73,103.74,302.35,1487.94,167.13,133.57,723301.63,1684.85,154273.72,0.00
1458.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.31,0.00,0.00,0.00,0.00,133450.54,59547.24,12000.17,0.00,0.00,0.00,1147891.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39143.89,1959.08,0.00,0.00,0.00,0.00
0.00,103.94,0.00,712.00,0.00,0.00,0.00,0.00,4322.69,0.00,0.00,0.00,0.00,0.00,0.00,4.38,0.00,0.00,0.00,0.00,0.00,2777.53,559.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4680.77,20.79,0.00,0.00,21943.55,36258.26,0.00,22013.08,4322.69,0.00,0.00,0.00,0.00,5984.23,0.00,78.90,0.00,48202.00,0.00,0.00,0.00,2605.46,525.06,0.00,16928.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
291.64,0.00,0.00,65100.32,31457.83,6911.18,58.47,0.00,0.00,413131.81,252785.99,0.00,0.00,241001.23,198.39,65.75,0.00,0.00,1095687.22,0.00,0.00,3490.18,703.35,523460.57,2202.18,341276.98,27808.53,0.00,0.00,1068360.82,172884.24,791460.22,0.00,0.00,0.00,0.00,19800.35,393100.80,149553.21,112613.18,0.00
1633.17,415.76,10034.15,4122.11,4740.33,5994.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,307546.48,0.00,49.67,0.00,0.00,0.00,0.00,0.00,357.13,71.97,0.00,198.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,38.34,35.82,14961.88,5526.29,945.65,1631.90,0.00,0.00,44775.12,3126.29,168.96,2133.19,9029.40,5192.99,23.17,1494.56,26053.01,36143.00,3357.75,16.99,7.58,1.53,19297.86,630.72,1809.69,2665.17,25.72,33158.41,455.54,0.10,0.00,10.19,16257.50,167021.39,253927.89,34749.04,29448.22,10599.50,40287.65,0.00
30621.85,10.39,194.21,374.74,1404.67,3197.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36449.40,0.00,29.22,0.00,0.00,0.00,0.00,0.00,32.47,6.54,2479.68,4921.35,45.70,1777528.84,1950440.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
176440.19,10487.56,17802.53,141378.93,21070.02,26645.57,25213.40,96649.10,55522.74,440063.33,98984.72,323992.92,61254.27,1969053.73,149115.70,631.31,61262.29,885868.20,252957.57,442743.80,152627.95,68104.43,13724.65,52321.26,2203.67,6220.38,1400339.44,304051.22,180904.38,24313.48,4137.62,0.00,5589.84,19000.33,25519.26,267837.98,229636.75,32935.68,7672.01,38144.05,0.00
49724.05,1039.40,1294.73,8431.60,936.45,1184.25,1227.93,22653.48,1840.31,52227.96,34109.61,1877.59,775.64,233928.96,1888.20,43.83,933.23,15603.70,6483.50,11120.16,1321.85,589.83,118.86,245736.34,5016.87,10981.72,264087.91,43603.78,40928.80,9449.56,34.40,246.14,48.12,317627.78,1560470.62,266.85,102134.29,200063.20,46602.53,38623.63,0.00
82591.51,218.27,17293.52,42626.41,10862.77,19137.44,18769.72,74643.23,18026.20,23556.44,15384.50,15133.44,1855.93,168646.46,4518.01,632.62,8378.72,75763.04,31480.32,12017.73,4748.56,2118.87,427.00,4959.36,101.25,3807.68,102696.49,1794706.43,18493.51,60840.06,108.18,0.00,331.76,13659.22,8394.46,19359.41,26703.95,28201.37,6569.20,8092.51,0.00
14436.02,103.94,6097.76,936.84,936.45,1184.25,25318.65,144798.24,489.90,37.03,24.18,79.16,52.35,168646.46,127.43,818.17,442.70,2414.29,1003.16,108.17,460.96,205.69,41.45,0.00,0.00,1.52,342.12,3874.84,556.74,5.94,3072.89,0.00,1.37,48.14,252.75,1521.99,56.10,644.27,150.08,184.88,0.00
