0.00,0.00,0.00,104188.22,0.00
45311.04,0.00,0.00,4001.39,9696.48
41691.05,0.00,0.00,68.51,3401.58
14495.52,0.00,0.00,0.00,0.00
24298.75,0.00,0.00,0.00,0.00
4448.63,0.00,0.00,2470.12,0.00
69064.94,0.00,0.00,2075.80,124031.11
597892.52,0.00,739.56,53.32,81484.91
786137.33,0.00,605.14,0.00,1394.13
38211.41,0.00,0.00,429.38,0.00
0.00,0.00,1914.72,2892.05,1190706.99
0.00,0.00,0.00,10501.97,328365.33
0.00,0.00,0.00,2019.55,894545.57
60101.57,0.00,2031.45,371.77,22722.59
1402.18,0.00,0.00,183642.05,612601.55
1829.37,0.00,0.00,2900.27,3205.04
64844.13,0.00,0.00,1301.74,58119.01
56927.31,0.00,3365.21,14.95,376.11
32525.92,0.00,5471.97,10.04,402.56
203102.28,0.00,0.00,1504.70,0.00
164261.54,0.00,0.00,7607.63,0.00
120438.27,0.00,0.00,1499.87,0.00
173727.25,0.00,0.00,2663.76,0.00
35923.41,0.00,1511.25,137881.28,242513.78
3308.88,0.00,0.00,1721.41,4776.47
61051.75,0.00,4553.79,0.00,20286.69
359423.63,0.00,4777.99,0.00,10246.10
77819.77,0.00,9144.81,0.00,468.82
26781.67,0.00,11856.21,0.00,2397.04
0.00,0.00,94805.03,115622.81,6989346.10
0.00,0.00,13375.61,5362.35,612125.11
25579.12,0.00,0.00,0.00,0.00
43071.88,7590.36,0.00,46.09,471377.02
159174.63,0.00,0.00,2172.89,287850.13
259315.84,0.00,0.00,7705.80,1816865.48
1682349.83,0.00,922.64,3408.04,573.24
1358643.53,26675.13,0.00,0.00,2033.63
23787.91,7211.83,0.00,366.83,0.00
115528.16,2585.82,0.00,311.30,922.67
460.36,0.00,0.00,1556.01,150620.91
189848.69,1724.58,0.00,120501.23,1539701.28
471112.57,25894.02,87948.06,1175.73,981.97
315519.24,2984.66,0.00,10660.08,2544024.03
44889.95,32670.92,20201.12,361.84,160146.94
1186.72,665.67,0.00,36.23,7077.74
48120.13,414.18,0.00,20.58,0.00
379140.03,78053.59,422623.52,8995.64,0.00
208973.09,90873.39,166113.72,36603.31,3088.68
138831.67,49059.84,10479.92,1390.81,789.30
246005.43,13309.81,46959.84,0.00,0.00
866029.33,41293.37,73931.91,0.00,0.00
2262864.19,1592690.02,1790075.35,0.00,0.00
1228436.57,84043.70,76851.53,0.00,1348081.53
545605.83,174966.74,0.00,0.00,0.00
721350.08,192828.22,0.00,0.00,0.00
1031952.86,164676.80,53139.27,0.00,392199.43
478564.02,8695.12,7582.10,0.00,168432.53
131822.92,2889.64,1880.18,0.00,67070.17
604664.90,211131.71,56209.90,0.00,55593.45
90346.26,37075.29,940.09,0.00,28680.49
225200.54,55390.19,1358.12,0.00,0.00
38742.36,7291.53,17854.63,0.00,0.00
59511.52,11494.37,0.00,0.00,0.00
292021.12,17632.98,0.00,0.00,0.00
59926.05,15902.89,0.00,0.00,0.00
191692.88,158059.07,0.00,0.00,0.00
1256971.97,1827783.03,0.00,0.00,0.00
814808.73,245153.71,0.00,0.00,0.00
757641.01,32249.70,0.00,0.00,0.00
3964.64,0.00,0.00,0.00,0.00
