75531,10431,8136,6115,2142,2981,18492,86166,209680,4122,282765,30970,140091,20672,209796,1071,25869,10095,5702,31539,15360,9021,18599,55070,3865,10992,67507,10601,2898,427,19885,10503,13329,59212,50369,18967,119894,5249,41568,27556,186047,64906,61886,78277,1488,2894,7616,25535,24306,112110,243615,245231,108215,73418,126522,479739,226978,9557,199441,11834,22010,12496,9539,41233,22010,25179,3714,92311,47616,1590
216174,46436,25716,4745,2730,8086,33127,72372,87432,6529,259881,74057,80323,17328,152037,1813,30051,15992,6772,33189,52021,34258,19457,142690,18079,12601,49501,1667,9117,600190,95797,29988,46913,134368,651540,325144,394523,2392,18699,36572,315773,88594,492881,44980,11604,11650,385871,326242,23696,126417,262088,2601356,658158,140297,152074,452157,68775,83865,149228,69655,102522,352834,32202,136948,51294,233268,2757544,630316,493593,5022
327728,95458,46620,33485,19659,33863,144680,486584,432985,37595,927047,226423,608387,59338,339076,3104,74445,41773,19695,78252,89761,70252,81308,334310,26906,59277,174350,67764,47053,6257300,389746,42066,255166,207866,820469,711370,676134,15632,55766,123930,809719,202403,1607981,151354,17333,116243,461250,544949,94391,305730,263298,2216165,1431524,295010,319696,876976,296539,106214,301745,151533,216074,604846,87264,112627,78447,332154,0,72621,446193,8327
17610,342,310,277,284,819,3562,10481,3770,234,42377,5145,7108,1728,29366,209,7398,2167,970,8863,7766,4529,3776,32650,732,1923,4869,987,1954,188002,68490,2503,23037,19323,57989,83198,27646,397,1850,5535,12273,8325,10082,18061,1116,1871,20731,3573,9715,13500,43951,253912,151115,44616,36640,83943,92927,4965,114275,23021,14733,32991,10345,2137,12705,23058,322833,78174,25213,66
6394,290,676,602,160,427,2578,7860,8730,543,12100,1725,1453,490,12453,230,4295,1049,470,5391,2912,2193,1313,3057,989,844,3975,121,857,363642,4985,2522,5355,11086,54423,19604,9690,1624,1139,2612,20269,8608,9354,7934,838,707,2907,2903,9123,7068,7605,98982,100941,17860,35722,22232,14677,1014,22208,3433,4263,28215,6746,4324,5469,27911,0,14438,3572,90
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
