45767.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.55,5470.43,3213.28,0,0,0,0,0,0,0,0,0,0,0,0,0,596952.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335.69,0
0,4894.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1789.06,972.05,0,0,0,0,0,0,0,128.27,0,0,0,0,0,0,0,93247.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1391.55,2326.44,0,0,0,0,0,0,0,0,0,0,0,0,420.09,158.63,0
0,0,3145.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38970.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2933.58,0,0,0,0,0,0,0,0,0,0,0,0,0,483.19,0
0,0,0,2394.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32035.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3202.31,0,0,0,0,0,0,0,0,0,0,0,0,0,145.64,0
0,0,0,0,1651.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1324.19,0,0,0,0,0,0,0,0,0,0,0,0,116.72,28.17,0
0,0,0,0,0,1208.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21567.31,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7624.05,12127.33,0,0,0,0,0,0,0,0,0,0,0,0,1094.47,8.03,0
0,0,0,0,0,0,8182.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12949.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2324.63,4341.1,0,0,0,0,0,0,0,0,0,0,0,0,5478.53,0,0
0,0,0,0,0,0,0,2661.71,0,0,0,0,0,0,0,0,0,316.9,187.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3313.2,5901.54,0,0,0,0,0,0,0,0,0,0,0,0,423.51,3328.43,0
0,0,0,0,0,0,0,0,14299.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7009.79,2155.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,991.37,5729.74,0,0,0,0,0,0,0,0,0,0,0,0,829.37,2700.64,0
0,0,0,0,0,0,0,0,0,2434.64,0,0,0,0,0,0,0,541.58,320.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7294.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2394.64,3431.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,626765.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623498.11,0,0,238.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,34861.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36338.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,87749.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252225.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1056.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11160.01,0,0,590.62,0,0,0,0,0,0,0,0,0,0,0,5945.06,0,0,0,0,2568.36,2004.36,0,0,0,0,0,0,0,0,0,0,0,0,77.4,7.98,0
