0,0,0,5905.109526,0
220592.7726,0,0,511.4430686,36741.51252
304684.635,0,0,-0.20307339,0
2287415.984,0,0,-0.132160354,207664.81
1153463.712,0,0,0.115459975,243616.6436
110846.2883,0,0,18.57766341,2.479309331
0,0,0,133209.1065,0
0,0,0,55.00228554,204273.8168
212256.0456,0,0,64.44526185,0
0,0,0,241663.2375,0
31365.35831,0,0,167.2800382,87911.48929
176118.5613,0,0,17.87901976,0
166388.119,0,32881.19945,3316.996988,3267.160801
2485370.074,0,0,841.2432962,71.40580401
66798.42395,0,0,-24854.80935,32480.5459
1483403.342,0,0,580.2640224,1021590.844
0,0,0,156.939973,0
2646.354625,0,0,-64.52029777,0
2836069.909,0,0,3875.154356,90717.86539
1799977.638,0,0,1314573.795,11096398.78
4909082.358,0,0,17104.62391,3905.454009
2469551.96,0,0,-114205.6618,285044.5605
2235760.701,0,0,96994.7764,2145980.906
744746.0454,0,0,21653.99452,177114.4804
1048680.41,0,0,-25118.60423,180835.406
102749.8135,259.3102273,0,-10262.41741,4818.849581
76435.6605,2292.479359,505.0968822,-7287.994079,57718.88629
95959.99847,0,30.60377767,-6984.541781,7345.673341
0.077822365,0,0,108729.9786,751710.6731
0.19258321,0,0,-84555.89159,1234850.569
219284.914,15168.20788,82500.69906,90372.70044,337969.4338
89501.67899,32401.90806,0,-30394.17636,115929.3252
5866.214908,2550.442471,0,-69966.42075,253039.7419
61944.58491,7794.769786,0,-19410.02046,176.1427667
325812.7805,530.7467241,0,18652.01698,276646.4134
66342.71793,5988.064606,0,-6516.710895,0.884546133
108861.7798,0,0,905192.919,6596701.799
481857.4039,0,0,-31410.3476,209370.5315
14050.42471,0,2463.708349,84321.93223,732830.9515
38455.55245,9690.752188,9475.814452,32896.99106,91181.84207
0.283213498,0,0,366091.4167,2296482.224
63358.41968,37356.49408,581844.2035,51898.21842,76209.8098
12587.63903,7122.931371,203999.5527,-6895.001707,10215.58265
21106.8649,791.0699564,22511.16965,6713.315848,1622.345477
69151.97743,0,46450.33911,-7073.576471,0
6656.663471,0,2398.765911,91.74198892,1088.479161
35002.75625,1330.205387,35116.5407,-7267.144195,151.197904
15960.40059,875.761586,1462.117343,163.2312242,15158.22518
1632534.053,182324.58,0,0,0
186166.1472,11310.73303,0,0,0
70068.06149,83683,3511270.017,0,0
0,0,6773710.628,0,0
4672621.02,56830.062,1322019.453,353849.8036,6788571.495
3102927.469,183393.2725,0,0,0
152923.9713,17550.67738,0,0,0
53769.37139,0,0,0,0
4389223.854,347194.9701,0,0,0
932701.051,60002.43746,0,0,0
1714062.948,13718.73239,0,0,0
1227982.329,13531.94372,0,0,0
555436,91093.34876,0,0,0
1138049.739,53831.79413,0,0,0
3094274.656,61084.25,0,0,0
138056.8074,19759.92789,0,0,0
0,6508814.24,0,0,0
1076387.219,205195.264,0,0,0
773398.9924,7245.503979,0,0,0
406081.7636,73506,55380.93869,0,0
670987.4202,8462.306779,0,0,0
751128.3697,32942.90794,0,0,0
0.011249674,0.000577089,0,0,0
