"795,108.07 ","3,191.60 ",0.00 ,"596,367.73 ","8,220.50 ",57.22 ,"2,467.84 ",0.00 ,0.00 ,0.00 ,0.00 ,"3,941,247.39 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"2,441.48 ",715.12 ,0.00 ,0.00 ,"11,256.35 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.58 ,0.00 ,0.00 ,0.00 ,0.00 ,"5,071.13 ",0.00 ,0.00 ,417.34 ,79.06 ,0.00 ,0.00 ,"1,275.21 ","113,529.34 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,521.87 ","43,436.66 ","52,331.21 ","11,265.72 "
"1,508.31 ","48,694.70 ","1,383.12 ","78,093.35 ",5.92 ,0.04 ,9.37 ,0.00 ,0.00 ,0.00 ,0.00 ,"111,898.80 ",0.00 ,0.00 ,0.00 ,0.00 ,424.79 ,0.00 ,0.00 ,"41,188.67 ","8,633.85 ",0.00 ,0.00 ,7.04 ,0.00 ,0.00 ,0.00 ,0.00 ,94.76 ,0.00 ,0.00 ,0.00 ,37.39 ,534.80 ,0.00 ,0.00 ,0.00 ,0.00 ,"28,689.83 ",0.00 ,164.79 ,690.28 ,1.44 ,0.00 ,0.00 ,"5,190.20 ","214,661.26 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"21,137.05 ","490,282.10 ","68,833.59 ","53,803.60 "
10.18 ,21.74 ,"43,128.88 ","1,162.43 ",3.04 ,0.02 ,0.02 ,0.00 ,0.00 ,0.00 ,0.00 ,"433,721.57 ","270,379.83 ","2,291.50 ",992.75 ,0.00 ,"4,216.31 ",0.00 ,0.00 ,"126,576.99 ","30,105.35 ","703,899.71 ",0.00 ,6.74 ,0.00 ,0.00 ,0.00 ,0.00 ,90.59 ,0.00 ,0.00 ,0.00 ,78.80 ,"4,600.61 ",0.00 ,0.00 ,0.00 ,0.00 ,728.93 ,0.00 ,2.86 ,8.48 ,0.00 ,0.00 ,0.00 ,6.81 ,"3,547.08 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,58.55 ,802.76 ,17.47 ,"13,191.86 "
"283,237.42 ","49,620.06 ","32,051.36 ","474,675.46 ","19,000.89 ",165.90 ,635.65 ,0.00 ,0.00 ,0.00 ,0.00 ,"993,459.94 ",764.14 ,0.00 ,537.74 ,0.00 ,0.05 ,0.00 ,0.00 ,654.01 ,"4,661.30 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,435.02 ",0.00 ,0.00 ,0.00 ,0.00 ,"4,892.63 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,965.17 ,634.82 ,"1,394.14 ",0.00 ,0.00 ,"32,675.81 ","1,055,804.59 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"289,212.88 ","3,423.89 ","3,487.04 "
"185,484.56 ","3,536.75 ","23,912.74 ","58,814.69 ",227.47 ,"4,126.64 ",692.77 ,0.00 ,0.00 ,0.00 ,0.00 ,0.53 ,0.00 ,0.00 ,1.92 ,0.00 ,"1,103.50 ",0.00 ,0.00 ,587.13 ,13.23 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.04 ,0.00 ,0.00 ,0.00 ,531.73 ,20.34 ,0.00 ,0.00 ,0.00 ,55.27 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.01 ,3.90 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,101.75 ,97.81 
621.98 ,22.81 ,110.82 ,307.98 ,0.95 ,58.42 ,7.48 ,0.40 ,0.00 ,4.63 ,0.00 ,60.91 ,0.00 ,0.00 ,7.40 ,3.54 ,"13,237.61 ","5,416.72 ",0.00 ,"2,566.39 ",42.99 ,0.41 ,0.00 ,114.40 ,0.00 ,0.00 ,0.00 ,0.00 ,108.61 ,0.00 ,0.00 ,114.01 ,"2,696.94 ",123.07 ,0.00 ,0.00 ,0.00 ,"46,575.31 ",39.98 ,13.16 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.46 ,14.96 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,21.52 ,0.90 ,0.52 ,341.03 
"1,944.16 ",0.00 ,126.67 ,673.07 ,218.35 ,48.71 ,"92,798.90 ",0.00 ,0.00 ,0.00 ,0.00 ,"477,952.38 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,908.43 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"33,237.66 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"1,146.48 ","1,215.88 ",0.00 ,0.00 ,"7,919.70 ","219,911.88 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"175,123.83 ",4.50 ,"15,507.81 "
0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,42.08 ,0.00 ,0.00 ,"1,796.51 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"11,465.14 ",0.00 ,0.00 ,0.00 ,0.00 ,"10,341.11 ","12,116.87 ",1.33 ,0.20 ,579.12 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,"13,831.57 ","4,871.75 ",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,410.66 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,228.39 ,1.30 ,0.00 ,0.00 ,"45,261.33 ",0.00 ,"3,388.24 ",13.47 ,49.87 ,143.58 ,0.00 ,0.10 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
0.00 ,0.00 ,0.13 ,0.44 ,0.01 ,0.00 ,0.00 ,0.00 ,0.00 ,2.91 ,0.01 ,23.95 ,0.00 ,0.01 ,0.01 ,0.32 ,0.07 ,0.00 ,0.00 ,"3,038.11 ",10.79 ,0.48 ,40.12 ,"11,624.21 ",953.56 ,17.66 ,210.89 ,0.00 ,466.65 ,8.69 ,0.00 ,232.87 ,3.77 ,36.35 ,0.00 ,496.54 ,0.00 ,"80,443.12 ",32.04 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,279.72 ,0.00 ,0.00 ,0.01 
