"50,877,931",0,0,0,0,0,0,0,0,0,0,0,0,0,"3,527","98,807,645",0,"36,432,394",0,0,0,0,0,0,"313,373,618",0,0,"106,716",0,0,0,0,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"82,596",0,"30,715",0
0,"123,949,115",0,0,"643,032",0,0,0,0,0,0,0,0,0,0,"30,061,088",0,"188,535",0,0,0,0,"1,239,227","9,855",0,"1,024,644",0,"2,122,251",0,0,0,0,190,0,0,0,0,0,0,0,"7,082","44,645","511,017","28,659",0,0,0,0,0,0,0,"1,864,112",0,"694,182",0
0,0,"6,156,267",0,0,0,0,0,0,0,0,0,0,0,222,"835,935",0,"362,931",0,0,"99,492",0,"23,272","12,203",0,88,0,"43,146",0,0,0,0,0,0,0,0,0,0,0,0,"15,567","48,121","197,502","23,537",0,0,0,0,0,0,0,"356,135",0,"132,622",0
0,0,0,"39,881,063",0,0,0,0,0,0,0,0,0,0,318,"25,834,239",0,"4,814,060",0,0,"235,888",0,"363,082",0,0,"72,696",0,"253,656",0,0,0,0,0,0,0,0,0,0,0,0,"1,094,557","1,907,441",0,"545,288",0,0,0,0,0,0,0,"9,152,207",0,"3,408,214",0
0,0,0,0,"69,216,948",0,0,0,0,0,0,0,0,0,0,"12,516,169",0,"1,574,001",0,0,"196,320",0,"44,471,718",0,0,"4,598",690,"813,463",0,0,0,0,0,0,0,0,0,0,0,"2,409","8,211,806","10,725,915",0,"9,823,489",0,0,0,0,0,0,0,"135,155,494",0,"50,330,899",0
0,0,0,0,0,"49,209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"75,045",0,"249,547",0,0,"111,244",0,"412,611",0,0,0,0,0,0,0,0,0,0,0,0,"410,217","591,857",0,"196,573",0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,"2,936,233",0,0,0,"5,661",0,0,0,23,"240,432",0,0,0,0,0,0,"88,899",765,0,0,0,"60,056",0,0,0,0,0,0,0,0,0,0,0,0,0,"2,770",0,0,0,0,0,0,0,0,0,"322,307",0,"120,025",0
0,0,0,0,0,0,0,"15,300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,165","508,046",0,86,"15,194",26,0,0,"44,568",0,0,0,0,0,"1,287",0,"3,472,935","19,819",217,"7,236",0,"4,576",0,0,0,0,0,0,0,"25,905",0,"9,647",0
0,0,0,0,0,0,0,0,"3,285",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"532,825",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,"43,103,944",0,0,0,0,0,0,0,0,0,0,0,0,"8,958,835",0,0,0,0,"36,070",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
