0,0,0,0,8963,0
85372,0,0,0,269,0
438186,0,0,16313,505,0
434437,0,0,291793,372,0
36382,0,0,0,113,0
0,0,0,918733,6011,80421
6427,0,0,2182092,24135,737874
0,0,0,103943,-3509,18927
9092,0,0,13272,239,0
94286,0,0,94322,2332,0
450752,0,0,91905,-1849,0
0,0,0,0,0,0
48054,0,0,0,574,0
2184001,0,0,3120,771,578445
0,0,0,0,0,270609
0,0,0,0,133417,16500
0,0,0,0,1290,1165853
0,0,0,0,0,0
345079,0,0,0,22642,6376670
176342,0,0,0,5272,356081
1662437,8490,13540,0,6732,575137
30375,4368,0,0,219,0
0,0,0,0,0,0
82791,1106,0,0,50,0
0,0,0,0,0,0
33895,510,0,0,454,10161
10582,436,0,0,385,0
18048,186,0,0,-13,29565
40505,1089,0,14708,7446,286930
47232,206,0,46195,82,186516
0,0,0,0,788352,14487970
13895,354,0,46385,601,0
0,0,0,0,0,0
37452,15,0,14984,501,46045
7225,46,0,12855,165,0
5126,1808,0,10654,104,0
617726,8730,0,0,0,0
23356,401,20546,0,486,0
0,0,0,8048780,0,0
623039,5316,0,826816,15909,190243
3225501,24453,8979,107870,101062,2616149
300084,4913,473,21497,5333,137991
50482,1587,19,852,213,13770
26815,694,12,531,131,3157
1054896,29452,707,32096,7959,213721
172698,1279,155,7044,1746,43185
118694,1163,0,0,0,16156
2647817,30625,0,0,0,21054
927439,1345,17152,587,0,1777
138982,417,65142,0,0,963
7727,79,0,0,0,355
151019,249,0,0,0,1039
1855117,57633,0,0,0,0
8862,1241,0,0,0,638
63531,4427,0,0,0,2323
66231,12365,5056931,113480,0,2219
686879,19939,819003,0,0,1109
781616,1774,235405,0,0,2456
99745,9236,40875,0,0,3334
338431,21658,0,0,0,124
