"366,280",0,0,0,0,0,0,0,0,0,0,0,0,0,"18,126","11,206",0,0,0,0,0,0,"4,013,832",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"2,798",0,0,0,0,0,0,0,0,0,0,0,0,"22,163","31,523",0,0,0,0,0,0,"238,480",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,"3,402",0,0,0,0,0,0,0,0,0,22,0
0,0,329,0,0,0,0,0,0,0,0,0,0,0,69,33,0,0,0,0,0,0,"1,837",0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,993,0,0,0,0,0,0,0,0,0,14,0
0,0,0,"2,155",0,0,0,0,0,0,0,0,0,0,303,45,0,0,0,0,0,0,"290,392",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,0,0,0,0,0,0,0,0,0,0,0
118,16,0,0,274,0,0,0,0,0,0,0,0,0,384,648,0,0,0,0,0,0,"7,643",0,0,0,20,0,0,0,0,0,0,0,0,0,0,"2,687",0,0,0,0,"15,663",0,0,0,0,0,0,0,0,"19,038",71,0
"71,527","2,730",9,"1,977","34,372","14,000","4,310","13,934","11,016","7,676","32,690",42,270,237,"6,460","21,050",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,"9,999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"41,512",0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,"626,512",0,0,0,0,0,0,0,0,0,42,0
0,0,0,0,0,0,0,"17,001",0,0,0,0,0,0,"8,491","10,465",0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20,492",0,0,0,0,"871,039",0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,"156,507",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,971,"918,216",0,0,0,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,464,0,0,0,0,0,0,0,0,0,0,0,0,"6,050",0,0,0,10,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,"1,207",0,0,0,0,0,0,0,0,0,19,0
0,0,0,0,0,0,0,0,0,0,"222,378",0,0,0,0,0,0,0,0,0,0,"2,810,394",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,371,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,"12,583",0,0,0,0,0,0,0,0,0,847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,"4,779",0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,"1,414",1,0,"4,212",0,284,0,0,0,0,0,0,150,0,0,0,34,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,"1,182",0,0,0,0,0,0,0,0,0,0,0
"29,435","3,751",36,30,"1,292","3,441",0,0,0,0,0,0,0,0,"20,367",112,0,0,0,0,0,0,857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724,0,0,0,46,160,0,0,0,0,0,0,0,0,"41,932",405,0
"13,473","1,717",228,28,"1,518","4,042","2,796","6,511","2,961",247,476,6,87,53,0,197,0,0,0,0,0,0,49,0,0,0,21,0,0,0,0,31,0,0,0,0,0,128,0,0,0,217,31,0,0,0,0,0,0,0,0,"4,771",49,0
68,70,0,0,0,0,0,0,0,168,131,4,173,0,273,259,"185,752",0,0,617,"3,668",0,43,0,"775,119",13,0,0,0,0,236,0,0,0,"13,720",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,134,311,92,0,0,0,0,0,0,0,"6,639","34,754","2,730",56,47,0,126,0,"392,015",4,17,308,0,0,13,"1,943",0,0,"2,967",0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,619,0,0,0,"11,656","1,454",0,0,"8,751",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,"8,006",0,0,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"157,569",0,0,"7,785",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,483",0,0,0,0,0,0,0,0,0,119,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,0,0,0,73,"84,124",0,3,0,148,0,0,250,"3,251","5,281",0,127,0,0,"178,158",0,0,"1,285",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,433",0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,80,8,0,0,"140,013","15,305",0,0,"3,948","38,233",0,0,"18,839",0,0,0,996,0,0,0,0,"1,162",0,0,0,"35,388",19,"17,135","8,101",386,40,"6,937","502,990",51,33,0,221,0,352,0,"111,270","65,618",733,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,46,4,19,1,0
760,0,0,0,26,68,"10,193","23,737",153,9,97,1,110,129,542,619,"49,760",0,"5,083","2,779","8,848",775,154,2,"67,381",25,89,141,22,0,522,"5,675",10,161,"1,440,288","19,979",97,0,"38,510",2,"1,989",550,7,"3,966",0,0,0,0,0,978,"1,391","3,879",143,0
1,0,0,0,2,1,3,2,2,3,1,0,0,0,1,1,3,4,1,3,8,1,4,0,5,8,1,2,0,0,0,2,5,4,3,354,9,2,0,5,1,5,27,2,249,10,14,0,15,"1,079","1,521",11,8,0
"24,259",887,122,43,"1,311","3,492","9,018","21,001","16,468",530,"6,953",143,135,16,137,215,0,146,167,270,"2,802",227,63,2,1,20,"3,622","7,737",1,0,1,10,281,13,0,"36,212",191,38,15,44,93,170,0,100,239,41,0,0,2,"4,355",1,"2,042",5,0
0,0,0,0,119,318,14,31,61,181,279,11,35,0,291,0,0,0,0,0,51,907,9,0,305,13,731,"102,224",4,0,15,"1,981",2,"1,305",85,"342,843","49,994",353,"72,443",254,341,327,30,"1,162",310,70,292,0,358,"10,669",98,"9,436",15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,4,0,707,220,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0
0,0,0,0,0,16,0,0,34,0,244,0,0,0,0,3,178,0,7,21,"2,040",0,0,0,2,0,0,0,0,153,1,0,241,2,401,85,"1,306",0,2,23,15,3,2,21,5,1,1,0,12,335,"1,131",520,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,324,1,11,0,0,0,0,1,0,4,1,0,0,0,2,3,1,45,0,0
28,44,1,5,21,56,16,38,132,113,"1,661",1,11,15,7,27,"1,200",158,"1,635",403,"1,836",10,9,0,39,5,31,616,1,0,3,88,13,0,"1,269","1,168","17,161",711,"2,054","4,055",36,149,148,2,9,11,6,0,125,"2,029",638,14,78,0
0,0,0,0,0,"1,779",0,0,743,16,240,3,0,0,"1,316","1,143",178,69,153,"3,212",125,"13,200","10,507",804,"1,270",127,625,"6,471",268,482,18,244,993,217,"16,945","1,956","2,081","4,161",26,288,"10,850","15,548","9,751",851,"1,479","2,056","4,250",24,782,"42,613",985,"3,052","1,671",0
0,0,0,0,30,58,26,273,47,0,248,0,4,0,680,45,0,0,0,964,72,151,"1,469",3,548,7,320,"1,850",49,0,0,133,85,251,668,789,907,5,12,282,943,"7,071","8,650",560,112,54,"1,795",4,206,"18,263",815,"1,322",774,0
