"36,625",0,0,0,0,0,0,0,0,0,6,286,0,0,0,0,0,0,0,0,0,0,0,0,0,"223,619",0,0,0,0,0,0,400,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"4,998",0,0,0,0,0,0,0,0,50,126,0,897,0,0,0,0,0,0,0,0,0,0,0,"2,053",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,110,0,0,0,0,0,0,0,0,28,0,0
0,0,"246,509",0,0,0,0,0,0,0,62,0,0,290,0,0,0,0,0,0,0,0,0,0,0,"174,366",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,503","1,381",0,0,0,0,0,0,0,0,0,0,0
0,0,0,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,"11,988",0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"8,940","2,182",0,0,0,0,0,0,0,0,"1,317",0,0
0,0,0,0,0,"7,767",0,0,0,0,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0,0,34,"20,592",0,0,0,0,0,417,0,0,0,0,0,0,0,0,0,0,0,0,0,64,70,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,220,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,0,0,0,0,0,0,0,37,2,0,0,0,0,0,0,0,0,0,40,7
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,0,3,0,0,"4,051",0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"25,785",0,0,0,0,0,0,"1,453",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,"77,772",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"56,100",0,0,0,0,0,0,"1,903",0,0,0,0,0,17,0,0,0,0,"4,283",0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,351,0
"1,135",102,"2,958",155,172,60,31,5,17,"13,368","1,386",693,8,"1,409",0,0,0,0,0,0,0,0,0,0,0,"14,282",0,2,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,578",920,0,0,0,0,0,0,0,0,0,"1,995",97
"5,536","1,749","24,326",580,434,19,23,126,"1,489","26,560","1,153","1,935",0,"3,732",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,4,2,94,2,3,4,541,0,0,0,0,0,0,0,98,0,0,0,0,0,186,0,"180,770",2,0,340,21,0,0,0,22,157,9,0,0,0,834,244,196,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,972
0,0,0,0,0,0,0,0,0,0,515,76,0,"550,706",0,0,0,0,0,0,0,0,0,0,0,"173,098",0,0,0,0,0,0,561,0,0,0,0,0,493,0,0,0,0,0,0,0,0,0,0,0,0,0,"34,095","21,121",0,0,0,0,0,0,0,0,0,"12,713",0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,"39,265",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"28,511",0,0,0,0,0,0,0,44,1,0,0,0,0,0,0,89,125,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
