40276.00,5405.33,2073.75,2651.55,2080.55,7543.07,1294.37,215.20,236.07,6102.82,8277.25,8465.94,707.19,85.61,58.59,1352.07,6839.04,5776.06,7247.30,1363.89,3488.56,12.15,1297.44,665.22,5464.59,7848.32,4599.10,1262.29,647.20,262.09,6141.11,5786.29,1877.73,13001.23,1245.34
0.00,0.00,0.00,0.00,0.00,0.00,32.49,11.11,19.33,2.15,0.00,0.00,0.00,7.80,0.00,31.50,26421.08,8726.04,23798.11,41.16,800.32,75359.21,4560.52,100.43,682468.41,19701.23,2882.28,3565.50,194.14,607.33,0.00,8742.07,3477.31,0.00,3644.77
8.19,399.92,662.20,473.19,677.41,16812.45,102.92,3821.17,1217.75,389.89,4708.61,13767.38,4560.34,1966.35,651.39,150.02,1611.70,999.26,1528.02,261.51,51.39,375.78,5000.65,21.66,19497.25,13667.51,15973.19,361.98,4262.89,2816.16,4195.40,14804.76,15451.64,50.40,10607.17
9.18,1260.37,177.17,56.89,169.84,14616.95,1069.01,99.26,832.00,635.07,11744.00,1511.11,567.44,1772.76,930.94,1130.30,19965.99,4154.38,11040.34,2506.75,371.28,5305.75,2413.31,13151.25,1500.75,83329.85,647.43,10159.93,32165.82,12570.18,45576.00,52021.21,65690.60,13560.76,4901.10
0.00,10914.91,117820.64,25296.03,4880.99,98950.77,1234.15,41116.98,28945.33,9805.88,101377.39,38147.69,83288.48,12998.24,47.50,1757.61,17674.67,1194.26,17505.55,254.37,588.71,4781.20,1909.91,8937.67,27467.42,558147.98,457897.32,68500.21,78214.64,545389.17,419081.58,277319.88,2355.60,1040.91,9846.91
94924.58,235410.98,201282.75,50482.15,113551.37,583604.07,232434.47,68190.99,26189.82,90294.40,803995.72,216354.52,93702.29,197443.37,995039.29,572076.17,805344.20,172583.23,549731.39,110043.05,6067.22,52396.80,14548.51,23082.61,1176472.38,2021756.14,839333.59,201382.83,409014.28,364844.35,583241.93,357094.78,345414.29,93684.11,72578.73
38461.60,7959.44,71100.15,30426.01,31135.29,473233.04,11869.96,121289.49,36557.67,10322.01,198793.07,249355.89,207835.13,6233.23,13771.34,45113.16,155921.55,138481.73,208158.56,22147.42,7000.30,33675.53,12258.53,3453.05,265229.67,1924643.96,1805170.33,58343.52,283330.28,145853.36,656224.61,261522.77,112294.64,33037.46,39603.92
110.67,16309.01,2422.04,826.44,312.16,132863.43,218.83,1817.17,1014.44,160.72,175842.97,0.00,12260.36,7200.96,37.41,37323.49,25991.27,913.82,12373.46,1265.64,416.12,1992.14,1314.01,401.54,39975.47,132764.97,212685.63,6644.11,16338.75,294512.71,459230.56,36050.69,63164.75,33043.93,87459.17
2205.11,107884.90,13137.17,53013.12,40533.87,480420.16,7830.54,19121.75,19917.57,11203.97,726750.08,46725.27,46577.88,26849.01,13842.21,107635.03,139232.06,50936.02,99781.77,18673.03,3355.63,11738.81,13474.70,8012.89,223210.29,1059785.44,591095.33,14164.94,1201301.84,422235.82,547281.41,501972.05,506129.01,35307.09,17116.91
66540.05,13294.27,24907.70,64.23,2839.02,170539.48,7840.46,9980.61,6231.45,6263.65,388783.34,112057.49,69189.65,1162.56,674.98,227242.06,58210.49,2639.33,55210.53,4174.02,1856.71,2444.72,5180.23,2985.88,126719.75,2031831.21,987552.92,17972.58,369331.07,503854.19,351453.04,85316.90,215493.31,32976.37,84289.44
303.20,109.46,1765.56,532.63,6756.82,96589.21,6809.82,31278.22,6035.65,1341.42,440042.11,535009.71,11902.77,32990.90,536.63,38256.92,70791.25,31118.82,77379.05,6543.44,2602.23,10492.66,7533.41,5761.00,1498276.84,1102054.73,339058.22,85693.55,441242.42,341586.60,785777.81,213518.15,3588.36,10767.89,57970.21
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
206.73,672.41,2497.48,863.31,671.70,6756.93,194.62,106.92,319.30,724.19,136753.20,2494.87,0.00,10326.54,163.94,2816.30,166.89,2775.60,75.89,6447.55,816.69,0.00,134.77,645.49,79583.11,394.18,0.00,782.03,138554.91,17922.46,31281.84,36087.14,696819.01,100.21,9018.29
1447.10,469.12,1756.56,302.92,485.11,2027.08,200.46,100.04,31.67,72.08,956707.06,3671.02,0.00,96.06,54.65,1747.77,292.07,485.73,2140.09,12138.30,2.55,0.00,5.83,49.11,9076.91,1261.39,0.00,1251.26,3442.37,2323.60,3429.94,3992.57,23668.13,148413.21,844.36
2357.47,6755.36,51938.89,25270.79,18732.14,78679.98,6005.93,48745.87,38631.43,554.24,391404.71,4729.55,70072.32,3214.12,17359.27,45446.72,29345.68,39322.44,16058.29,7505.67,5574.63,6879.59,10069.79,1208.36,70593.47,332541.81,45628.35,21888.17,103134.65,91950.18,343104.50,204502.79,223344.17,77366.50,48792.11
