502125.30,0.00,0.00,0.00,0.00,0.00,16561.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6037333.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,1408910.15,0.00,0.00,0.00,0.00,31681.80,0.00,0.00,7862.65,0.00,0.00,0.00,0.00,0.00,0.00,1347708.25,0.00,0.00,0.00,405.88,0.00,0.00,0.00,0.00,850391.13,440.14,130378.82,0.00,0.00,0.00,55380.72,0.00,1034.44,9598.65
0.00,0.00,999082.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1775906.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,204976.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2162928.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,668367.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,780888.15,0.00,238964.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1447.10,12509.93,0.00,0.00,0.00,2286247.41,1654.25,0.00,0.00,274.57,0.00,0.00,0.00,0.48,0.00,281.63,320034.85,0.00,25878.44,0.50,4624.64,4.31,1048.36,0.00,0.00,72731.66,0.00,1597.73,0.00,1.62,0.00,0.00,0.00,1034.44,638.85
158.49,11446.58,2664.89,0.00,0.00,0.00,717093.78,0.00,0.00,808.47,0.00,0.00,0.00,0.00,0.00,0.00,145060.75,0.03,0.00,0.00,6105.28,0.00,173.16,0.00,0.00,1942081.48,0.00,39148.65,0.00,0.00,0.00,0.00,0.00,9769.00,2629.90
144.71,312.75,4049.33,98.41,522.43,47992.49,468.88,121100.45,106.27,0.00,0.00,0.00,1225.78,0.00,0.00,4638.62,0.00,541453.27,6895.21,13432.76,0.00,793.18,277.88,0.00,527178.04,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,350.04
68.91,1032.07,0.00,0.00,0.00,0.03,1.39,0.00,32798.39,171.75,0.00,0.00,0.00,0.00,0.00,0.00,586.65,82433.67,17335.00,469739.26,582.97,0.00,104.30,0.18,888.82,3467.20,0.00,202.45,0.00,0.00,0.00,0.00,0.00,10732.33,2121.73
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,193687.26,0.00,0.00,0.00,0.00,0.00,0.00,824178.20,0.00,0.00,0.00,0.00,0.00,468.01,0.00,0.00,392267.11,0.00,51804.40,0.00,0.00,0.00,0.00,0.00,0.00,1.37
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1728820.30,0.00,0.00,867910.48,0.00,0.00,0.00,0.00,0.00,1211.62,0.00,0.00,0.00,0.00,188.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,468345.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,17.48,0.00,0.00,0.00,0.00,0.00,136836.49,0.00,0.00,0.00,0.00,0.00,0.00,270.46,0.00,187683.76,0.00,0.00,3146888.41,753.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,1532.78,78866.05,807.78,156.73,10135.40,243.27,68953.14,2214.28,78.94,161083.01,0.00,1116.98,385423.49,17019.67,33518.33,4784.32,541.24,2367.76,737.54,59.49,17325.93,25812.70,112081.30,131297.45,241574.75,991973.88,115457.40,39939.35,24359.35,228041.51,264098.09,336.51,20106.95,5567.39
0.00,0.00,0.00,0.00,0.00,0.00,6408.07,0.00,0.00,2613.60,0.00,0.00,0.00,0.00,90047.95,0.00,247581.54,0.00,0.00,0.00,274.83,0.00,0.00,0.00,0.00,926468.05,24740.27,124195.41,0.00,0.00,0.00,0.00,0.00,1034.44,844.36
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.57,0.00,0.00,0.00,0.00,0.00,1241692.21,142319.62,171.37,0.00,0.00,0.00,0.00,0.70,0.00,0.00,197504.34,0.00,14222.96,0.00,0.00,0.00,0.00,0.00,0.00,76.04
206.73,109.46,4686.13,0.00,671.70,7009.19,787634.25,0.00,0.00,370769.75,9474.82,1461.28,0.00,1033.25,0.00,1409.02,1681898.53,8689.08,55578.81,3455.09,1869.10,0.10,78.19,0.00,0.00,1718051.67,280500.50,569364.24,10055.52,20435.83,3641.45,140203.24,3499.74,104155.29,53365.84
144.71,0.00,228.47,0.00,0.00,81971.68,168.40,0.00,0.00,0.00,0.00,0.00,763.61,7.90,383.36,484.84,15896.11,268868.51,5197.01,41683.24,174.77,0.00,5177.59,0.00,1247662.25,73595.84,10936.04,245.40,176.11,336.44,1887.35,16229.82,185824.90,1235.51,1650.12
0.00,0.00,266.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,690.44,0.00,0.00,0.00,0.00,1351606.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41065.89,13066.28,11466.93
29.29,199.40,1442.50,343.34,31.72,12293.09,272.82,3673.44,5951.78,393.66,117773.09,0.00,895.96,5032.56,216.32,28.94,46180.38,3454.32,27445.33,146917.18,922.98,3374.60,2285.50,2104.01,30243.63,290326.49,30858.34,55030.29,105342.81,95293.73,145830.10,291185.92,223901.95,86840.06,38114.02
