2042008,14536,0,184507,0,1039,9936,0,0,0,0,0,5941479,0,0,0,0,8402,1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1703,0,0,0,0,0,0,3730,41295,0,0,0,0,0,0,0,0,14073,108044,15915
0,981176,0,14995,0,0,325,0,0,0,0,0,2396650,0,0,0,0,0,9870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20800,0,0,0,0,0,0,15910,199351,0,0,0,0,0,0,0,0,311658,239265,45305
0,364,1256567,119166,0,2,11368,0,0,0,0,0,1814933,0,5288,0,24953,1,229459,554698,0,0,0,0,0,0,4191,0,0,0,0,0,0,971,0,0,0,0,0,0,463,8345,0,0,0,0,0,0,0,0,13256,46568,80022
307507,96953,136206,870636,0,4056,6163,0,0,0,0,0,2592719,0,39,0,0,0,5770,0,0,0,0,0,0,0,1015,0,0,0,0,0,0,0,0,0,0,0,0,0,29647,340577,0,0,0,0,0,0,0,0,52247,40111,8726
226951,84432,190663,200638,48774,10546,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3502,305,1399,1534,0,3070,995,0,0,0,0,0,1329,0,1,0,142431,1307,1928,0,0,0,0,0,0,31678,279,0,0,0,106060,83149,31494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0
7313,5462,990,1067,0,466,2115511,0,0,0,0,0,2537765,0,0,0,0,0,1903,0,0,0,0,0,0,0,10756,0,0,0,0,0,0,0,0,0,0,0,0,0,14861,172748,0,0,0,0,0,0,0,0,61027,46852,149
0,0,0,0,0,0,0,492523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1077,0,0,0,0,0,0,0,0,0,123190,0,4048,0,0,0,0,0,0,0,746435,1193201,383177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2302,4337,0
1478,1547,2315,1825,353,34,4353,359,0,0,147,17,459,0,8,0,659,16,91,490,139,0,32,80,1,89,11,2994,0,21,2687,3941,1484,2068,49,14339,1072,1255,182,47,92,1177,786,28,1,1,0,35,40,202,109,93,473
0,0,14029,157296,0,95,120192,0,0,0,0,42,703936,0,515,0,29476,1547,27077,89,737,0,0,76,0,3741,163,0,0,0,0,0,0,99364,2664,21361,116781,63673,6719,4505,25452,210344,54213,1006,32,26,0,5088,2441,3367,123329,110106,35990
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
0,1,2,0,0,0,0,0,0,0,1,0,6,0,17,0,9,0,2,23,1,0,0,4,1,17,1,8,0,0,71,81,8,449,0,249,2,1,1,6,1,7,7,0,0,0,0,6,7,147,22,22,240
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,397,4378,3,938,23,1046,1,0,0,652,98,6907,0,218,0,429028,336,573,1647,1706,0,40,3450,81,99204,1475,58,0,5,438250,456694,161676,54076,72,1285,668,551,15,244,2079,21447,1317,155,44,38,0,260,4037,5730,3427,5445,16253
0,61,142,28,10,152,114,63,0,0,144,40,1791,0,64,0,1094,6102,834,1765,703,0,166,1243,9,298,39,253,0,12,4087,4156,2919,79953,65,3671,607,1032,14,19,226,2825,55525,1081,93,263,0,1503,734,9551,32226,25601,1886
507986,103757,185062,145730,920,125,4886,9,0,0,8308,3323,67919,0,4156,0,49781,3803,84254,116898,21208,0,4089,25114,129,11332,1288,30088,0,3520,28189,171062,17671,127504,443,16966,4134,24339,124,98,1237,7382,108609,1245,13,27,0,3760,2908,131168,45518,89242,102583
34963,16858,72281,40345,101,19,1560,55,0,0,262,37,13142,0,412,0,41302,434,1679,436273,637,0,199,17152,4815,1267,4757,168,0,852,314667,671874,203684,554057,48,283556,451,526,9339,270,156,4990,75635,3977,127,128,0,1817,39675,64231,4696,66023,120914
0,0,0,0,0,0,0,0,0,0,0,999,1167,0,0,0,1358,1,271,383,17424,0,3407,1348,39,370,555,1,0,0,548234,445932,204269,2446,7,277,61,0,2,0,0,0,31,4,0,0,0,171,0,1452,211,1621,4222
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1063,1121,12,0,4,319,0,0,11526,22336,4827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,55,991,18,1,159,150,116,0,0,786,90,3321,0,1,0,158,10,12,31,40,0,277,2899,31,963,72,13,0,9,85522,132343,56242,0,7,0,69,848,0,0,16,0,5,0,0,0,0,0,132,2296,3,19,602
0,481,3848,7338,256,365,2710,639,0,0,177,621,29249,0,222,0,16376,749,3162,236,5878,0,1460,64267,2028,5071,1500,21656,0,681,246420,375976,132592,13647,274,94667,2555,4017,676,1404,11,10,56549,3152,0,0,0,28608,1892,40091,9905,7604,36664
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43590,13377,0,0,0,0,0,0,0,0,3710,0,0,1046,0,0,0,117739,6154,40898,2697,5906,15237
447,174,199,753,410,10,292,48,0,0,1718,78,1316,0,15,0,1279,24,255,1388,122,0,19,755,260,67,342,135,0,6,334,1854,645,9309,882,47924,8239,8299,1131,292,3,26,2697,518,20,0,0,1049,109,3066,1738,307,1076
79,75,653,3803,304,69,2167,63,0,0,854,2359,32925,0,3180,0,14784,3324,14563,45735,12357,0,6848,20896,716,11816,1774,132456,0,28003,29598,53712,41613,103044,10950,34875,42328,36199,829,13372,30405,56946,34598,6993,402,578,0,17877,7734,101676,20881,20330,32878
0,0,0,0,0,0,0,0,0,0,0,0,9394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147406,19112,148,608,14,0,2462,0,0,0,9,31,12735,0,22,0,574,31,106,1443,533,0,5,345,33,125,31,980,0,720,2587,11844,2540,620,7,0,62,105,8,64,1216,18030,3139,724,0,0,0,2738,2240,6749,8533,7737,9740
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139925,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90834,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66553,0,0,0,0,0
672967,272436,423871,422502,26603,6882,518428,53381,0,20411,48020,5162,2301158,128,6427,0,185786,10517,99514,234283,46238,8798,9503,62022,5078,42102,8084,229962,1246,10177,746434,1187506,413804,813500,12522,1169422,165532,168990,36290,22427,30636,276942,391024,40983,2503,5265,115,104928,32277,286576,241202,269860,199623
0,0,0,0,0,0,0,0,0,0,0,315,1246,0,0,0,1360,317,0,1910,0,0,456,1253,0,0,168,935,0,0,0,0,0,28853,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15348,0,0,0
52485,6530,41342,13552,1320,4337,1340,0,0,0,139647,3744,68921,0,3591,0,172122,10996,26608,86424,37335,0,9969,47828,736,40375,3616,15972,0,6963,228560,330036,117075,892348,829,350495,7733,3502,6,2268,36,720,87644,27014,1027,1505,0,42395,3136,257519,49606,48126,61953
3102,681,3320,10127,110,8289,7965,613,0,0,54262,4090,23995,0,4783,0,19827,6305,22012,27861,1930,0,11868,13487,1257,11953,6125,5308,0,694,27712,224092,53868,268485,1803,40703,16818,0,0,14150,5,0,0,0,0,0,0,14661,0,29775,22221,17060,19647
1755,1152,9652,56316,0,109,11686,0,0,0,0,199,99268,0,571,0,11209,0,654,44,267,0,326,5614,999,566,257,20,0,883,63224,124691,24006,8700,4,7367,0,142981,0,2451,0,0,0,0,0,0,0,21476,0,30567,28526,21899,32586
110,0,4299,0,0,0,224,447,0,0,4165,164,4205,0,133,0,3511,170,1883,5195,2853,0,658,2270,47,2284,395,2498,0,1895,9809,31400,15811,90619,1068,20692,9955,8072,38338,2587,14,44,37178,7553,1227,1327,0,39080,3828,42656,12772,18816,12546
