0,0,0,"211,757.63","2,107,339.79","16,522,934.75","3,818,097.99"
"2,138,608.28",0,0,"4,818,909.76","130,719.10","1,410,142.69","29,408,780.18"
"966,926.11",0,0,"133,789.51","330,030.52","200,694.36","29,033.92"
0,0,0,"219,150.92","24,914.22","134,978.56","13,276.54"
"32,879.89",0,0,"1,931,222.91","80,028.58","76,408.19","50,824.52"
"112,720.43",0,0,"928,134.15","274,518.93","193,025.62","173,737.47"
"2,821,875.18",0,0,0,"1,277,901.10","419,335.76",0
"5,756,600.46",0,0,"5,004,437.83",0,"5,053,691.95","15,935,748.54"
"1,711,168.30",0,0,"588,090.04","20,082.03","4,852,494.03","225,641.33"
"115,292.37",0,0,0,0,0,"90,302.21"
"31,005,822.47","1,546,318.11",0,0,0,0,0
"3,293,552.55",0,0,0,0,"85,506.65",0
"896,790.27","496,166.43",0,0,0,0,"28,288.44"
0,0,0,0,0,"325,698.61","14,554.00"
0,"3,959,392.82",0,"139,199,139.03",0,0,0
0,0,0,"133,850,949.00",0,0,0
0,0,0,"30,050,613.77",0,0,0
"12,629,472.82","55,435.19",0,"1,890,295.80","830,055.19","4,472,312.68","7,602,907.75"
"20,733,517.99",0,0,"19,604,381.19",0,0,0
"21,690,146.67","95,205.66",0,"3,246,437.41","1,425,555.84","7,680,852.51","13,057,408.38"
"40,050,404.05","175,795.27",0,"5,994,479.06","2,632,259.17","14,182,534.18","24,110,232.61"
"1,160,082.65",76.38,0,"84,675.10","1,143.67","10,848.00","112,204.04"
"9,685,136.58","1,539,918.72",0,"6,909,191.46","93,319.27","641,572.25","984,388.39"
"3,289,211.55","1,528.30",0,"1,694,281.25","22,883.88","826,955.39","209,865.53"
"137,309.44",39.55,0,"43,840.14",592.13,"3,190.37","5,423.61"
"14,723,262.14","266,435.59",0,"4,254,743.60","31,392.12","2,295,470.31","735,647.66"
"986,936.05","1,521.26",0,"1,686,473.53","22,778.42","122,729.47","1,053,294.73"
"2,238,916.59",0,0,0,0,0,0
"250,313.62",0,0,0,0,"83,527.20","55,374.15"
"8,369,460.56","2,963,958.26",0,0,0,"876,120.07","1,818,216.42"
"109,567,805.71","2,834,157.18",0,0,0,"4,034,434.59","20,165,854.60"
"46,278,984.22",0,0,0,0,"1,714,172.69","3,187,949.33"
"11,989,963.89","86,581.36",0,0,0,"2,144.50","1,062,695.75"
"2,855,475.40",0,0,0,0,"409,859.07",0
"6,135,966.74",0,0,0,0,"406,157.23",0
"17,322.57",0,0,0,0,91.62,849.83
"20,697,743.75",0,0,0,0,"32,847.31",0
"2,171,009.21",0,0,"1,807,844.75",0,"178,969.41","1,675,716.81"
"5,938,413.16",0,0,0,0,"135,448.71",0
"1,444,328.18",0,"74,584,599.11",0,0,"424,867.22",0
"44,067,630.12","3,307,011.04","22,708,510.81",0,0,"66,000.54",521.8
"18,519,391.39",0,"6,868,571.40",0,0,"152,547.64","333,954.07"
0,0,"5,997,468.43",0,0,0,0
"1,130,185.37","212,550.06",0,"414,728.84",0,"234,236.55","426,901.59"
"21,737,037.51",0,0,0,0,"774,354.53","2,364,124.93"
"3,193,534.13",0,0,0,"167,230.93","51,502.81",0
