486053.5164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3115.804149,569.5563991,0,0,0,0,0,0,0,0,0,0,0,0,3807833.686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16568.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1135.573815,83.72906277,0,0,0,0,0,0,0,0,0,0,2463.174556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.97596456,302.542551,0,0,0,0,0,0,0,0,0,0,0,0
0,0,36405.42244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6379.405868,13405.59065,0,0,825.7457679,5042.959839,0,0,0,0,0,0,4119.723835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590.9661508,2799.370865,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3862.799063,0,0,0,0,0,0,0,0,0,0,0,0,0,572.0782646,179.2690173,0,0,762.933259,691.0398533,0,0,0,0,0,0,2679.667781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.51154324,1729.803988,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2978.375156,45.83064778,70.8044704,0,0,0,0,0,0,0,0,0,0,920.9022434,221.2431853,0,0,233.3448563,647.0923782,0,0,0,0,0,0,1341.756687,0,0,0,0,0,0,1204.357605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.88619349,147.2095131,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,29135.77388,0,0,0,0,0,0,0,0,0,0,0,2444.663304,766.0706854,0,0,209.5871381,184.0496647,0,0,0,0,0,0,1278.016765,0,0,0,0,0,0,689.6677041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509.4615053,3887.783938,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,32309.22779,0,0,0,0,0,0,0,0,0,0,9412.648602,2857.415206,0,0,529.574099,2712.77599,0,0,0,0,0,0,2392.020464,0,0,0,0,0,0,923.2409037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2047.947629,22525.10739,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,131.1036728,32.45898623,17323.43334,0,0,0,0,0,0,0,0,0,5066.04508,0,0,0,0,0,0,0,0,0,0,0,2418.574645,0,0,1447.228206,0,0,0,88338.43783,0,0,0,0,0,0,0,0,9371.865651,0,0,0,0,0,0,839.8016793,14929.18527,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.70304102,0,16.01371213,0,0,0,0,0,9.997659244,0,0,0,0,0,0,0,0,0,0,0,0,8.124896544,0,0,0,0,0,0,2327.707162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308.7647033,0,0,0,0,0,0,0,0,181.0561529,0,0,0
0,0,0,0,0,0,0,0,0,7895.692147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43573.62117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6507.929674,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,11800.75878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804.2380818,37069.41698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313.6502393,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,13627.87625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,4042.256406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754956.2093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,517.3568978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35277.65108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,9586.62764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8054.549091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2345.615278,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36767.5618,0,4138.55205,0,0,0,0,0,0,0,0,0,0,0,4059.65167,0,0,6016.905946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5402.759012,0,0,0,0,0,0,0,0,0,0,0,0
1295.708567,0,0,105.1637675,193.4576816,627.710025,161.6264735,0,0.558390333,0,940.4796792,63.99006654,224.4008529,173.6770909,0,0,56327.9779,0,0,0,0,0,0,0,0,0,0,0,0,196.934068,0,0,0,87.64010878,0,0,54984.11935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6945.670296,0,9.83227956,0,0,0,0,0,0,0,0,0,0
