0,0,0,448660.1608,0,2822209.53,2822209.53
174233.8133,0,0,1790.942637,0,196083.8208,196083.8208
141395.3185,0,0,26536.7824,0,361979.1045,361979.1045
133638.8134,0,0,274.9750766,0,0,0
80608.29552,0,0,68.89014561,0,0,0
485645.1956,0,0,4998.136541,0,1123993.937,1123993.937
922218.7327,0,0,25086.29955,4.093410613,0,4.093410613
1127382.195,0,239551.1736,20111.00385,0,201535.2948,201535.2948
1149.231105,0,55.85738218,69.47211021,213.9496817,0,213.9496817
0,0,378821.2905,-8855.327405,97689.03044,323075.3141,420764.3445
66452.85052,0,4859.126741,44.3477775,0,11325.4678,11325.4678
0,27062.29855,634007.8957,5357.300098,0,167834.5463,167834.5463
0,37610.0797,433584.9524,36452.31252,0,642900.9189,642900.9189
3444.363221,0,47784.71516,-12339.49798,0,29893.56735,29893.56735
0,16381.91105,2562.145906,7078.339255,0,130724.1244,130724.1244
0,0,0,22206.28257,0,279497.8895,279497.8895
116458.927,22094.46404,146169.4752,23245.85892,0,871417.1756,871417.1756
586128.8852,69810.48356,45936.52219,88524.61478,0,2534200.267,2534200.267
713274.7191,36178.98036,2047.282565,62657.44217,0,467879.1307,467879.1307
0,0,0,0,0,0,0
180123.5732,4803.111639,0,11679.49215,0,1547333.589,1547333.589
1801974.688,8100.546162,0,3846.041997,867.7678756,2466850.14,2467717.907
771173.1284,8757.561288,0,649.1857864,0,601263.1538,601263.1538
0,0,42563.78272,-372171.9113,0,5663232.72,5663232.72
0,0,6032.797824,3084.836476,0,1144803.21,1144803.21
0,0,5595.477018,60048.1456,90960.17875,898228.1494,989188.3281
0,0,0,41924.62345,0,174039.675,174039.675
67199.29482,0,0,26580.65975,0,0,0
964657.9592,80966.00199,0,233722.6184,5047861.834,0,5047861.834
58362.10685,0,0,5290.415838,0,135008.5427,135008.5427
921210.4028,0,0,212.8374799,0,1003694.156,1003694.156
1592962.054,127054.9291,0,19122.58467,0,4398422.947,4398422.947
93429.01828,0,0,5076.987009,0,0,0
18327.64581,794.3830007,14.813272,315.964811,103.3378381,22071.93624,22175.27408
0,7.497803011,0,27.41735432,0,0,0
7078.753362,60805.17643,1.360200834,2603.723881,0,0,0
453396.1066,244278.6664,0,13840.70785,370197.2884,1224197.391,1594394.68
0,0,0,833.2546106,0,0,0
24183.74402,3827.548059,272.9605411,24.32555539,1.733118264,0,1.733118264
66739.46518,12674.68069,46783.23668,7868.235578,2632.458953,0,2632.458953
259254.2608,8532.344088,2905.851483,-1724.733449,0,0,0
202351.7221,76372.07035,105382.2209,987.2261482,1481.619744,0,1481.619744
246915.8978,443585.2064,0,58.67704743,0,0,0
6335.286961,3805.998601,0,841.2743173,0,0,0
0,861959.5556,19335551.55,0,0,0,0
7487395.394,383220.166,575623.8049,622687.6851,2195650.8,6283400.861,8479051.662
6872.43711,82565.44841,0,0,0,0,0
6727190.285,500824.3139,50039.79004,54131.11959,195317.2924,640120.7109,835438.0033
326923.6444,23694.17831,6210.750939,6718.551407,28722.98102,282838.6941,311561.6751
1480179.231,342999.1287,3217.749939,3480.838081,14539.70054,41608.96936,56148.66989
77666.94337,280.9467549,422.0019049,456.5054242,1609.677731,5081.133182,6690.810913
62935.62363,29224.3379,0,0,0,0,0
19945.49351,0,0,0,0,170350.832,170350.832
1327965.256,241462.1419,0,0,0,95468.1,95468.1
2441201.339,624707.2055,27520.22104,0,0,0,0
2012369.998,114425.5638,0,0,0,0,0
2199.614116,10166.16928,0,0,0,0,0
8821.720715,0,0,0,0,0,0
1822811.042,116628.7311,0,0,0,0,0
211.3084433,11436.84068,0,0,0,0,0
381002.2446,8433495.615,0,0,0,0,0
2862197.543,443818.9204,0,0,0,0,0
4537345.145,1026973.195,0,0,0,0,0
288805.6369,0,0,0,0,25502.1,25502.1
204441.9244,98537.77331,0,0,0,0,0
379470.8148,146676.0706,0,0,0,0,0
