36573,0,0,0,0,0,0,0,0,0,0,114,168,0,0,0,0,0,0,0,385004,0,0,0,0,0,0,0,0,0,0,2063,0,0,0,0,0,0,0,0,0,0,0,6,0
0,9147,0,0,0,0,0,0,0,0,0,6,3049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,1,0
0,0,15695,0,0,0,0,0,0,0,0,5,10,0,0,1579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698,9,0,0,0,0,0,0,0,9,11,0
0,0,0,26828,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,1762,6952,38,0,0,0,0,0,0,0,162,20,0
0,0,2,0,381,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,66,0,0,0,0,0,0,0,0,0,621,712,16,0,0,0,0,0,0,0,52,32,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,7939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,447,0,0,0,0,0,0,0,0,0,0,0,1,0,0,196,0,11,0,0,0,0,0,0,0,923,497,1,0,0,0,0,0,0,0,10,3,0
0,0,0,0,0,0,0,0,22377,0,0,0,0,0,0,0,0,0,0,0,0,207351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11360,1177,438,0,0,0,0,0,0,0,18238,136,0,0,0,14705,0,0,0,1516,0,0,206919,0,46,0,0,0,0,0,0,20,543,791,16,0,0,0,0,0,0,0,14,4,0
3433,4358,1687,6730,218,0,2,35,798,0,310,7870,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,493,124,0
0,0,0,539,0,0,0,0,0,0,0,0,4840,0,0,0,0,0,0,0,0,0,461,0,0,0,0,0,0,0,0,0,2235,3823,42,0,0,0,0,0,0,0,268,22,0
52,58,22,4,0,0,24,0,0,0,0,6,0,2294,19,0,0,5773,79,0,0,0,0,0,55355,0,0,0,0,0,0,3795,0,0,2,0,0,0,0,0,0,0,0,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,467,23,0,0,0,0,9,0,8556,443,0,2039,0,0,0,0,0,0,0,465,863,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1716,64529,27,0,0,0,0,0,0,0,105,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1750,24,0,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4122,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,12,0,0,0,2,4063,0,27158,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,163,0,0,0,0,0,0,0,0,0,141,158,3,0,0,0,0,0,0,0,6,1,0
0,0,0,0,0,0,0,0,0,0,0,151,570,0,0,3037,6694,0,0,0,27983,0,30,0,0,0,0,0,0,0,0,0,5986,9213,175,0,0,0,0,0,0,0,315,155,0
0,0,0,0,0,0,0,0,813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,977,7,0,0,1,0,0,0,0,13,0,0
0,0,0,0,0,0,0,0,637,0,2,97,8951,0,0,3920,0,0,0,0,0,1964,5759,0,2420,0,0,0,0,0,0,0,3402,3881,162,323,13150,5,395,6,1405,0,176,60,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17,41,222,158,0,25,0,265,0,69,0,17,0,0,476,0,0,111,16,0,58,11,0,24442,345,0,0,26,0,0,19656,55,126,0,0,0,0,85,19,2368,0,20,108,0
178,0,0,0,0,0,248,54,0,0,901,6,1,2,35,40,0,0,109,0,18025,442,9,0,970,67698,0,0,44,0,0,2258,0,31,3,20578,0,3,781,36,478,0,39,2525,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,37,19,16,4,0,164,38,563,0,151,1,16,167,28,336,13,31,30,15,11,631,59,0,146,506,0,0,84,284,37,1964,5,15,1,381,232,12,197,22,616,0,111,220,0
0,0,0,0,0,0,1,2,0,0,33,1,3,67,33,15,0,1584,2,0,56,45,3,0,55,406,0,0,2,422,21,5,0,30,6,544,1168,0,710,33,323,0,19,52,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,7,14,0,0,0,0,0,8,0,12,2,0,0,0,423,18,1214,0,13,12,0
552,342,28,223,3,0,517,265,281,0,95,10,40,5036,1655,0,916,8891,926,19,0,2245,2,0,528,4708,0,0,7,944,864,309,3035,5,74,0,4784,16,84471,3165,910,0,1459,164,0
2752,940,1109,6352,238,0,677,278,2885,0,2386,798,3080,2727,119,4016,452,7972,167,212,10798,14477,27811,0,50529,4924,0,0,269,918,116,10433,3779,17722,124,1577,4571,38,753,73,2473,0,608,809,0
0,0,0,0,0,0,104,19,0,0,0,1,2,769,90,0,0,212,1309,0,0,0,36,0,1309,335,0,0,6,4,10,697,0,0,14,3757,0,81,161,222,0,0,20,231,0
0,0,0,0,0,0,3,0,0,0,0,0,0,193,6,0,0,263,4,0,0,0,0,0,42,28,0,0,0,5,5,30,0,0,1,767,0,3,1,71,0,0,2,3,0
501,108,203,1001,29,0,1211,267,4454,0,284,70,415,2345,1046,348,233,862,270,521,4252,23544,2714,0,4632,1158,0,0,47,212,62,948,829,1661,24,137,397,5,1305,367,4328,0,270,144,0
48,16,19,110,6,0,12,5,50,0,41,14,53,57,21,69,8,10320,4,4,187,250,481,0,901,106,0,0,5,18,10,184,65,306,2,12268,2491,1,86,67,43,0,29,16,0
0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,294,10,0,0,0,0,0,1,16,0,0,0,5,2,11,0,0,1,0,0,23,394,82,0,0,0,7,0
928,317,374,2142,80,0,228,94,973,0,805,269,1039,1002,40,1355,153,3148,64,72,3642,4882,9427,0,17060,1666,0,0,91,310,40,3520,1275,6005,43,12371,2239,86,642,33,834,0,208,276,0
0,0,0,4,1,0,1,0,0,0,2,0,0,22,11,0,0,33,3,0,0,0,0,0,15,36,0,0,1,28,4,37,0,9,5,4815,789,1,5336,312,1492,0,34,31,0
2530,663,322,254,7,0,1166,57,624,0,212,20,69,5039,264,4942,0,3401,460,283,1194,4118,102,0,1548,3009,0,0,12,170,294,2990,7575,492,93,10074,6656,170,11836,1302,48672,0,125,922,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,383,0,0,0,0,0,0,176,0,14,12,0,0,0,0,0,14,42,0,0,0,26,0,61,0,0,13,0,0,12,2941,135,0,0,281,18,0
0,25,47,34,0,0,7,13,228,0,5,2,0,325,229,0,0,1839,62,2,14,4783,10,0,75,2545,0,0,2,66,93,19,14,1,5,21156,274,1,971,79,150,0,49,177,0
