1895620.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,614570.07,494.96,73684.37,11876.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1270.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24879.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63727.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,285678.45,0.00,123321.84,0.00,0.00
0.00,8527.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,269.00,5.18,3197.24,0.00,0.00,0.00,0.00,2283.75,0.00,0.00,0.00,0.00,0.00,0.00,0.08,87531.50,0.00,0.02,0.00,0.00,271.14,0.00,30.37,0.00,0.00,0.00,0.00,0.04,19.70,0.00,16.94,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,211.81,373.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4273.81,86.91,133.03,0.00,0.00
0.00,0.00,26492.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,716.37,3.93,1855.46,0.00,0.00,0.00,0.00,394.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,768.94,0.00,9.65,0.00,0.00,0.00,0.00,0.00,253.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2803.38,463.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8905.07,56.42,1901.76,0.00,0.00
0.00,0.00,0.00,2878.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,133.60,0.58,0.00,0.00,0.00,0.00,0.00,10.56,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,1.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.94,117.78,0.00,25.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2703.72,20.78,1.85,0.00,0.00
0.00,0.00,0.00,0.00,1775.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.30,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,448.05,0.00,0.00,0.11,0.00,0.00,0.00,41.96,0.00,0.08,0.00,0.00,0.00,64.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,179.63,58.41,0.00,16.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3385.38,12.92,11.99,0.00,0.00
0.00,0.00,0.00,0.00,0.00,17837.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2006.83,4.32,1884.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.32,0.00,7.25,0.00,0.00,0.00,0.00,0.00,0.00,2581.34,3185.53,0.00,73.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1797.48,203.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2882.14,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,291133.31,6231.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1033.52,3.10,279.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.63,0.00,12.82,0.00,0.00,0.00,5.95,0.00,0.05,0.00,2394.74,0.00,4.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6601.51,1178.30,0.00,472.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44527.10,213.25,978.88,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,38166.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,704.81,0.00,222.30,3000.68,0.00,0.00,0.00,23.76,0.00,0.00,0.00,0.00,0.00,0.02,28.73,0.00,0.00,0.00,0.00,0.00,0.24,0.00,16.85,0.00,0.00,1749.73,0.00,0.02,15.39,0.01,34.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8133.45,2315.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,114082.15,5193.57,929.02,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,1666.38,190697.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1478.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82.13,0.00,0.00,0.00,0.60,0.00,0.00,0.00,1365.20,0.00,0.00,0.00,0.00,0.00,300.33,69.96,21423.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7457.92,13850.08,22636.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,394528.48,19272.86,16902.44,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1286.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,149.24,0.34,0.00,0.00,0.00,0.00,0.00,3.59,0.00,0.00,0.00,0.00,0.00,0.12,0.75,0.00,0.00,0.00,0.00,0.00,34.42,0.00,0.47,0.00,0.00,15.99,0.00,0.78,9.78,6.20,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,771.80,236.62,0.00,146.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10363.21,15.84,31.36,0.00,0.00
