0.391
0.397
0.404
0.441
0.405
0.421
0.328
0.430
0.366
0.000
0.402
0.000
0.356
0.378
0.396
0.303
0.420
0.482
0.295
0.431
0.358
0.406
0.461
0.421
0.901
0.411
0.454
0.372
