"","X1","X1.1","X1.2","X0","X0.1","X0.2","X0.3","X0.4","X0.5","X0.6","X0.7","X0.8","X0.9","X0.10"
"1",9.25,5.375,5.375,10.375,6.5,6.5,6.625,5.375,1.5,1.5,1.625,1.625,1.625,1.75
"2",8.49165055005453,6.7361768820019,4.77217256794357,10.8225246471377,5.20491342150875,5.97471697708087,7.99784495427268,5.68582480280779,1.83895148369659,1.56513966494635,0.910084048549277,1.21995821279275,2.68797079002921,1.09207099717804
