2017,2020,2025,2030,2035
605,605,605,605,605
117402,117402,117402,117402,117402
592,592,592,592,592
44764,44764,44764,44764,44764
33245,33245,33245,33245,33245
32834,32834,32834,32834,32834
0,50,100,150,200
192204,192154,192204,192204,192204
295765,295765,295665,295765,295565
58046,58046,58046,57896,58046
7089,7089,7089,7089,7089
58116,58116,58116,58116,58116
557613,557613,557613,557613,557613
1768,1768,1768,1768,1768
629,629,629,629,629
33131,33131,33131,33131,33131
2420,2420,2420,2420,2420
74614,74614,74614,74614,74614
144185,144185,144185,144185,144185
4414,4414,4414,4414,4414
9012,9012,9012,9012,9012
0,0,0,0,0
148,148,148,148,148
