2017,2023,2027,2031,2035
0,0,0,0,0
177537,177537,177537,177537,177537
3398,3398,3398,3398,3398
19262,19262,19262,19262,19262
9163,9163,9163,9163,9163
51421,51421,51421,51421,51421
1311,1311,1311,1311,1311
31630,31630,31630,31630,31630
198927,198927,198927,198927,198927
27067,27067,27067,27067,27067
0,0,0,0,0
71571,71571,71571,71571,71571
122630,122630,122630,122630,122630
281,281,281,281,281
509,509,509,509,509
38475,38475,38475,38475,38475
0,10,20,50,70
33330,33320,33320,33310,33300
13118,13118,13108,13108,13108
5560,5560,5560,5540,5540
7747,7747,7747,7747,7747
0,0,0,0,0
1215,1215,1215,1215,1205
