2017,2025,2030,2035,2040
313180,313180,313180,313180,313180
281022,281022,281022,281022,281022
2241,2241,2241,2241,2241
53343,53343,53343,53343,53343
76006,76006,76006,76006,76006
88625,88625,88625,88625,88625
311194,311194,311194,311194,311194
1407897,1407897,1407897,1407897,1407897
412172,412172,412172,412172,412172
908675,908675,908675,908675,908675
83079,83079,83079,83079,83079
534149,534149,534149,534149,534149
2750017,2750067,2750167,2750167,2750167
482603,482603,482603,482703,482803
54763,54763,54763,54763,54763
173580,173530,173430,173330,173430
55953,55953,55953,55953,55753
487603,487603,487603,487603,487603
33210,33210,33210,33210,33210
71737,71737,71737,71737,71737
101589,101589,101589,101589,101589
0,0,0,0,0
480,480,480,480,480
