257640,11180,7023,754,783,1984,66508,51694,151347,175,80891,84740,861268,5378,2172,734,2889,9586,8035,1,118343,185,517865,25245,94144,6847,571,139923,6154136,43664,48,29,12,619901,1,1,11,0,7207,4552,649,25,38,13221,20,6696,4313,28,39190,1,4742,6152,80,2404,22,6704,4,3,984,66988,115624,82,4411,790790,666256,33254,3549376,299854,81916,628,521,126,383,97100,9149,9779,3134,11774,372,24294,184,452,268,12623,16813,114,84,5,51,5579,56641,20284,141529,3044,6379857,1793671,22931,42310,564507,792933,333080,103022,44380,223023,51933,51118,67665,953090,16927,39323,306037,0
224725,12204,6909,1690,1355,3500,34566,73387,204822,2234,6225292,1109026,4331601,366454,40875,45165,32103,177535,315722,252,421882,99517,4093576,1112235,606942,385939,117362,774907,12138911,368035,4097,685,684,12154227,676,87,51,6,1474,22024,14816,548,106,36359,481,8185,104937,357,142005,33,5708,1667,278,1582,420,16612,173,17,3526,103882,68901,594,27674,5893632,641376,125039,2731347,87981,525718,621,592,102,81,442553,23492,291138,5109,37890,82,28740,971,1004,756,18875,8190,112,79,13,163,2999,30498,19116,169911,58152,7528308,9115401,315963,380214,1734249,413771,187348,293333,201177,1279649,175169,199656,128993,8650337,128057,164712,1013851,0
1004880,75042,60231,13177,7747,13672,235154,160415,1266097,13831,5019466,4348884,8204629,890730,104604,146161,139360,461573,875872,463,486567,121300,12426935,3454431,2743349,1920419,275694,2397888,98450138,1065640,19396,1777,670,20173249,1987,137,130,10,5226,40981,13593,773,204,44282,527,11645,212375,752,111559,25,4499,4384,405,1466,383,35652,99,14,4063,250558,142489,635,64448,9193395,1354358,152646,10169571,61483,690476,241,700,104,367,554342,39291,16387,1983,22290,273,28886,1016,1806,40,25075,7220,219,158,12,219,4814,40994,33556,240901,45505,9663357,18253954,379115,732809,574338,338582,56749,242235,499165,3185193,259653,2504097,164831,0,106134,264463,1352031,0
20433,293,34,137,150,215,3411,1404,3508,273,595850,54994,753668,466178,7544,10702,555,9056,35747,43,28786,16203,891643,135573,81494,46537,12781,189695,3856878,121715,152,118,80,1493976,412,7,8,1,330,19533,1441,150,15,2461,84,561,14409,37,23556,4,814,834,110,123,67,5333,28,2,1507,70783,7837,67,1854,2788363,277118,12036,1153122,44245,65074,127,303,33,32,86502,3997,8598,1601,23369,56,11550,203,201,87,3903,1605,59,31,0,55,1068,5361,9159,209451,10444,1568663,2055486,89015,70239,1395757,284429,112765,143325,183292,177398,22481,250378,25366,1030524,49539,46576,134498,0
13315,671,558,60,93,160,2614,1864,15327,106,96077,65181,161159,182517,3597,1222,876,8578,14720,11,13344,2717,591065,97726,29496,26891,3105,107214,3560487,45914,520,270,52,706067,41,6,5,0,175,3345,1429,92,8,2685,23,496,9300,166,75170,1,8934,227,18,35,74,971,5,1,225,8654,4733,46,1908,335779,51147,5051,66087,11274,4459,41,107,14,14,37592,3270,6243,239,6847,17,3862,114,66,22,1544,804,11,8,1,11,209,1959,2093,14604,11484,502578,805752,24253,54154,53594,20789,9655,9723,5596,7018,10863,51697,10932,0,4220,11054,34049,0
-2645,-46,0,0,0,-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3987781,0,-403493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-175906,0,0,0,0,0,-18245,-20086,0,0,-1750,0,0,0,0,0,0,-7369,0,0
